"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","connected_by","rank_user","rank_user href","show_movies","show_movies 3","show_movies href"
",  Group M","2019-06-13 13:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","PalaBarton, Perugia","https://women.volleybox.net/tr/palabarton-a233/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/bulgaria-t730/matches","https://volleybox.net/media/img/light-px.png","Bulgaristan","https://women.volleybox.net/tr/south-korea-bulgaria-c15999","18","6 yıl önce önce  tarafından eklendi","S…k","","2","",""
",  Group T","2019-06-18 11:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Boryeong Gymnasium, Boryeong","https://women.volleybox.net/tr/boryeong-gymnasium-a2733/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/south-korea-dominican-republic-c16038","21","6 yıl önce önce  tarafından eklendi","S…k","","1","",""
",  Group T","2019-06-19 06:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Boryeong Gymnasium, Boryeong","https://women.volleybox.net/tr/boryeong-gymnasium-a2733/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/south-korea-japan-c16040","19","6 yıl önce önce  tarafından eklendi","S…k","","","",""
",  Group T","2019-06-20 11:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Boryeong Gymnasium, Boryeong","https://women.volleybox.net/tr/boryeong-gymnasium-a2733/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/south-korea-poland-c16042","17","6 yıl önce önce  tarafından eklendi","S…k","","","",""
",  Group A","2019-08-18 08:00","Asya Şampiyonası 2019","https://women.volleybox.net/tr/women-asian-championships-2019-o5535/matches","Jamsil Arena, Seoul","https://women.volleybox.net/tr/jamsil-arena-a1315/matches","İran","https://women.volleybox.net/tr/iran-t910/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","Güney Kore","https://women.volleybox.net/tr/iran-south-korea-c18862","","5 yıl önce önce  tarafından eklendi","S…k","","","",""
",  Group A","2019-08-19 12:00","Asya Şampiyonası 2019","https://women.volleybox.net/tr/women-asian-championships-2019-o5535/matches","Jamsil Arena, Seoul","https://women.volleybox.net/tr/jamsil-arena-a1315/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/hong-kong-t895/matches","https://volleybox.net/media/img/light-px.png","Hong Kong","https://women.volleybox.net/tr/south-korea-hong-kong-c18863","","5 yıl önce önce  tarafından eklendi","S…k","","","",""
",  Group E","2019-08-22 10:30","Asya Şampiyonası 2019","https://women.volleybox.net/tr/women-asian-championships-2019-o5535/matches","Jamsil Arena, Seoul","https://women.volleybox.net/tr/jamsil-arena-a1315/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/chinese-taipei-t2546/matches","https://volleybox.net/media/img/light-px.png","Çin Taipei","https://women.volleybox.net/tr/south-korea-chinese-taipei-c18919","","5 yıl önce önce  tarafından eklendi","S…k","","","",""
",  Group E","2019-08-23 05:30","Asya Şampiyonası 2019","https://women.volleybox.net/tr/women-asian-championships-2019-o5535/matches","Jamsil Arena, Seoul","https://women.volleybox.net/tr/jamsil-arena-a1315/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/south-korea-thailand-c18922","","5 yıl önce önce  tarafından eklendi","S…k","","1","1","https://asianvolleyball.net/new/wp-content/uploads/2019/08/bulletin-6-8.23-1.pdf"
",  semi-final","2019-08-24 14:30","Asya Şampiyonası 2019","https://women.volleybox.net/tr/women-asian-championships-2019-o5535/matches","Jamsil Arena, Seoul","https://women.volleybox.net/tr/jamsil-arena-a1315/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/south-korea-japan-c19019","","5 yıl önce önce  tarafından eklendi","","","1","",""
",  3rd place match","2019-08-25 05:30","Asya Şampiyonası 2019","https://women.volleybox.net/tr/women-asian-championships-2019-o5535/matches","Jamsil Arena, Seoul","https://women.volleybox.net/tr/jamsil-arena-a1315/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/south-korea-china-c19021","","5 yıl önce önce  tarafından eklendi","","","2","",""
",  Round Robin","2019-09-14 09:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Yokohama Arena, Yokohama City Kanagawa","https://women.volleybox.net/tr/yokohama-arena-a285/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","Güney Kore","https://women.volleybox.net/tr/china-south-korea-c19235","25","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","1","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256224894"
",  Round Robin","2019-09-15 09:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Yokohama Arena, Yokohama City Kanagawa","https://women.volleybox.net/tr/yokohama-arena-a285/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/south-korea-dominican-republic-c19238","26","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256225046"
",  Round Robin","2019-09-16 13:20","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Yokohama Arena, Yokohama City Kanagawa","https://women.volleybox.net/tr/yokohama-arena-a285/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","Güney Kore","https://women.volleybox.net/tr/japan-south-korea-c19242","23","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","1","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256225215"
",  Round Robin","2019-09-18 06:30","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Yokohama Arena, Yokohama City Kanagawa","https://women.volleybox.net/tr/yokohama-arena-a285/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","Güney Kore","https://women.volleybox.net/tr/russia-south-korea-c19243","26","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256225469"
",  Round Robin","2019-09-19 09:40","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Yokohama Arena, Yokohama City Kanagawa","https://women.volleybox.net/tr/yokohama-arena-a285/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/cameroon-t739/matches","https://volleybox.net/media/img/light-px.png","Kamerun","https://women.volleybox.net/tr/south-korea-cameroon-c19652","25","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256225807"
",  Round Robin","2019-09-22 05:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Toyama City Gymnasium, Toyama City Toyama","https://women.volleybox.net/tr/toyama-city-gymnasium-a284/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/south-korea-argentina-c19542","26","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256226297"
",  Round Robin","2019-09-23 05:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Toyama City Gymnasium, Toyama City Toyama","https://women.volleybox.net/tr/toyama-city-gymnasium-a284/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/south-korea-netherlands-c19545","26","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256226370"
",  Round Robin","2019-09-24 05:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Toyama City Gymnasium, Toyama City Toyama","https://women.volleybox.net/tr/toyama-city-gymnasium-a284/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/south-korea-serbia-c19548","26","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256226610"
",  Round Robin","2019-09-27 05:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/kenya-t937/matches","https://volleybox.net/media/img/light-px.png","Kenya","https://women.volleybox.net/tr/south-korea-kenya-c19560","27","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256227132"
",  Round Robin","2019-09-28 05:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/south-korea-brazil-c19563","28","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","1","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256227378"
",  Round Robin","2019-09-29 05:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/south-korea-usa-c19566","28","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256227434"
