"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies href","show_movies 2","show_movies 3","connected_by","rank_moderator","rank_moderator href","show_movies 4","rank_user","rank_user href"
",  3rd place match","2023-07-16 22:00","Voleybol Milletler Ligi 2023","https://women.volleybox.net/tr/women-volleyball-nations-league-2023-o25385/matches","College Park Center, Arlington","https://women.volleybox.net/tr/college-park-center-a5396/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/poland-usa-c181031","57","https://www.fivb.org/vis2009/getdocument.asmx?no=256602296","1","1","1 yıl önce önce  tarafından eklendi","","","2","",""
",  Group A","2023-07-30 15:00","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Chengdu University Gymnasium, Chengdu","https://women.volleybox.net/tr/chengdu-university-gymnasium-a6466/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/poland-brazil-c183504","","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-07-30~2023-07-30~224206683~DT_PDF~C73~VVOWTEAM6-------------GPA-000100--~~~6~P~.pdf","","","1 yıl önce önce  tarafından eklendi","","","","J…e",""
",  Group A","2023-07-31 12:30","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Xipu Campus Gymnasium, Chengdu","https://women.volleybox.net/tr/xipu-campus-gymnasium-a6464/matches","Çin Taipei","https://women.volleybox.net/tr/chinese-taipei-t2546/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/chinese-taipei-poland-c183507","","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-07-31~2023-07-31~201351413~DT_PDF~C73~VVOWTEAM6-------------GPA-000200--~~~1~P~.pdf","","","1 yıl önce önce  tarafından eklendi","","","","J…e",""
",  quarterfinal","2023-08-03 12:30","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Chengdu University Gymnasium, Chengdu","https://women.volleybox.net/tr/chengdu-university-gymnasium-a6466/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/italy-poland-c183757","","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-08-03~2023-08-03~192811017~DT_PDF~C73~VVOWTEAM6-------------QFNL000200--~~~3~P~.pdf","","","1 yıl önce önce  tarafından eklendi","","","","",""
",  semi-final","2023-08-04 15:00","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Xipu Campus Gymnasium, Chengdu","https://women.volleybox.net/tr/xipu-campus-gymnasium-a6464/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/poland-china-c184060","","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-08-04~2023-08-04~215846042~DT_PDF~C73~VVOWTEAM6-------------SFNL000200--~~~1~P~.pdf","","","1 yıl önce önce  tarafından eklendi","","","","",""
",  3rd place match","2023-08-06 12:00","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Xipu Campus Gymnasium, Chengdu","https://women.volleybox.net/tr/xipu-campus-gymnasium-a6464/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/brazil-poland-c184476","","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-08-06~2023-08-06~190736980~DT_PDF~C73~VVOWTEAM6-------------FNL-000200--~~~1~P~.pdf","","","1 yıl önce önce  tarafından eklendi","","","","",""
",  Group A","2023-08-18 21:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","Topsporthal Gent, Gent","https://women.volleybox.net/tr/topsporthal-gent-a5159/matches","Slovenya","https://women.volleybox.net/tr/slovenia-t1174/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/slovenia-poland-c160842","95","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=66393","1","1","2 yıl önce önce  tarafından eklendi","","","","Belgium","https://women.volleybox.net/tr/user/BelgianVolleyWomen"
",  Group A","2023-08-20 21:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","Topsporthal Gent, Gent","https://women.volleybox.net/tr/topsporthal-gent-a5159/matches","Macaristan","https://women.volleybox.net/tr/hungary-t898/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/hungary-poland-c160846","90","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=66397","1","1","2 yıl önce önce  tarafından eklendi","","","1","Belgium","https://women.volleybox.net/tr/user/BelgianVolleyWomen"
",  Group A","2023-08-21 18:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","Topsporthal Gent, Gent","https://women.volleybox.net/tr/topsporthal-gent-a5159/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/poland-serbia-c160847","91","https://www.livesport.com/tr/mac/pU9Hnwcq/#/mac-ozeti/mac-ozeti","1","3","2 yıl önce önce  tarafından eklendi","","","","Belgium","https://women.volleybox.net/tr/user/BelgianVolleyWomen"
",  Group A","2023-08-22 21:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","Topsporthal Gent, Gent","https://women.volleybox.net/tr/topsporthal-gent-a5159/matches","Belçika","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/belgium-poland-c160850","89","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=66401","2","1","2 yıl önce önce  tarafından eklendi","","","3","Belgium","https://women.volleybox.net/tr/user/BelgianVolleyWomen"
",  Group A","2023-08-24 18:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","Topsporthal Gent, Gent","https://women.volleybox.net/tr/topsporthal-gent-a5159/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/ukraine-t1246/matches","https://volleybox.net/media/img/light-px.png","Ukrayna","https://women.volleybox.net/tr/poland-ukraine-c160853","95","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=66404","2","1","2 yıl önce önce  tarafından eklendi","","","1","Belgium","https://women.volleybox.net/tr/user/BelgianVolleyWomen"
",  1/8 round","2023-08-27 21:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","Paleis 12, Brussels","https://women.volleybox.net/tr/paleis-12-a1429/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/germany-t853/matches","https://volleybox.net/media/img/light-px.png","Almanya","https://women.volleybox.net/tr/poland-germany-c189342","83","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=68934","1","2","1 yıl önce önce  tarafından eklendi","","","","",""
",  quarterfinal","2023-08-30 18:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","Paleis 12, Brussels","https://women.volleybox.net/tr/paleis-12-a1429/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/turkey-poland-c189638","89","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=67961","2","6","1 yıl önce önce  tarafından eklendi","","","","münzevî","https://women.volleybox.net/tr/user/Simflato42"
