"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_movies","connected_by","rank_user","show_predictions","rank_user href","show_movies 2","show_movies href"
",  9-16 places","2019-07-09 18:30","FISU Dünya Üniversite Oyunları 2019","https://women.volleybox.net/tr/women-fisu-world-university-games-2019-o8878/matches","PalaTedeschi, Benevento","https://women.volleybox.net/tr/palatedeschi-a1369/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/switzerland-t1201/matches","https://volleybox.net/media/img/light-px.png","İsviçre","https://women.volleybox.net/tr/china-switzerland-c16705","","5 yıl önce önce  tarafından eklendi","S…k","","","",""
",  13-16 places","2019-07-10 15:30","FISU Dünya Üniversite Oyunları 2019","https://women.volleybox.net/tr/women-fisu-world-university-games-2019-o8878/matches","PalaCoscioni, Nocera","https://women.volleybox.net/tr/palacoscioni-a1368/matches","Meksika","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/mexico-china-c16715","","5 yıl önce önce  tarafından eklendi","S…k","","","",""
",  13rd place match","2019-07-11 15:30","FISU Dünya Üniversite Oyunları 2019","https://women.volleybox.net/tr/women-fisu-world-university-games-2019-o8878/matches","Palazzetto dello Sport, Ariano","https://women.volleybox.net/tr/palazzetto-dello-sport-a1370/matches","Ukrayna","https://women.volleybox.net/tr/ukraine-t1246/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/ukraine-china-c16808","","5 yıl önce önce  tarafından eklendi","S…k","","","",""
",  Group D","2019-08-18 10:30","Asya Şampiyonası 2019","https://women.volleybox.net/tr/women-asian-championships-2019-o5535/matches","Jamsil Students Gymnasium, Seoul","https://women.volleybox.net/tr/jamsil-students-gymnasium-a1316/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/sri-lanka-t1189/matches","https://volleybox.net/media/img/light-px.png","Sri Lanka","https://women.volleybox.net/tr/china-sri-lanka-c18874","","5 yıl önce önce  tarafından eklendi","S…k","","","",""
",  Group D","2019-08-19 10:30","Asya Şampiyonası 2019","https://women.volleybox.net/tr/women-asian-championships-2019-o5535/matches","Jamsil Students Gymnasium, Seoul","https://women.volleybox.net/tr/jamsil-students-gymnasium-a1316/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/indonesia-t907/matches","https://volleybox.net/media/img/light-px.png","Endonezya","https://women.volleybox.net/tr/china-indonesia-c18875","","5 yıl önce önce  tarafından eklendi","S…k","","","",""
",  Group F","2019-08-22 05:30","Asya Şampiyonası 2019","https://women.volleybox.net/tr/women-asian-championships-2019-o5535/matches","Jamsil Arena, Seoul","https://women.volleybox.net/tr/jamsil-arena-a1315/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/kazakhstan-t934/matches","https://volleybox.net/media/img/light-px.png","Kazakistan","https://women.volleybox.net/tr/china-kazakhstan-c18923","","5 yıl önce önce  tarafından eklendi","S…k","","","",""
",  Group F","2019-08-23 04:00","Asya Şampiyonası 2019","https://women.volleybox.net/tr/women-asian-championships-2019-o5535/matches","Jamsil Arena, Seoul","https://women.volleybox.net/tr/jamsil-arena-a1315/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/japan-china-c18926","","5 yıl önce önce  tarafından eklendi","S…k","","","",""
",  semi-final","2019-08-24 17:00","Asya Şampiyonası 2019","https://women.volleybox.net/tr/women-asian-championships-2019-o5535/matches","Jamsil Arena, Seoul","https://women.volleybox.net/tr/jamsil-arena-a1315/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/china-thailand-c19020","","5 yıl önce önce  tarafından eklendi","","","","",""
",  3rd place match","2019-08-25 05:30","Asya Şampiyonası 2019","https://women.volleybox.net/tr/women-asian-championships-2019-o5535/matches","Jamsil Arena, Seoul","https://women.volleybox.net/tr/jamsil-arena-a1315/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/south-korea-china-c19021","2","5 yıl önce önce  tarafından eklendi","","","","",""
",  Round Robin","2019-09-14 09:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Yokohama Arena, Yokohama City Kanagawa","https://women.volleybox.net/tr/yokohama-arena-a285/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","Güney Kore","https://women.volleybox.net/tr/china-south-korea-c19235","1","5 yıl önce önce  tarafından eklendi","Airton Neto","25","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256224894"
",  Round Robin","2019-09-15 06:30","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Yokohama Arena, Yokohama City Kanagawa","https://women.volleybox.net/tr/yokohama-arena-a285/matches","Kamerun","https://women.volleybox.net/tr/cameroon-t739/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/cameroon-china-c19237","","5 yıl önce önce  tarafından eklendi","Airton Neto","25","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256225023"
",  Round Robin","2019-09-16 09:40","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Yokohama Arena, Yokohama City Kanagawa","https://women.volleybox.net/tr/yokohama-arena-a285/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/china-russia-c19241","","5 yıl önce önce  tarafından eklendi","Airton Neto","25","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256225190"
",  Round Robin","2019-09-18 09:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Yokohama Arena, Yokohama City Kanagawa","https://women.volleybox.net/tr/yokohama-arena-a285/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/china-dominican-republic-c19244","","5 yıl önce önce  tarafından eklendi","Airton Neto","26","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256225521"
",  Round Robin","2019-09-19 13:20","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Yokohama Arena, Yokohama City Kanagawa","https://women.volleybox.net/tr/yokohama-arena-a285/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/japan-china-c19653","1","5 yıl önce önce  tarafından eklendi","Airton Neto","25","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256225874"
",  Round Robin","2019-09-22 09:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/china-brazil-c19534","1","5 yıl önce önce  tarafından eklendi","Airton Neto","26","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256226327"
",  Round Robin","2019-09-23 09:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/china-usa-c19537","1","5 yıl önce önce  tarafından eklendi","Airton Neto","26","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256226410"
",  Round Robin","2019-09-24 09:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/kenya-t937/matches","https://volleybox.net/media/img/light-px.png","Kenya","https://women.volleybox.net/tr/china-kenya-c19540","","5 yıl önce önce  tarafından eklendi","Airton Neto","25","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256226638"
",  Round Robin","2019-09-27 09:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","EDION Arena Osaka, Naniwa Ward Osaka","https://women.volleybox.net/tr/edion-arena-osaka-a1518/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/china-netherlands-c19552","","5 yıl önce önce  tarafından eklendi","Airton Neto","28","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256227201"
",  Round Robin","2019-09-28 09:40","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","EDION Arena Osaka, Naniwa Ward Osaka","https://women.volleybox.net/tr/edion-arena-osaka-a1518/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/china-serbia-c19555","","5 yıl önce önce  tarafından eklendi","Airton Neto","28","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256227397"
",  Round Robin","2019-09-29 09:20","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","EDION Arena Osaka, Naniwa Ward Osaka","https://women.volleybox.net/tr/edion-arena-osaka-a1518/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/china-argentina-c19558","","5 yıl önce önce  tarafından eklendi","Airton Neto","28","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256227455"
