"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","connected_by","rank_user","show_movies","rank_admin","rank_admin href","show_predictions","show_movies 2","show_movies href","rank_user href"
",  Group L","2018-05-29 13:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Hong Kong Coliseum, Kowloon","https://women.volleybox.net/tr/hong-kong-coliseum-a105/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/japan-italy-c10119","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group L","2018-05-30 13:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Hong Kong Coliseum, Kowloon","https://women.volleybox.net/tr/hong-kong-coliseum-a105/matches","Arjantin","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/argentina-italy-c10121","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group L","2018-05-31 15:30","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Hong Kong Coliseum, Kowloon","https://women.volleybox.net/tr/hong-kong-coliseum-a105/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/china-italy-c10124","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group M","2018-06-05 17:30","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Topsporthal Hall, Rotterdam","https://women.volleybox.net/tr/topsporthal-hall-a303/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/italy-serbia-c10125","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group M","2018-06-06 20:30","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Topsporthal Hall, Rotterdam","https://women.volleybox.net/tr/topsporthal-hall-a303/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/netherlands-italy-c10128","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group M","2018-06-07 17:30","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Topsporthal Hall, Rotterdam","https://women.volleybox.net/tr/topsporthal-hall-a303/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/dominican-republic-italy-c10129","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group S","2018-06-12 21:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","PalaSele, Eboli","https://women.volleybox.net/tr/palasele-a1046/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/italy-thailand-c10210","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group S","2018-06-13 21:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","PalaSele, Eboli","https://women.volleybox.net/tr/palasele-a1046/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","Belçika","https://women.volleybox.net/tr/italy-belgium-c10212","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group S","2018-06-14 21:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","PalaSele, Eboli","https://women.volleybox.net/tr/palasele-a1046/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/italy-brazil-c10214","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  1st round","2018-08-23 18:30","Gloria Cup 2017/18","https://women.volleybox.net/tr/women-gloria-cup-2017-18-o8643/matches","Gloria Sport Arena, Antalya","https://women.volleybox.net/tr/gloria-sport-arena-a1321/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/russia-italy-c14761","6 yıl önce önce  tarafından eklendi","","","","","","","",""
",  2nd round","2018-08-24 18:30","Gloria Cup 2017/18","https://women.volleybox.net/tr/women-gloria-cup-2017-18-o8643/matches","Gloria Sport Arena, Antalya","https://women.volleybox.net/tr/gloria-sport-arena-a1321/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/azerbaijan-t682/matches","https://volleybox.net/media/img/light-px.png","Azerbaycan","https://women.volleybox.net/tr/italy-azerbaijan-c14763","6 yıl önce önce  tarafından eklendi","","","","","","","",""
",  3rd round","2018-08-25 20:00","Gloria Cup 2017/18","https://women.volleybox.net/tr/women-gloria-cup-2017-18-o8643/matches","Gloria Sport Arena, Antalya","https://women.volleybox.net/tr/gloria-sport-arena-a1321/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/turkey-italy-c14766","6 yıl önce önce  tarafından eklendi","","","","","","","",""
",  final","2018-09-09 18:30","Montreux Volley Masters 2018","https://women.volleybox.net/tr/women-montreux-volley-masters-2018-o4288/matches","Pierrier Sports Hall, Montreux","https://women.volleybox.net/tr/pierrier-sports-hall-a96/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/italy-russia-c11016","6 yıl önce önce  tarafından eklendi","","","","","","","",""
",  Group B","2018-09-29 07:40","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","Bulgaristan","https://women.volleybox.net/tr/bulgaria-t730/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/bulgaria-italy-c9733","7 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","11","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256121065","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group B","2018-09-30 07:40","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","Kanada","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/canada-italy-c9745","7 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","11","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256121199","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group B","2018-10-02 07:40","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/cuba-t787/matches","https://volleybox.net/media/img/light-px.png","Küba","https://women.volleybox.net/tr/italy-cuba-c9762","7 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","9","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256121691","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group B","2018-10-03 07:40","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/turkey-italy-c9773","7 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","9","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256121986","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group B","2018-10-04 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/italy-china-c9793","7 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","9","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256122406","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group F","2018-10-07 10:10","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/azerbaijan-t682/matches","https://volleybox.net/media/img/light-px.png","Azerbaycan","https://women.volleybox.net/tr/italy-azerbaijan-c11136","6 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","8","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256122702","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group F","2018-10-08 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/italy-thailand-c11146","6 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","9","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256122859","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group F","2018-10-10 10:10","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/italy-russia-c11152","6 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","11","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256123279","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group F","2018-10-11 10:10","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/italy-usa-c11160","6 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","12","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256123655","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group G","2018-10-15 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Nagoya City Gymnasium, Nagoya City Aichi","https://women.volleybox.net/tr/nagoya-city-gymnasium-a269/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/italy-japan-c11223","6 yıl önce önce  tarafından eklendi","","1","Volleybox","https://women.volleybox.net/tr/user/Volleybox","8","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256124569",""
",  Group G","2018-10-16 10:10","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Nagoya City Gymnasium, Nagoya City Aichi","https://women.volleybox.net/tr/nagoya-city-gymnasium-a269/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/italy-serbia-c11224","6 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","10","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256124751",""
",  semi-final","2018-10-19 10:10","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Yokohama Arena, Yokohama City Kanagawa","https://women.volleybox.net/tr/yokohama-arena-a285/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/china-italy-c11264","6 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","9","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256125340","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  final","2018-10-20 13:40","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Yokohama Arena, Yokohama City Kanagawa","https://women.volleybox.net/tr/yokohama-arena-a285/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/serbia-italy-c11303","6 yıl önce önce  tarafından eklendi","Anderson Antunes","2","","","5","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256125563","https://women.volleybox.net/tr/user/Anderson-Antunes"
