"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies","show_movies href","show_movies 2","show_movies 3","connected_by","rank_user","rank_user href","rank_editor","rank_editor href"
",  Week Two","2024-05-28 10:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Macau Forum, Macau","https://women.volleybox.net/tr/macau-forum-a107/matches","Tayland","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/thailand-dominican-republic-c215162","128","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256664556.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240528%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240528T183522Z&X-Amz-SignedHeaders=host&X-Amz-Signature=569681275ec89494aee36a20d7eb2dd888ff94712d11137eef8911ef6fafa5d6","2","1","1 yıl önce önce  tarafından eklendi","I…Y","","",""
",  Week Two","2024-05-31 07:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Macau Forum, Macau","https://women.volleybox.net/tr/macau-forum-a107/matches","Fransa","https://women.volleybox.net/tr/france-t838/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/france-thailand-c215175","123","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256665371.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240531%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240531T091918Z&X-Amz-SignedHeaders=host&X-Amz-Signature=4ce82cb2d8879f96403e11b3fdf1de4f15a2034a916db6522101c1105fae9f98","1","1","1 yıl önce önce  tarafından eklendi","I…Y","","",""
",  Week Two","2024-06-01 14:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Macau Forum, Macau","https://women.volleybox.net/tr/macau-forum-a107/matches","Tayland","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/thailand-china-c215183","120","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256666124.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240601%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240601T182034Z&X-Amz-SignedHeaders=host&X-Amz-Signature=49537d65dbb08ef39b2cf0205581d248d61e09aac0ac35e940bcaa496227ffc7","1","2","1 yıl önce önce  tarafından eklendi","I…Y","","",""
",  Week Two","2024-06-02 11:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Macau Forum, Macau","https://women.volleybox.net/tr/macau-forum-a107/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/brazil-thailand-c215188","125","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256666329.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240602%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240602T103801Z&X-Amz-SignedHeaders=host&X-Amz-Signature=dfb1ffbe0af08765c2b62baddd4b4afe37be26b53af6b2131f78571e2e214ca4","1","2","1 yıl önce önce  tarafından eklendi","I…Y","","",""
",  Week Three","2024-06-12 12:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Hong Kong Coliseum, Kowloon","https://women.volleybox.net/tr/hong-kong-coliseum-a105/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/turkey-thailand-c228297","125","1","https://women.volleybox.net/tr/frame/match_report/0/88796","1","1","1 yıl önce önce  tarafından eklendi","-Jeffrey-","https://women.volleybox.net/tr/user/-Jeffrey-","",""
",  Week Three","2024-06-13 08:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Hong Kong Coliseum, Kowloon","https://women.volleybox.net/tr/hong-kong-coliseum-a105/matches","Bulgaristan","https://women.volleybox.net/tr/bulgaria-t730/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/bulgaria-thailand-c228299","122","","","1","1","1 yıl önce önce  tarafından eklendi","-Jeffrey-","https://women.volleybox.net/tr/user/-Jeffrey-","",""
",  Week Three","2024-06-15 12:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Hong Kong Coliseum, Kowloon","https://women.volleybox.net/tr/hong-kong-coliseum-a105/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/poland-thailand-c228367","121","","","1","2","1 yıl önce önce  tarafından eklendi","-Jeffrey-","https://women.volleybox.net/tr/user/-Jeffrey-","",""
",  Week Three","2024-06-16 08:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Hong Kong Coliseum, Kowloon","https://women.volleybox.net/tr/hong-kong-coliseum-a105/matches","Almanya","https://women.volleybox.net/tr/germany-t853/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/germany-thailand-c228363","118","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/19050/#boxscore","1","1","1 yıl önce önce  tarafından eklendi","-Jeffrey-","https://women.volleybox.net/tr/user/-Jeffrey-","",""
",  quarterfinal","2024-06-20 16:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Indoor Stadium Huamark, Bangkok","https://women.volleybox.net/tr/indoor-stadium-huamark-a408/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/brazil-thailand-c236067","66","","","1","1","11 ay önce önce  tarafından eklendi","dfondatto","https://women.volleybox.net/tr/user/dfondatto","",""
",  1st round","2024-08-02 12:00","SEA V.League 2024","https://women.volleybox.net/tr/women-sea-v-league-2024-o32572/matches","Vinh Phuc Hall, Vinh Phuc","https://women.volleybox.net/tr/vinh-phuc-hall-a3324/matches","Endonezya","https://women.volleybox.net/tr/indonesia-t907/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/indonesia-thailand-c241604","","1","https://women.volleybox.net/tr/frame/match_report/0/69075","1","","10 ay önce önce  tarafından eklendi","","","Nguyen Huy","https://women.volleybox.net/tr/user/VanTaiNguyn"
",  1st round","2024-08-03 11:00","SEA V.League 2024","https://women.volleybox.net/tr/women-sea-v-league-2024-o32572/matches","Vinh Phuc Hall, Vinh Phuc","https://women.volleybox.net/tr/vinh-phuc-hall-a3324/matches","Tayland","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/philippines-t1111/matches","https://volleybox.net/media/img/light-px.png","Filipinler","https://women.volleybox.net/tr/thailand-philippines-c241606","","1","https://women.volleybox.net/tr/frame/match_report/0/69074","","","10 ay önce önce  tarafından eklendi","","","Nguyen Huy","https://women.volleybox.net/tr/user/VanTaiNguyn"
",  1st round","2024-08-04 15:00","SEA V.League 2024","https://women.volleybox.net/tr/women-sea-v-league-2024-o32572/matches","Vinh Phuc Hall, Vinh Phuc","https://women.volleybox.net/tr/vinh-phuc-hall-a3324/matches","Tayland","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/vietnam-t1270/matches","https://volleybox.net/media/img/light-px.png","Vietnam","https://women.volleybox.net/tr/thailand-vietnam-c241609","","1","https://women.volleybox.net/tr/frame/match_report/0/69073","3","","10 ay önce önce  tarafından eklendi","","","Nguyen Huy","https://women.volleybox.net/tr/user/VanTaiNguyn"
",  2nd round","2024-08-09 14:00","SEA V.League 2024","https://women.volleybox.net/tr/women-sea-v-league-2024-o32572/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Filipinler","https://women.volleybox.net/tr/philippines-t1111/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/philippines-thailand-c241611","","","","","","10 ay önce önce  tarafından eklendi","","","Nguyen Huy","https://women.volleybox.net/tr/user/VanTaiNguyn"
",  2nd round","2024-08-10 14:00","SEA V.League 2024","https://women.volleybox.net/tr/women-sea-v-league-2024-o32572/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Tayland","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/indonesia-t907/matches","https://volleybox.net/media/img/light-px.png","Endonezya","https://women.volleybox.net/tr/thailand-indonesia-c241613","","","","","","10 ay önce önce  tarafından eklendi","","","Nguyen Huy","https://women.volleybox.net/tr/user/VanTaiNguyn"
",  2nd round","2024-08-11 14:00","SEA V.League 2024","https://women.volleybox.net/tr/women-sea-v-league-2024-o32572/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Vietnam","https://women.volleybox.net/tr/vietnam-t1270/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/vietnam-thailand-c241615","","1","https://women.volleybox.net/tr/frame/match_report/0/69318","","","10 ay önce önce  tarafından eklendi","","","Nguyen Huy","https://women.volleybox.net/tr/user/VanTaiNguyn"
