"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_movies","connected_by","rank_moderator","rank_moderator href","show_predictions","show_movies 2","show_movies href","show_movies 3","rank_user"
",  Round Robin","2024-06-09 03:00","NORCECA Final Four 2024","https://women.volleybox.net/tr/women-norceca-final-four-2024-o34408/matches","El Coliseo Salvador Dijols, Ponce","https://women.volleybox.net/tr/el-coliseo-salvador-dijols-a5536/matches","Porto Riko","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/cuba-t787/matches","https://volleybox.net/media/img/light-px.png","Küba","https://women.volleybox.net/tr/puerto-rico-cuba-c233278","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid","","","","",""
",  Round Robin","2024-06-10 03:00","NORCECA Final Four 2024","https://women.volleybox.net/tr/women-norceca-final-four-2024-o34408/matches","El Coliseo Salvador Dijols, Ponce","https://women.volleybox.net/tr/el-coliseo-salvador-dijols-a5536/matches","Porto Riko","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/img/light-px.png","Meksika","https://women.volleybox.net/tr/puerto-rico-mexico-c233280","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid","","","","",""
",  Group B","2024-06-28 02:00","NORCECA Pan American Cup Final Six 2024","https://women.volleybox.net/tr/women-norceca-pan-american-cup-final-six-2024-o33427/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Porto Riko","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/cuba-t787/matches","https://volleybox.net/media/img/light-px.png","Küba","https://women.volleybox.net/tr/puerto-rico-cuba-c234305","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid","","","","",""
",  Group B","2024-06-29 02:00","NORCECA Pan American Cup Final Six 2024","https://women.volleybox.net/tr/women-norceca-pan-american-cup-final-six-2024-o33427/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/dominican-republic-puerto-rico-c234308","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid","","","","",""
",  semi-final","2024-06-30","NORCECA Pan American Cup Final Six 2024","https://women.volleybox.net/tr/women-norceca-pan-american-cup-final-six-2024-o33427/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/usa-puerto-rico-c236902","1","11 ay önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid","","","","",""
",  3rd place match","2024-07-01","NORCECA Pan American Cup Final Six 2024","https://women.volleybox.net/tr/women-norceca-pan-american-cup-final-six-2024-o33427/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Meksika","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/mexico-puerto-rico-c236951","","11 ay önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid","","","","",""
",  quarterfinal","2024-07-04 10:00","Challenger Cup 2024","https://women.volleybox.net/tr/women-challenger-cup-2024-o30099/matches","Ninoy Aquino Stadium, Manilla","https://women.volleybox.net/tr/ninoy-aquino-stadium-a1786/matches","Porto Riko","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/kenya-t937/matches","https://volleybox.net/media/img/light-px.png","Kenya","https://women.volleybox.net/tr/puerto-rico-kenya-c236043","","11 ay önce önce  tarafından eklendi","","","26","","","","Belgium"
",  semi-final","2024-07-06 10:00","Challenger Cup 2024","https://women.volleybox.net/tr/women-challenger-cup-2024-o30099/matches","Ninoy Aquino Stadium, Manilla","https://women.volleybox.net/tr/ninoy-aquino-stadium-a1786/matches","Belçika","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/belgium-puerto-rico-c238072","","11 ay önce önce  tarafından eklendi","","","14","","","",""
",  final","2024-07-07 13:30","Challenger Cup 2024","https://women.volleybox.net/tr/women-challenger-cup-2024-o30099/matches","Ninoy Aquino Stadium, Manilla","https://women.volleybox.net/tr/ninoy-aquino-stadium-a1786/matches","Çek Cumhuriyeti","https://women.volleybox.net/tr/czech-republic-t793/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/czech-republic-puerto-rico-c238212","","11 ay önce önce  tarafından eklendi","","","10","","","",""
",  Group B","2024-08-19 02:00","Pan American Cup 2024","https://women.volleybox.net/tr/women-pan-american-cup-2024-o33428/matches","Inforum Irapuato, Irapuato","https://women.volleybox.net/tr/inforum-irapuato-a7981/matches","Porto Riko","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/cuba-t787/matches","https://volleybox.net/media/img/light-px.png","Küba","https://women.volleybox.net/tr/puerto-rico-cuba-c245751","1","10 ay önce önce  tarafından eklendi","Tonton_Bastos","https://women.volleybox.net/tr/user/Tonton_Bastos","","1","https://norceca.net/2024%20Events/Pan-Americans%20Cups/Women%20PanAmerican%20Cup%202024/Calendar%20WPANAC24/P2%20MATCH4.pdf","",""
",  Group B","2024-08-20 05:00","Pan American Cup 2024","https://women.volleybox.net/tr/women-pan-american-cup-2024-o33428/matches","Inforum Irapuato, Irapuato","https://women.volleybox.net/tr/inforum-irapuato-a7981/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/usa-puerto-rico-c245755","","10 ay önce önce  tarafından eklendi","Tonton_Bastos","https://women.volleybox.net/tr/user/Tonton_Bastos","","1","https://norceca.net/2024%20Events/Pan-Americans%20Cups/Women%20PanAmerican%20Cup%202024/Calendar%20WPANAC24/P2%20MATCh12.pdf","",""
",  Group B","2024-08-21 02:00","Pan American Cup 2024","https://women.volleybox.net/tr/women-pan-american-cup-2024-o33428/matches","Inforum Irapuato, Irapuato","https://women.volleybox.net/tr/inforum-irapuato-a7981/matches","Porto Riko","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/puerto-rico-argentina-c245757","","10 ay önce önce  tarafından eklendi","Tonton_Bastos","https://women.volleybox.net/tr/user/Tonton_Bastos","","1","https://norceca.net/2024%20Events/Pan-Americans%20Cups/Women%20PanAmerican%20Cup%202024/Calendar%20WPANAC24/P2%20MATCH16.pdf","",""
",  Group B","2024-08-22 02:00","Pan American Cup 2024","https://women.volleybox.net/tr/women-pan-american-cup-2024-o33428/matches","Inforum Irapuato, Irapuato","https://women.volleybox.net/tr/inforum-irapuato-a7981/matches","Porto Riko","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/chile-t757/matches","https://volleybox.net/media/img/light-px.png","Şili","https://women.volleybox.net/tr/puerto-rico-chile-c245760","","10 ay önce önce  tarafından eklendi","Tonton_Bastos","https://women.volleybox.net/tr/user/Tonton_Bastos","","1","https://norceca.net/2024%20Events/Pan-Americans%20Cups/Women%20PanAmerican%20Cup%202024/Calendar%20WPANAC24/P2%20MATCH22.pdf","",""
",  Group B","2024-08-22 20:00","Pan American Cup 2024","https://women.volleybox.net/tr/women-pan-american-cup-2024-o33428/matches","Inforum Irapuato, Irapuato","https://women.volleybox.net/tr/inforum-irapuato-a7981/matches","Porto Riko","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/costa-rica-t778/matches","https://volleybox.net/media/img/light-px.png","Kosta Rika","https://women.volleybox.net/tr/puerto-rico-costa-rica-c245762","","10 ay önce önce  tarafından eklendi","Tonton_Bastos","https://women.volleybox.net/tr/user/Tonton_Bastos","","1","https://norceca.net/2024%20Events/Pan-Americans%20Cups/Women%20PanAmerican%20Cup%202024/Calendar%20WPANAC24/P2%20MATCH26.pdf","",""
",  quarterfinal","2024-08-24 02:00","Pan American Cup 2024","https://women.volleybox.net/tr/women-pan-american-cup-2024-o33428/matches","Domo de la Feria, León","https://women.volleybox.net/tr/domo-de-la-feria-a826/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/dominican-republic-puerto-rico-c249350","","9 ay önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid","","1","https://norceca.net/2024%20Events/Pan-Americans%20Cups/Women%20PanAmerican%20Cup%202024/Calendar%20WPANAC24/P2%20MATCH34.pdf","",""
",  5-8 places","2024-08-24 23:00","Pan American Cup 2024","https://women.volleybox.net/tr/women-pan-american-cup-2024-o33428/matches","Inforum Irapuato, Irapuato","https://women.volleybox.net/tr/inforum-irapuato-a7981/matches","Kanada","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/canada-puerto-rico-c249380","","9 ay önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid","","1","https://norceca.net/2024%20Events/Pan-Americans%20Cups/Women%20PanAmerican%20Cup%202024/Calendar%20WPANAC24/P2%20MATCH36.pdf","",""
",  5th place match","2024-08-26 03:00","Pan American Cup 2024","https://women.volleybox.net/tr/women-pan-american-cup-2024-o33428/matches","Inforum Irapuato, Irapuato","https://women.volleybox.net/tr/inforum-irapuato-a7981/matches","Meksika","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/mexico-puerto-rico-c249633","","9 ay önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid","","1","https://norceca.net/2024%20Events/Pan-Americans%20Cups/Women%20PanAmerican%20Cup%202024/Calendar%20WPANAC24/P2%20MATCH42.pdf","",""
