"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_movies","connected_by","rank_user","show_predictions","rank_user href","show_movies 2","show_movies href"
",  Group P","2019-06-11 10:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Jiangmen Sports Hall, Jiangmen","https://women.volleybox.net/tr/jiangmen-sports-hall-a1057/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/china-poland-c16014","","6 yıl önce önce  tarafından eklendi","S…k","17","","",""
",  Group P","2019-06-12 06:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Jiangmen Sports Hall, Jiangmen","https://women.volleybox.net/tr/jiangmen-sports-hall-a1057/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/poland-usa-c16015","","6 yıl önce önce  tarafından eklendi","S…k","18","","",""
",  Group P","2019-06-13 06:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Jiangmen Sports Hall, Jiangmen","https://women.volleybox.net/tr/jiangmen-sports-hall-a1057/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/turkey-poland-c16017","","6 yıl önce önce  tarafından eklendi","S…k","19","","",""
",  Group T","2019-06-18 08:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Boryeong Gymnasium, Boryeong","https://women.volleybox.net/tr/boryeong-gymnasium-a2733/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/japan-poland-c16037","","6 yıl önce önce  tarafından eklendi","S…k","20","","",""
",  Group T","2019-06-19 03:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Boryeong Gymnasium, Boryeong","https://women.volleybox.net/tr/boryeong-gymnasium-a2733/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/poland-dominican-republic-c16039","","6 yıl önce önce  tarafından eklendi","S…k","19","","",""
",  Group T","2019-06-20 11:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Boryeong Gymnasium, Boryeong","https://women.volleybox.net/tr/boryeong-gymnasium-a2733/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/south-korea-poland-c16042","","6 yıl önce önce  tarafından eklendi","S…k","17","","",""
",  Group B1","2019-07-03 05:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/usa-poland-c16486","","5 yıl önce önce  tarafından eklendi","S…k","16","","",""
",  Group B1","2019-07-04 11:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/brazil-poland-c16487","","5 yıl önce önce  tarafından eklendi","S…k","21","","",""
",  Group B","2019-08-23 23:30","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","Atlas Arena, Łódź","https://women.volleybox.net/tr/atlas-arena-a327/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/slovenia-t1174/matches","https://volleybox.net/media/img/light-px.png","Slovenya","https://women.volleybox.net/tr/poland-slovenia-c14169","","6 yıl önce önce  tarafından eklendi","","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=32153"
",  Group B","2019-08-24 22:30","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","Atlas Arena, Łódź","https://women.volleybox.net/tr/atlas-arena-a327/matches","Portekiz","https://women.volleybox.net/tr/portugal-t1117/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/portugal-poland-c14171","","6 yıl önce önce  tarafından eklendi","","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=32155"
",  Group B","2019-08-26 22:30","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","Atlas Arena, Łódź","https://women.volleybox.net/tr/atlas-arena-a327/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/ukraine-t1246/matches","https://volleybox.net/media/img/light-px.png","Ukrayna","https://women.volleybox.net/tr/poland-ukraine-c14175","1","6 yıl önce önce  tarafından eklendi","","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=32159"
",  Group B","2019-08-28 13:30","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","Atlas Arena, Łódź","https://women.volleybox.net/tr/atlas-arena-a327/matches","Belçika","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/belgium-poland-c14178","","6 yıl önce önce  tarafından eklendi","","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=32163"
",  Group B","2019-08-29 21:30","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","Atlas Arena, Łódź","https://women.volleybox.net/tr/atlas-arena-a327/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/poland-italy-c14181","","6 yıl önce önce  tarafından eklendi","","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=32165"
",  1/8 round","2019-09-01 21:30","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","Atlas Arena, Łódź","https://women.volleybox.net/tr/atlas-arena-a327/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/spain-t1186/matches","https://volleybox.net/media/img/light-px.png","İspanya","https://women.volleybox.net/tr/poland-spain-c19190","","5 yıl önce önce  tarafından eklendi","","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=36909"
",  quarterfinal","2019-09-04 21:30","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","Atlas Arena, Łódź","https://women.volleybox.net/tr/atlas-arena-a327/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/germany-t853/matches","https://volleybox.net/media/img/light-px.png","Almanya","https://women.volleybox.net/tr/poland-germany-c19287","","5 yıl önce önce  tarafından eklendi","","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=36917"
",  semi-final","2019-09-07 20:30","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","TVF Ziraat Bankkart Voleybol Salonu, Ankara","https://women.volleybox.net/tr/tvf-ziraat-bankkart-voleybol-salonu-a546/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/turkey-poland-c19435","1","5 yıl önce önce  tarafından eklendi","","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=36921"
",  3rd place match","2019-09-08 18:00","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","TVF Ziraat Bankkart Voleybol Salonu, Ankara","https://women.volleybox.net/tr/tvf-ziraat-bankkart-voleybol-salonu-a546/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/italy-poland-c19581","","5 yıl önce önce  tarafından eklendi","","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=36922"
