"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_movies","connected_by","rank_admin","rank_admin href","rank_user","rank_user href","show_predictions","show_movies 2","show_movies href"
",  Group N","2018-06-07 14:30","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Jiangmen Sports Hall, Jiangmen","https://women.volleybox.net/tr/jiangmen-sports-hall-a1057/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/china-usa-c10136","","7 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","","",""
",  Group Q","2018-06-12 21:30","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Porsche Arena, Stuttgart","https://women.volleybox.net/tr/porsche-arena-a131/matches","Almanya","https://women.volleybox.net/tr/germany-t853/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/germany-china-c10198","","7 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","","",""
",  Group Q","2018-06-13 18:30","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Porsche Arena, Stuttgart","https://women.volleybox.net/tr/porsche-arena-a131/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/china-netherlands-c10199","","7 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","","",""
",  Group Q","2018-06-14 18:30","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Porsche Arena, Stuttgart","https://women.volleybox.net/tr/porsche-arena-a131/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/china-turkey-c10201","","7 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","","",""
",  Final Round - Group A","2018-06-27 14:15","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/china-netherlands-c10250","","6 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","","",""
",  Final Round - Group A","2018-06-29 15:30","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/china-brazil-c10252","","6 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","","",""
",  semi-final","2018-06-30 14:45","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/usa-china-c10257","","6 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","","",""
",  3rd place match","2018-07-01 10:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/brazil-china-c10258","1","6 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","","",""
",  Group B","2018-08-19 11:00","Asya Oyunları 2018","https://women.volleybox.net/tr/women-asian-games-2018-o6019/matches","Gelora Bung Karno Indoor Stadium, Jakarta","https://women.volleybox.net/tr/gelora-bung-karno-indoor-stadium-a1095/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/vietnam-t1270/matches","https://volleybox.net/media/img/light-px.png","Vietnam","https://women.volleybox.net/tr/china-vietnam-c10751","","6 yıl önce önce  tarafından eklendi","","","Airton Neto","https://women.volleybox.net/tr/user/airton13","","",""
",  Group B","2018-08-21 12:30","Asya Oyunları 2018","https://women.volleybox.net/tr/women-asian-games-2018-o6019/matches","Gelora Bung Karno Indoor Stadium, Jakarta","https://women.volleybox.net/tr/gelora-bung-karno-indoor-stadium-a1095/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/chinese-taipei-t2546/matches","https://volleybox.net/media/img/light-px.png","Çin Taipei","https://women.volleybox.net/tr/china-chinese-taipei-c10756","","6 yıl önce önce  tarafından eklendi","","","Airton Neto","https://women.volleybox.net/tr/user/airton13","","",""
",  Group B","2018-08-23 12:30","Asya Oyunları 2018","https://women.volleybox.net/tr/women-asian-games-2018-o6019/matches","Gelora Bung Karno Indoor Stadium, Jakarta","https://women.volleybox.net/tr/gelora-bung-karno-indoor-stadium-a1095/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/south-korea-china-c10759","1","6 yıl önce önce  tarafından eklendi","","","Airton Neto","https://women.volleybox.net/tr/user/airton13","","",""
",  Group B","2018-08-25 12:30","Asya Oyunları 2018","https://women.volleybox.net/tr/women-asian-games-2018-o6019/matches","Gelora Bung Karno Indoor Stadium, Jakarta","https://women.volleybox.net/tr/gelora-bung-karno-indoor-stadium-a1095/matches","Kazakistan","https://women.volleybox.net/tr/kazakhstan-t934/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/kazakhstan-china-c10761","","6 yıl önce önce  tarafından eklendi","","","Airton Neto","https://women.volleybox.net/tr/user/airton13","","",""
",  Group B","2018-08-27 08:30","Asya Oyunları 2018","https://women.volleybox.net/tr/women-asian-games-2018-o6019/matches","Gelora Bung Karno Indoor Stadium, Jakarta","https://women.volleybox.net/tr/gelora-bung-karno-indoor-stadium-a1095/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/india-t904/matches","https://volleybox.net/media/img/light-px.png","Hindistan","https://women.volleybox.net/tr/china-india-c10763","","6 yıl önce önce  tarafından eklendi","","","Airton Neto","https://women.volleybox.net/tr/user/airton13","","",""
",  quarterfinal","2018-08-29 10:00","Asya Oyunları 2018","https://women.volleybox.net/tr/women-asian-games-2018-o6019/matches","Gelora Bung Karno Indoor Stadium, Jakarta","https://women.volleybox.net/tr/gelora-bung-karno-indoor-stadium-a1095/matches","Filipinler","https://women.volleybox.net/tr/philippines-t1111/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/philippines-china-c10844","","6 yıl önce önce  tarafından eklendi","","","Airton Neto","https://women.volleybox.net/tr/user/airton13","","",""
",  semi-final","2018-08-31 15:30","Asya Oyunları 2018","https://women.volleybox.net/tr/women-asian-games-2018-o6019/matches","Gelora Bung Karno Indoor Stadium, Jakarta","https://women.volleybox.net/tr/gelora-bung-karno-indoor-stadium-a1095/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/china-japan-c10850","","6 yıl önce önce  tarafından eklendi","","","Airton Neto","https://women.volleybox.net/tr/user/airton13","","",""
",  final","2018-09-01 12:30","Asya Oyunları 2018","https://women.volleybox.net/tr/women-asian-games-2018-o6019/matches","Gelora Bung Karno Indoor Stadium, Jakarta","https://women.volleybox.net/tr/gelora-bung-karno-indoor-stadium-a1095/matches","Tayland","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/thailand-china-c10942","1","6 yıl önce önce  tarafından eklendi","","","Airton Neto","https://women.volleybox.net/tr/user/airton13","","",""
",  Group B","2018-09-16 09:30","AVC Cup 2018","https://women.volleybox.net/tr/women-avc-cup-2018-o4335/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/vietnam-t1270/matches","https://volleybox.net/media/img/light-px.png","Vietnam","https://women.volleybox.net/tr/china-vietnam-c10998","","6 yıl önce önce  tarafından eklendi","","","Airton Neto","https://women.volleybox.net/tr/user/airton13","","",""
",  Group B","2018-09-17 22:00","AVC Cup 2018","https://women.volleybox.net/tr/women-avc-cup-2018-o4335/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Çin Taipei","https://women.volleybox.net/tr/chinese-taipei-t2546/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/chinese-taipei-china-c10999","","6 yıl önce önce  tarafından eklendi","","","Airton Neto","https://women.volleybox.net/tr/user/airton13","","",""
",  quarterfinal","2018-09-19 14:30","AVC Cup 2018","https://women.volleybox.net/tr/women-avc-cup-2018-o4335/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/iran-t910/matches","https://volleybox.net/media/img/light-px.png","İran","https://women.volleybox.net/tr/china-iran-c11035","","6 yıl önce önce  tarafından eklendi","","","Airton Neto","https://women.volleybox.net/tr/user/airton13","","",""
",  semi-final","2018-09-21 14:30","AVC Cup 2018","https://women.volleybox.net/tr/women-avc-cup-2018-o4335/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Tayland","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/thailand-china-c11061","","6 yıl önce önce  tarafından eklendi","","","Airton Neto","https://women.volleybox.net/tr/user/airton13","","",""
",  final","2018-09-23 14:30","AVC Cup 2018","https://women.volleybox.net/tr/women-avc-cup-2018-o4335/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/china-japan-c11069","1","6 yıl önce önce  tarafından eklendi","","","Airton Neto","https://women.volleybox.net/tr/user/airton13","","",""
",  Group B","2018-09-29 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/cuba-t787/matches","https://volleybox.net/media/img/light-px.png","Küba","https://women.volleybox.net/tr/china-cuba-c9741","1","7 yıl önce önce  tarafından eklendi","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","11","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256121135"
",  Group B","2018-09-30 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/turkey-china-c9753","1","7 yıl önce önce  tarafından eklendi","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","11","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256121298"
",  Group B","2018-10-02 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","Kanada","https://women.volleybox.net/tr/china-canada-c9766","1","7 yıl önce önce  tarafından eklendi","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","9","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256121847"
",  Group B","2018-10-03 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/bulgaria-t730/matches","https://volleybox.net/media/img/light-px.png","Bulgaristan","https://women.volleybox.net/tr/china-bulgaria-c9781","1","7 yıl önce önce  tarafından eklendi","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","9","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256122142"
",  Group B","2018-10-04 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/italy-china-c9793","1","7 yıl önce önce  tarafından eklendi","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","9","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256122406"
",  Group F","2018-10-07 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/china-thailand-c11138","1","6 yıl önce önce  tarafından eklendi","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","8","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256122717"
",  Group F","2018-10-08 10:10","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/azerbaijan-t682/matches","https://volleybox.net/media/img/light-px.png","Azerbaycan","https://women.volleybox.net/tr/china-azerbaijan-c11144","1","6 yıl önce önce  tarafından eklendi","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","8","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256122841"
",  Group F","2018-10-10 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/china-usa-c11154","1","6 yıl önce önce  tarafından eklendi","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","11","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256123342"
",  Group F","2018-10-11 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/china-russia-c11162","1","6 yıl önce önce  tarafından eklendi","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","11","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256123727"
",  Group H","2018-10-14 10:10","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Nagoya City Gymnasium, Nagoya City Aichi","https://women.volleybox.net/tr/nagoya-city-gymnasium-a269/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/china-usa-c11220","","6 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","8","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256124313"
",  Group H","2018-10-16 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Nagoya City Gymnasium, Nagoya City Aichi","https://women.volleybox.net/tr/nagoya-city-gymnasium-a269/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/netherlands-china-c11225","1","6 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","10","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256124780"
",  semi-final","2018-10-19 10:10","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Yokohama Arena, Yokohama City Kanagawa","https://women.volleybox.net/tr/yokohama-arena-a285/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/china-italy-c11264","1","6 yıl önce önce  tarafından eklendi","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","9","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256125340"
",  3rd place match","2018-10-20 11:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Yokohama Arena, Yokohama City Kanagawa","https://women.volleybox.net/tr/yokohama-arena-a285/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/netherlands-china-c11304","1","6 yıl önce önce  tarafından eklendi","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","4","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256125554"
