"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","connected_by","rank_user","show_movies","rank_editor","rank_editor href","show_predictions","show_movies 2","show_movies href"
",  round robin - 4th round","2021-05-31 11:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Tayland","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/thailand-netherlands-c71711","4 yıl önce önce  tarafından eklendi","S…k","","","","67","1","https://cdn7.volleyball.it/wp-content/uploads/2021/05/WVNL2021-Match-25-Thailandia-Olanda-0-3.jpg"
",  round robin - 5th round","2021-06-01 19:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/usa-netherlands-c70050","4 yıl önce önce  tarafından eklendi","S…k","","","","59","1","https://cdn7.volleyball.it/wp-content/uploads/2021/06/WVNL2021-Match-38-StatiUniti-Olanda.jpg"
",  round robin - 6th round","2021-06-02 20:30","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/netherlands-serbia-c70059","4 yıl önce önce  tarafından eklendi","S…k","","","","54","1","https://cdn7.volleyball.it/wp-content/uploads/2021/06/WVNL2021-Match-47-Olanda-Serbia-3-1.jpg"
",  round robin - 7th round","2021-06-06 13:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/japan-netherlands-c70062","4 yıl önce önce  tarafından eklendi","S…k","1","","","56","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256312110"
",  round robin - 8th round","2021-06-07 19:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/poland-netherlands-c70074","4 yıl önce önce  tarafından eklendi","S…k","1","","","57","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256312265"
",  round robin - 9th round","2021-06-08 14:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Kanada","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/canada-netherlands-c70079","4 yıl önce önce  tarafından eklendi","S…k","","","","53","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256312335"
",  round robin - 10th round","2021-06-12 17:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/china-netherlands-c70089","4 yıl önce önce  tarafından eklendi","S…k","","","","58","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256313599"
",  round robin - 11th round","2021-06-13 14:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/italy-netherlands-c70095","4 yıl önce önce  tarafından eklendi","S…k","","","","57","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256313754"
",  round robin - 12nd round","2021-06-14 14:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/netherlands-dominican-republic-c70103","4 yıl önce önce  tarafından eklendi","S…k","","","","57","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256313856"
",  round robin - 13rd round","2021-06-18 22:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/turkey-netherlands-c70118","4 yıl önce önce  tarafından eklendi","S…k","","","","57","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256314212"
",  round robin - 14th round","2021-06-19 20:30","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/brazil-netherlands-c70125","4 yıl önce önce  tarafından eklendi","S…k","","","","54","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256314302"
",  round robin - 15th round","2021-06-20 19:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/south-korea-netherlands-c70134","4 yıl önce önce  tarafından eklendi","S…k","","","","55","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256314356"
",  1st match","2021-08-05 18:00","Savaria Cup 2021","https://women.volleybox.net/tr/women-savaria-cup-2021-o20999/matches","Arena Savaria, Szombathely","https://women.volleybox.net/tr/arena-savaria-a2395/matches","Çek Cumhuriyeti","https://women.volleybox.net/tr/czech-republic-t793/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/czech-republic-netherlands-c79816","3 yıl önce önce  tarafından eklendi","","","bpeter0228","https://women.volleybox.net/tr/user/bpeter0228","","",""
",  2nd match","2021-08-06 18:00","Savaria Cup 2021","https://women.volleybox.net/tr/women-savaria-cup-2021-o20999/matches","Arena Savaria, Szombathely","https://women.volleybox.net/tr/arena-savaria-a2395/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/azerbaijan-t682/matches","https://volleybox.net/media/img/light-px.png","Azerbaycan","https://women.volleybox.net/tr/netherlands-azerbaijan-c79818","3 yıl önce önce  tarafından eklendi","","","bpeter0228","https://women.volleybox.net/tr/user/bpeter0228","","",""
",  3rd match","2021-08-07 20:30","Savaria Cup 2021","https://women.volleybox.net/tr/women-savaria-cup-2021-o20999/matches","Arena Savaria, Szombathely","https://women.volleybox.net/tr/arena-savaria-a2395/matches","Macaristan","https://women.volleybox.net/tr/hungary-t898/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/hungary-netherlands-c79821","3 yıl önce önce  tarafından eklendi","","1","bpeter0228","https://women.volleybox.net/tr/user/bpeter0228","","",""
",  Group D","2021-08-19 19:30","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","BTarena, Cluj-Napoca","https://women.volleybox.net/tr/btarena-a3209/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/ukraine-t1246/matches","https://volleybox.net/media/img/light-px.png","Ukrayna","https://women.volleybox.net/tr/netherlands-ukraine-c75822","3 yıl önce önce  tarafından eklendi","Sudo","","","","46","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46338"
",  Group D","2021-08-20 17:30","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","BTarena, Cluj-Napoca","https://women.volleybox.net/tr/btarena-a3209/matches","Finlandiya","https://women.volleybox.net/tr/finland-t835/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/finland-netherlands-c75835","3 yıl önce önce  tarafından eklendi","Sudo","","","","45","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46339"
",  Group D","2021-08-22 20:30","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","BTarena, Cluj-Napoca","https://women.volleybox.net/tr/btarena-a3209/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/romania-t1126/matches","https://volleybox.net/media/img/light-px.png","Romanya","https://women.volleybox.net/tr/netherlands-romania-c75840","3 yıl önce önce  tarafından eklendi","Sudo","","","","45","1","https://eurovolley.cev.eu/en/match-centres/2021/women/wfd-09-the-netherlands-v-romania/#statistics"
",  Group D","2021-08-24 18:30","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","BTarena, Cluj-Napoca","https://women.volleybox.net/tr/btarena-a3209/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/netherlands-turkey-c75843","3 yıl önce önce  tarafından eklendi","Sudo","1","","","47","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46348"
",  Group D","2021-08-25 17:30","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","BTarena, Cluj-Napoca","https://women.volleybox.net/tr/btarena-a3209/matches","İsveç","https://women.volleybox.net/tr/sweden-t1198/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/sweden-netherlands-c75845","3 yıl önce önce  tarafından eklendi","Sudo","","","","36","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46350"
",  1/8 round","2021-08-28 17:30","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","Kolodruma Sport Hall, Plovdiv","https://women.volleybox.net/tr/kolodruma-sport-hall-a908/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/germany-t853/matches","https://volleybox.net/media/img/light-px.png","Almanya","https://women.volleybox.net/tr/netherlands-germany-c82124","3 yıl önce önce  tarafından eklendi","","1","Jean Franco Chou","https://women.volleybox.net/tr/user/JeanFrancoChou","39","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46418"
",  quarterfinal","2021-08-31 17:30","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","Kolodruma Sport Hall, Plovdiv","https://women.volleybox.net/tr/kolodruma-sport-hall-a908/matches","İsveç","https://women.volleybox.net/tr/sweden-t1198/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/sweden-netherlands-c82392","3 yıl önce önce  tarafından eklendi","","1","sitenoise","https://women.volleybox.net/tr/user/sitenoise","33","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46421"
",  semi-final","2021-09-03 21:00","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","Štark Arena, Belgrade","https://women.volleybox.net/tr/stark-arena-a367/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/netherlands-italy-c82508","3 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise","50","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46426"
",  3rd place match","2021-09-04 18:00","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","Štark Arena, Belgrade","https://women.volleybox.net/tr/stark-arena-a367/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/turkey-netherlands-c82644","3 yıl önce önce  tarafından eklendi","Anderson Antunes","2","","","39","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46427"
