"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies","connected_by","rank_user","rank_user href","show_movies 2","show_movies href","rank_moderator","rank_moderator href","show_movies 3"
",  round robin - 3rd round","2022-09-13 18:00","Tournoi de France 2022","https://women.volleybox.net/tr/women-tournoi-de-france-2022-o25842/matches","Palestra, Chaumont","https://women.volleybox.net/tr/palestra-a2967/matches","Kolombiya","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/colombia-argentina-c128544","34","","2 yıl önce önce  tarafından eklendi","Sudo","https://women.volleybox.net/tr/user/Sudo","1","https://i.goopics.net/gjsszv.jpg","","",""
",  round robin - 4th round","2022-09-15 18:30","Tournoi de France 2022","https://women.volleybox.net/tr/women-tournoi-de-france-2022-o25842/matches","Centre sportif intercommunal, Sélestat","https://women.volleybox.net/tr/centre-sportif-intercommunal-a4863/matches","Belçika","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","Kolombiya","https://women.volleybox.net/tr/belgium-colombia-c128547","35","","2 yıl önce önce  tarafından eklendi","Sudo","https://women.volleybox.net/tr/user/Sudo","1","https://i.goopics.net/ipt65g.jpg","","",""
",  round robin - 5th round","2022-09-17 16:00","Tournoi de France 2022","https://women.volleybox.net/tr/women-tournoi-de-france-2022-o25842/matches","Parc des Expos, Metz","https://women.volleybox.net/tr/parc-des-expos-a4864/matches","Kolombiya","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/colombia-japan-c128549","36","","2 yıl önce önce  tarafından eklendi","Sudo","https://women.volleybox.net/tr/user/Sudo","1","https://i.goopics.net/knk592.jpg","","",""
",  3rd place match","2022-09-18 17:30","Tournoi de France 2022","https://women.volleybox.net/tr/women-tournoi-de-france-2022-o25842/matches","Les Arenes, Metz","https://women.volleybox.net/tr/les-arenes-a159/matches","Belçika","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","Kolombiya","https://women.volleybox.net/tr/belgium-colombia-c131185","20","1","2 yıl önce önce  tarafından eklendi","Sudo","https://women.volleybox.net/tr/user/Sudo","1","https://i.goopics.net/6pljwo.jpg","","",""
",  Group D","2022-09-25 15:15","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","GelreDome, Arnhem","https://women.volleybox.net/tr/gelredome-a2236/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","Kolombiya","https://women.volleybox.net/tr/japan-colombia-c113264","141","2","3 yıl önce önce  tarafından eklendi","I…Y","","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256540386","","","5"
",  Group D","2022-09-27 15:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","GelreDome, Arnhem","https://women.volleybox.net/tr/gelredome-a2236/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","Kolombiya","https://women.volleybox.net/tr/china-colombia-c113267","140","2","3 yıl önce önce  tarafından eklendi","I…Y","","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256540824","","","1"
",  Group D","2022-09-28 16:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","GelreDome, Arnhem","https://women.volleybox.net/tr/gelredome-a2236/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","Kolombiya","https://women.volleybox.net/tr/brazil-colombia-c113269","139","1","3 yıl önce önce  tarafından eklendi","I…Y","","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256541200","","","2"
",  Group D","2022-09-30 19:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","GelreDome, Arnhem","https://women.volleybox.net/tr/gelredome-a2236/matches","Kolombiya","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/colombia-argentina-c113273","138","1","3 yıl önce önce  tarafından eklendi","I…Y","","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256542164","","","2"
",  Group D","2022-10-01 19:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","GelreDome, Arnhem","https://women.volleybox.net/tr/gelredome-a2236/matches","Kolombiya","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/czech-republic-t793/matches","https://volleybox.net/media/img/light-px.png","Çek Cumhuriyeti","https://women.volleybox.net/tr/colombia-czech-republic-c113275","136","1","3 yıl önce önce  tarafından eklendi","I…Y","","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256542283","","","2"
",  Group B","2022-10-10 17:18","Güney Amerika Oyunları 2022","https://women.volleybox.net/tr/women-south-american-games-2022-o26330/matches","Federación Paraguaya de Voleibol - SND, Asunción","https://women.volleybox.net/tr/federacion-paraguaya-de-voleibol-snd-a4986/matches","Kolombiya","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/bolivia-t715/matches","https://volleybox.net/media/img/light-px.png","Bolivya","https://women.volleybox.net/tr/colombia-bolivia-c133826","","","2 yıl önce önce  tarafından eklendi","","","","","","",""
",  semi-final","2022-10-13 19:30","Güney Amerika Oyunları 2022","https://women.volleybox.net/tr/women-south-american-games-2022-o26330/matches","Federación Paraguaya de Voleibol - SND, Asunción","https://women.volleybox.net/tr/federacion-paraguaya-de-voleibol-snd-a4986/matches","Peru","https://women.volleybox.net/tr/peru-t1108/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","Kolombiya","https://women.volleybox.net/tr/peru-colombia-c134279","","","2 yıl önce önce  tarafından eklendi","","","","","","",""
