"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies","show_movies href","show_movies 2","show_movies 3","show_movies 4","connected_by","rank_user","rank_user href","rank_editor","rank_editor href"
",  3rd round - Group B","2022-07-03 13:30","Voleybol Milletler Ligi 2022","https://women.volleybox.net/tr/women-volleyball-nations-league-2022-o19798/matches","Armeec Arena, Sofia","https://women.volleybox.net/tr/armeec-arena-a42/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","Güney Kore","https://women.volleybox.net/tr/china-south-korea-c114662","68","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256513973","1","2","2","3 yıl önce önce  tarafından eklendi","","","WoohyongChoi","https://women.volleybox.net/tr/user/WoohyongChoi"
",  quarterfinal","2022-07-14 15:00","Voleybol Milletler Ligi 2022","https://women.volleybox.net/tr/women-volleyball-nations-league-2022-o19798/matches","TVF Ziraat Bankkart Voleybol Salonu, Ankara","https://women.volleybox.net/tr/tvf-ziraat-bankkart-voleybol-salonu-a546/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/italy-china-c120441","57","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256516726","3","1","6","2 yıl önce önce  tarafından eklendi","","","",""
",  1/12 round - 1st match","2022-07-18 20:00","Kor Royal Cup 2021/22","https://women.volleybox.net/tr/women-kor-royal-cup-2021-22-o25397/matches","Wee Sommai Gymnasium, Sisaket","https://women.volleybox.net/tr/wee-sommai-gymnasium-a2195/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/kasetsart-vc-t10463/matches","https://volleybox.net/media/img/light-px.png","Kasetsart","https://women.volleybox.net/tr/china-kasetsart-vc-c121602","","","","","","","2 yıl önce önce  tarafından eklendi","","","",""
",  1/12 round - 1st match","2022-07-20 20:00","Kor Royal Cup 2021/22","https://women.volleybox.net/tr/women-kor-royal-cup-2021-22-o25397/matches","Wee Sommai Gymnasium, Sisaket","https://women.volleybox.net/tr/wee-sommai-gymnasium-a2195/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/kku-khonkaen-star-vc-t2767/matches","https://volleybox.net/media/img/light-px.png","Khonkaen Star","https://women.volleybox.net/tr/china-khonkaen-star-vc-c121877","","","","","","","2 yıl önce önce  tarafından eklendi","","","",""
",  semi-final","2022-07-21 20:00","Kor Royal Cup 2021/22","https://women.volleybox.net/tr/women-kor-royal-cup-2021-22-o25397/matches","Wee Sommai Gymnasium, Sisaket","https://women.volleybox.net/tr/wee-sommai-gymnasium-a2195/matches","Supreme Chonburi-E.Tech","https://women.volleybox.net/tr/supreme-volleyball-club-t3602/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/supreme-volleyball-club-china-c122054","","","","","","","2 yıl önce önce  tarafından eklendi","","","",""
",  3rd place match","2022-07-22 20:00","Kor Royal Cup 2021/22","https://women.volleybox.net/tr/women-kor-royal-cup-2021-22-o25397/matches","Wee Sommai Gymnasium, Sisaket","https://women.volleybox.net/tr/wee-sommai-gymnasium-a2195/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/kasetsart-vc-t10463/matches","https://volleybox.net/media/img/light-px.png","Kasetsart","https://women.volleybox.net/tr/china-kasetsart-vc-c122152","","","","","","","2 yıl önce önce  tarafından eklendi","","","",""
",  Group A","2022-08-21 08:00","AVC Cup 2022","https://women.volleybox.net/tr/women-avc-cup-2022-o23922/matches","PhilSports Arena, Pasig","https://women.volleybox.net/tr/philsports-arena-a1378/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","Güney Kore","https://women.volleybox.net/tr/china-south-korea-c124264","","1","https://women.volleybox.net/tr/frame/match_report/0/17285","1","","","2 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group A","2022-08-22 08:00","AVC Cup 2022","https://women.volleybox.net/tr/women-avc-cup-2022-o23922/matches","PhilSports Arena, Pasig","https://women.volleybox.net/tr/philsports-arena-a1378/matches","Vietnam","https://women.volleybox.net/tr/vietnam-t1270/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/vietnam-china-c124268","","1","https://women.volleybox.net/tr/frame/match_report/0/17325","1","","","2 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group A","2022-08-23 14:00","AVC Cup 2022","https://women.volleybox.net/tr/women-avc-cup-2022-o23922/matches","PhilSports Arena, Pasig","https://women.volleybox.net/tr/philsports-arena-a1378/matches","Filipinler","https://women.volleybox.net/tr/philippines-t1111/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/philippines-china-c124274","","1","https://women.volleybox.net/tr/frame/match_report/0/17330","1","","","2 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group A","2022-08-25 11:00","AVC Cup 2022","https://women.volleybox.net/tr/women-avc-cup-2022-o23922/matches","PhilSports Arena, Pasig","https://women.volleybox.net/tr/philsports-arena-a1378/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/iran-t910/matches","https://volleybox.net/media/img/light-px.png","İran","https://women.volleybox.net/tr/china-iran-c124280","","1","https://women.volleybox.net/tr/frame/match_report/0/17353","1","","","2 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  quarterfinal","2022-08-27 09:00","AVC Cup 2022","https://women.volleybox.net/tr/women-avc-cup-2022-o23922/matches","PhilSports Arena, Pasig","https://women.volleybox.net/tr/philsports-arena-a1378/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/australia-t676/matches","https://volleybox.net/media/img/light-px.png","Avustralya","https://women.volleybox.net/tr/china-australia-c126913","","1","https://women.volleybox.net/tr/frame/match_report/0/17424","1","1","","2 yıl önce önce  tarafından eklendi","","","Jake","https://women.volleybox.net/tr/user/flora_02"
",  semi-final","2022-08-28 11:00","AVC Cup 2022","https://women.volleybox.net/tr/women-avc-cup-2022-o23922/matches","PhilSports Arena, Pasig","https://women.volleybox.net/tr/philsports-arena-a1378/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/china-thailand-c127557","","1","https://women.volleybox.net/tr/frame/match_report/0/17431","2","","","2 yıl önce önce  tarafından eklendi","","","Jake","https://women.volleybox.net/tr/user/flora_02"
",  final","2022-08-29 14:00","AVC Cup 2022","https://women.volleybox.net/tr/women-avc-cup-2022-o23922/matches","PhilSports Arena, Pasig","https://women.volleybox.net/tr/philsports-arena-a1378/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/china-japan-c127690","","1","https://women.volleybox.net/tr/frame/match_report/0/17556","1","1","2","2 yıl önce önce  tarafından eklendi","","","Jake","https://women.volleybox.net/tr/user/flora_02"
",  Group D","2022-09-25 15:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","GelreDome, Arnhem","https://women.volleybox.net/tr/gelredome-a2236/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/china-argentina-c113263","140","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256540385","2","1","2","3 yıl önce önce  tarafından eklendi","I…Y","","",""
",  Group D","2022-09-27 15:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","GelreDome, Arnhem","https://women.volleybox.net/tr/gelredome-a2236/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","Kolombiya","https://women.volleybox.net/tr/china-colombia-c113267","140","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256540824","2","1","3","3 yıl önce önce  tarafından eklendi","I…Y","","",""
",  Group D","2022-09-28 15:15","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","GelreDome, Arnhem","https://women.volleybox.net/tr/gelredome-a2236/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/china-japan-c113268","137","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256541199","2","1","3","3 yıl önce önce  tarafından eklendi","I…Y","","",""
",  Group D","2022-09-30 15:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","GelreDome, Arnhem","https://women.volleybox.net/tr/gelredome-a2236/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/czech-republic-t793/matches","https://volleybox.net/media/img/light-px.png","Çek Cumhuriyeti","https://women.volleybox.net/tr/china-czech-republic-c113271","144","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256542036","2","1","2","3 yıl önce önce  tarafından eklendi","I…Y","","",""
",  Group D","2022-10-01 15:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","GelreDome, Arnhem","https://women.volleybox.net/tr/gelredome-a2236/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/brazil-china-c113274","139","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256542260","1","1","3","3 yıl önce önce  tarafından eklendi","I…Y","","",""
",  Group E","2022-10-05 18:15","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","Topsporthal Hall, Rotterdam","https://women.volleybox.net/tr/topsporthal-hall-a303/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/china-puerto-rico-c132585","94","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256543080","2","1","1","2 yıl önce önce  tarafından eklendi","dfondatto","https://women.volleybox.net/tr/user/dfondatto","",""
",  Group E","2022-10-06 21:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","Ahoy, Rotterdam","https://women.volleybox.net/tr/ahoy-a302/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/china-netherlands-c132627","92","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256543381","2","1","3","2 yıl önce önce  tarafından eklendi","panbajt","https://women.volleybox.net/tr/user/panbajt","",""
",  Group E","2022-10-08 14:30","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","Ahoy, Rotterdam","https://women.volleybox.net/tr/ahoy-a302/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/italy-china-c132632","105","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256543742","2","1","4","2 yıl önce önce  tarafından eklendi","panbajt","https://women.volleybox.net/tr/user/panbajt","",""
",  Group E","2022-10-09 13:30","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","Ahoy, Rotterdam","https://women.volleybox.net/tr/ahoy-a302/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","Belçika","https://women.volleybox.net/tr/china-belgium-c132635","107","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256543823","2","1","2","2 yıl önce önce  tarafından eklendi","panbajt","https://women.volleybox.net/tr/user/panbajt","",""
",  quarterfinal","2022-10-11 18:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","Omnisports Arena, Apeldoorn","https://women.volleybox.net/tr/omnisports-arena-a300/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/italy-china-c133114","99","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256544163","3","1","2","2 yıl önce önce  tarafından eklendi","Hellnan","https://women.volleybox.net/tr/user/_hellnan_","",""
