"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies","show_movies href","show_movies 2","show_movies 3","connected_by","rank_user","show_movies 4","rank_user href"
",  Week One","2024-05-18 14:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Antalya Spor Salonu, Antalya","https://women.volleybox.net/tr/antalya-spor-salonu-a1227/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/poland-netherlands-c215149","129","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256661343","1","1","1 yıl önce önce  tarafından eklendi","I…Y","1",""
",  Week One","2024-05-19 17:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Antalya Spor Salonu, Antalya","https://women.volleybox.net/tr/antalya-spor-salonu-a1227/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/poland-japan-c215157","126","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256662325","1","1","1 yıl önce önce  tarafından eklendi","I…Y","1",""
",  Week Two","2024-05-29","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","College Park Center, Arlington","https://women.volleybox.net/tr/college-park-center-a5396/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/poland-serbia-c215161","126","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256664649.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240529%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240529T062936Z&X-Amz-SignedHeaders=host&X-Amz-Signature=cf6eb931fe432aa9b98cf1615f45d8069625e7740117da7ca72553ba687a3e14","1","","1 yıl önce önce  tarafından eklendi","I…Y","",""
",  Week Two","2024-05-30 20:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","College Park Center, Arlington","https://women.volleybox.net/tr/college-park-center-a5396/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/south-korea-poland-c215172","129","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256665307.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240530%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240530T193747Z&X-Amz-SignedHeaders=host&X-Amz-Signature=8a57d54eaf67696c2eb086490ed37ec389f313328c1577c60d2d6a97f2660d39","1","1","1 yıl önce önce  tarafından eklendi","I…Y","",""
",  Week Two","2024-05-31 21:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","College Park Center, Arlington","https://women.volleybox.net/tr/college-park-center-a5396/matches","Almanya","https://women.volleybox.net/tr/germany-t853/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/germany-poland-c215178","120","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256665907.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240601%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240601T061805Z&X-Amz-SignedHeaders=host&X-Amz-Signature=10d92c2c216fec5c324518d6b92218bb9620a32fcc07f0b3710ad914e14ef18d","1","1","1 yıl önce önce  tarafından eklendi","I…Y","",""
",  Week Two","2024-06-02 00:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","College Park Center, Arlington","https://women.volleybox.net/tr/college-park-center-a5396/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/poland-usa-c215185","123","","","1","","1 yıl önce önce  tarafından eklendi","I…Y","",""
",  Week Three","2024-06-12 15:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Hong Kong Coliseum, Kowloon","https://women.volleybox.net/tr/hong-kong-coliseum-a105/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/brazil-poland-c228298","124","","","1","1","1 yıl önce önce  tarafından eklendi","-Jeffrey-","1","https://women.volleybox.net/tr/user/-Jeffrey-"
",  Week Three","2024-06-14 12:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Hong Kong Coliseum, Kowloon","https://women.volleybox.net/tr/hong-kong-coliseum-a105/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/dominican-republic-poland-c228304","113","","","1","2","1 yıl önce önce  tarafından eklendi","-Jeffrey-","","https://women.volleybox.net/tr/user/-Jeffrey-"
",  Week Three","2024-06-15 12:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Hong Kong Coliseum, Kowloon","https://women.volleybox.net/tr/hong-kong-coliseum-a105/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/poland-thailand-c228367","121","","","1","2","1 yıl önce önce  tarafından eklendi","-Jeffrey-","","https://women.volleybox.net/tr/user/-Jeffrey-"
",  Week Three","2024-06-16 15:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Hong Kong Coliseum, Kowloon","https://women.volleybox.net/tr/hong-kong-coliseum-a105/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/poland-china-c228360","122","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/19052/#boxscore","1","2","1 yıl önce önce  tarafından eklendi","-Jeffrey-","","https://women.volleybox.net/tr/user/-Jeffrey-"
",  quarterfinal","2024-06-21 16:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Indoor Stadium Huamark, Bangkok","https://women.volleybox.net/tr/indoor-stadium-huamark-a408/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/poland-turkey-c236069","84","1","https://women.volleybox.net/tr/frame/match_report/0/88800","1","1","11 ay önce önce  tarafından eklendi","dfondatto","3","https://women.volleybox.net/tr/user/dfondatto"
",  semi-final","2024-06-22 13:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Indoor Stadium Huamark, Bangkok","https://women.volleybox.net/tr/indoor-stadium-huamark-a408/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/italy-poland-c236301","56","","","1","","11 ay önce önce  tarafından eklendi","dfondatto","","https://women.volleybox.net/tr/user/dfondatto"
",  3rd place match","2024-06-23 13:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Indoor Stadium Huamark, Bangkok","https://women.volleybox.net/tr/indoor-stadium-huamark-a408/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/brazil-poland-c236338","53","","","1","3","11 ay önce önce  tarafından eklendi","dfondatto","","https://women.volleybox.net/tr/user/dfondatto"
",  Friendly","2024-07-16 19:30","Memoriał Agaty Mróz-Olszewskiej 2023/24","https://women.volleybox.net/tr/women-memorial-agaty-mroz-olszewskiej-2023-24-o34896/matches","MOSiR Hall, Mielec","https://women.volleybox.net/tr/mosir-hall-a329/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/poland-dominican-republic-c236657","","","","1","","11 ay önce önce  tarafından eklendi","RYSICEteam","","https://women.volleybox.net/tr/user/RYSICEteam"
",  Friendly","2024-07-18 19:30","Memoriał Agaty Mróz-Olszewskiej 2023/24","https://women.volleybox.net/tr/women-memorial-agaty-mroz-olszewskiej-2023-24-o34896/matches","MOSiR Hall, Mielec","https://women.volleybox.net/tr/mosir-hall-a329/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/france-t838/matches","https://volleybox.net/media/img/light-px.png","Fransa","https://women.volleybox.net/tr/poland-france-c236659","","","","1","","11 ay önce önce  tarafından eklendi","RYSICEteam","","https://women.volleybox.net/tr/user/RYSICEteam"
",  Friendly","2024-07-19 19:30","Memoriał Agaty Mróz-Olszewskiej 2023/24","https://women.volleybox.net/tr/women-memorial-agaty-mroz-olszewskiej-2023-24-o34896/matches","MOSiR Hall, Mielec","https://women.volleybox.net/tr/mosir-hall-a329/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/poland-serbia-c236654","","","","1","1","11 ay önce önce  tarafından eklendi","RYSICEteam","","https://women.volleybox.net/tr/user/RYSICEteam"
",  Group B","2024-07-28 14:00","Olimpiyat Oyunları 2024","https://women.volleybox.net/tr/women-the-olympics-2024-o30223/matches","Arena Paris Sud, Paris","https://women.volleybox.net/tr/arena-paris-sud-a7767/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/poland-japan-c236697","92","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-olympic-games-paris-2024/schedule/19088/","1","1","11 ay önce önce  tarafından eklendi","","",""
",  Group B","2024-07-31 22:00","Olimpiyat Oyunları 2024","https://women.volleybox.net/tr/women-the-olympics-2024-o30223/matches","Arena Paris Sud, Paris","https://women.volleybox.net/tr/arena-paris-sud-a7767/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/kenya-t937/matches","https://volleybox.net/media/img/light-px.png","Kenya","https://women.volleybox.net/tr/poland-kenya-c236703","100","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-olympic-games-paris-2024/schedule/19094/","1","1","11 ay önce önce  tarafından eklendi","","",""
",  Group B","2024-08-04 22:00","Olimpiyat Oyunları 2024","https://women.volleybox.net/tr/women-the-olympics-2024-o30223/matches","Arena Paris Sud, Paris","https://women.volleybox.net/tr/arena-paris-sud-a7767/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/brazil-poland-c236713","102","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-olympic-games-paris-2024/schedule/19104/","1","2","11 ay önce önce  tarafından eklendi","","",""
",  quarterfinal","2024-08-06 18:00","Olimpiyat Oyunları 2024","https://women.volleybox.net/tr/women-the-olympics-2024-o30223/matches","Arena Paris Sud, Paris","https://women.volleybox.net/tr/arena-paris-sud-a7767/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/usa-poland-c243996","83","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-olympic-games-paris-2024/schedule/19105/","1","","10 ay önce önce  tarafından eklendi","RYSICEteam","","https://women.volleybox.net/tr/user/RYSICEteam"
