"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","connected_by","rank_user","show_movies","rank_admin","rank_admin href","show_predictions","show_movies 2","show_movies href","rank_user href"
",  Group J","2018-05-29 21:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","HS Kraljevo, Kraljevo","https://women.volleybox.net/tr/hs-kraljevo-a681/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/serbia-russia-c10108","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group J","2018-05-30 18:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","HS Kraljevo, Kraljevo","https://women.volleybox.net/tr/hs-kraljevo-a681/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/turkey-russia-c10109","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group J","2018-05-31 18:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","HS Kraljevo, Kraljevo","https://women.volleybox.net/tr/hs-kraljevo-a681/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","Belçika","https://women.volleybox.net/tr/russia-belgium-c10111","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group N","2018-06-05 11:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Jiangmen Sports Hall, Jiangmen","https://women.volleybox.net/tr/jiangmen-sports-hall-a1057/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/russia-usa-c10131","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group N","2018-06-06 14:30","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Jiangmen Sports Hall, Jiangmen","https://women.volleybox.net/tr/jiangmen-sports-hall-a1057/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/china-russia-c10134","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group N","2018-06-07 11:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Jiangmen Sports Hall, Jiangmen","https://women.volleybox.net/tr/jiangmen-sports-hall-a1057/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/brazil-russia-c10135","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group R","2018-06-12 18:30","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Aqua Zdrój, Wałbrzych","https://women.volleybox.net/tr/aqua-zdroj-a548/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/russia-dominican-republic-c10203","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group R","2018-06-13 21:30","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Aqua Zdrój, Wałbrzych","https://women.volleybox.net/tr/aqua-zdroj-a548/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/poland-russia-c10206","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  Group R","2018-06-14 18:30","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Aqua Zdrój, Wałbrzych","https://women.volleybox.net/tr/aqua-zdroj-a548/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/russia-japan-c10207","7 yıl önce önce  tarafından eklendi","","","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","",""
",  1st round","2018-08-23 18:30","Gloria Cup 2017/18","https://women.volleybox.net/tr/women-gloria-cup-2017-18-o8643/matches","Gloria Sport Arena, Antalya","https://women.volleybox.net/tr/gloria-sport-arena-a1321/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/russia-italy-c14761","6 yıl önce önce  tarafından eklendi","","","","","","","",""
",  2nd round","2018-08-24 21:00","Gloria Cup 2017/18","https://women.volleybox.net/tr/women-gloria-cup-2017-18-o8643/matches","Gloria Sport Arena, Antalya","https://women.volleybox.net/tr/gloria-sport-arena-a1321/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/turkey-russia-c14764","6 yıl önce önce  tarafından eklendi","","1","","","","","",""
",  3rd round","2018-08-25 17:30","Gloria Cup 2017/18","https://women.volleybox.net/tr/women-gloria-cup-2017-18-o8643/matches","Gloria Sport Arena, Antalya","https://women.volleybox.net/tr/gloria-sport-arena-a1321/matches","Azerbaycan","https://women.volleybox.net/tr/azerbaijan-t682/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/azerbaijan-russia-c14765","6 yıl önce önce  tarafından eklendi","","","","","","","",""
",  final","2018-09-09 18:30","Montreux Volley Masters 2018","https://women.volleybox.net/tr/women-montreux-volley-masters-2018-o4288/matches","Pierrier Sports Hall, Montreux","https://women.volleybox.net/tr/pierrier-sports-hall-a96/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/italy-russia-c11016","6 yıl önce önce  tarafından eklendi","","","","","","","",""
",  Group C","2018-09-29 07:40","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Green Arena Kobe, Kobe City Hyogo","https://women.volleybox.net/tr/green-arena-kobe-a811/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/trinidad-and-tobago-t1225/matches","https://volleybox.net/media/img/light-px.png","Trinidad ve Tobago","https://women.volleybox.net/tr/russia-trinidad-and-tobago-c9734","7 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","11","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256121121","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group C","2018-09-30 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Green Arena Kobe, Kobe City Hyogo","https://women.volleybox.net/tr/green-arena-kobe-a811/matches","Tayland","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/thailand-russia-c9754","7 yıl önce önce  tarafından eklendi","Anderson Antunes","","","","11","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256121305","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group C","2018-10-02 07:10","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Green Arena Kobe, Kobe City Hyogo","https://women.volleybox.net/tr/green-arena-kobe-a811/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/azerbaijan-t682/matches","https://volleybox.net/media/img/light-px.png","Azerbaycan","https://women.volleybox.net/tr/russia-azerbaijan-c9763","7 yıl önce önce  tarafından eklendi","Anderson Antunes","","","","9","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256121700","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group C","2018-10-03 10:10","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Green Arena Kobe, Kobe City Hyogo","https://women.volleybox.net/tr/green-arena-kobe-a811/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/south-korea-russia-c9778","7 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","9","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256122116","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group C","2018-10-04 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Green Arena Kobe, Kobe City Hyogo","https://women.volleybox.net/tr/green-arena-kobe-a811/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/russia-usa-c9794","7 yıl önce önce  tarafından eklendi","Anderson Antunes","","","","8","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256122419","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group F","2018-10-07 04:40","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/turkey-russia-c11132","6 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","8","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256122679","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group F","2018-10-08 04:40","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","Bulgaristan","https://women.volleybox.net/tr/bulgaria-t730/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/bulgaria-russia-c11140","6 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","8","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256122784","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group F","2018-10-10 10:10","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/italy-russia-c11152","6 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","11","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256123279","https://women.volleybox.net/tr/user/Anderson-Antunes"
",  Group F","2018-10-11 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/china-russia-c11162","6 yıl önce önce  tarafından eklendi","Anderson Antunes","1","","","11","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256123727","https://women.volleybox.net/tr/user/Anderson-Antunes"
