"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies","show_movies href","show_movies 2","show_movies 3","show_movies 4","connected_by","rank_moderator","rank_moderator href","rank_user","rank_user href"
",  quarterfinal","2023-07-13 22:00","Voleybol Milletler Ligi 2023","https://women.volleybox.net/tr/women-volleyball-nations-league-2023-o25385/matches","College Park Center, Arlington","https://women.volleybox.net/tr/college-park-center-a5396/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/turkey-italy-c178650","116","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256600856","1","2","4","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid","",""
",  semi-final","2023-07-16 03:30","Voleybol Milletler Ligi 2023","https://women.volleybox.net/tr/women-volleyball-nations-league-2023-o25385/matches","College Park Center, Arlington","https://women.volleybox.net/tr/college-park-center-a5396/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/usa-turkey-c180641","59","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256602069","1","2","4","1 yıl önce önce  tarafından eklendi","","","",""
",  final","2023-07-17 01:30","Voleybol Milletler Ligi 2023","https://women.volleybox.net/tr/women-volleyball-nations-league-2023-o25385/matches","College Park Center, Arlington","https://women.volleybox.net/tr/college-park-center-a5396/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/china-turkey-c181039","56","1","https://women.volleybox.net/tr/frame/match_report/0/46215","1","2","6","1 yıl önce önce  tarafından eklendi","","","",""
",  Group C","2023-08-18 18:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","CASTELLO Düsseldorf, Düsseldorf","https://women.volleybox.net/tr/castello-dusseldorf-a6532/matches","İsveç","https://women.volleybox.net/tr/sweden-t1198/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/sweden-turkey-c151129","96","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=66407","2","1","4","2 yıl önce önce  tarafından eklendi","","","Kerim Küçük","https://women.volleybox.net/tr/user/kerimkucuk95"
",  Group C","2023-08-20 21:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","CASTELLO Düsseldorf, Düsseldorf","https://women.volleybox.net/tr/castello-dusseldorf-a6532/matches","Azerbaycan","https://women.volleybox.net/tr/azerbaijan-t682/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/azerbaijan-turkey-c151130","91","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=66412","1","2","1","2 yıl önce önce  tarafından eklendi","","","Kerim Küçük","https://women.volleybox.net/tr/user/kerimkucuk95"
",  Group C","2023-08-21 18:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","CASTELLO Düsseldorf, Düsseldorf","https://women.volleybox.net/tr/castello-dusseldorf-a6532/matches","Çek Cumhuriyeti","https://women.volleybox.net/tr/czech-republic-t793/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/czech-republic-turkey-c151131","92","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=66413","1","2","1","2 yıl önce önce  tarafından eklendi","","","Kerim Küçük","https://women.volleybox.net/tr/user/kerimkucuk95"
",  Group C","2023-08-23 18:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","CASTELLO Düsseldorf, Düsseldorf","https://women.volleybox.net/tr/castello-dusseldorf-a6532/matches","Yunanistan","https://women.volleybox.net/tr/greece-t862/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/greece-turkey-c151132","92","","","2","2","1","2 yıl önce önce  tarafından eklendi","","","Kerim Küçük","https://women.volleybox.net/tr/user/kerimkucuk95"
",  Group C","2023-08-24 21:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","CASTELLO Düsseldorf, Düsseldorf","https://women.volleybox.net/tr/castello-dusseldorf-a6532/matches","Almanya","https://women.volleybox.net/tr/germany-t853/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/germany-turkey-c151133","94","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=66420","2","3","","2 yıl önce önce  tarafından eklendi","","","Kerim Küçük","https://women.volleybox.net/tr/user/kerimkucuk95"
",  1/8 round","2023-08-27 18:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","Paleis 12, Brussels","https://women.volleybox.net/tr/paleis-12-a1429/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","Belçika","https://women.volleybox.net/tr/turkey-belgium-c189341","83","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=68933","1","3","","1 yıl önce önce  tarafından eklendi","","","",""
",  quarterfinal","2023-08-30 18:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","Paleis 12, Brussels","https://women.volleybox.net/tr/paleis-12-a1429/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/turkey-poland-c189638","89","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=67961","2","6","","1 yıl önce önce  tarafından eklendi","","","münzevî","https://women.volleybox.net/tr/user/Simflato42"
",  semi-final","2023-09-01 18:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","Paleis 12, Brussels","https://women.volleybox.net/tr/paleis-12-a1429/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/turkey-italy-c189842","79","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=67963","3","4","","1 yıl önce önce  tarafından eklendi","","","yusuf_kucuk_14","https://women.volleybox.net/tr/user/yusuf_kucuk_14"
",  final","2023-09-03 21:00","Avrupa Şampiyonası 2023","https://women.volleybox.net/tr/women-european-championships-2023-o23283/matches","Paleis 12, Brussels","https://women.volleybox.net/tr/paleis-12-a1429/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/serbia-turkey-c190163","73","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=67965","3","2","7","1 yıl önce önce  tarafından eklendi","","","Carlos Petreñas","https://women.volleybox.net/tr/user/Petre"
",  Group 2","2023-09-16 13:00","Dünya Kupası 2023","https://women.volleybox.net/tr/women-fivb-world-cup-2023-o40052/matches","Yoyogi National Gymnasium, Shibuya Tokyo","https://women.volleybox.net/tr/yoyogi-national-gymnasium-a283/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/turkey-puerto-rico-c297636","","","","","","","1 ay önce önce  tarafından eklendi","","","Ali Emre Karanfil","https://women.volleybox.net/tr/user/AliEmreKaranfil"
",  Group 2","2023-09-17 13:00","Dünya Kupası 2023","https://women.volleybox.net/tr/women-fivb-world-cup-2023-o40052/matches","Yoyogi National Gymnasium, Shibuya Tokyo","https://women.volleybox.net/tr/yoyogi-national-gymnasium-a283/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/bulgaria-t730/matches","https://volleybox.net/media/img/light-px.png","Bulgaristan","https://women.volleybox.net/tr/turkey-bulgaria-c297645","","","","","","","1 ay önce önce  tarafından eklendi","","","Ali Emre Karanfil","https://women.volleybox.net/tr/user/AliEmreKaranfil"
",  Group 2","2023-09-19 13:00","Dünya Kupası 2023","https://women.volleybox.net/tr/women-fivb-world-cup-2023-o40052/matches","Yoyogi National Gymnasium, Shibuya Tokyo","https://women.volleybox.net/tr/yoyogi-national-gymnasium-a283/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/peru-t1108/matches","https://volleybox.net/media/img/light-px.png","Peru","https://women.volleybox.net/tr/turkey-peru-c297649","","","","","","","1 ay önce önce  tarafından eklendi","","","Ali Emre Karanfil","https://women.volleybox.net/tr/user/AliEmreKaranfil"
