"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","connected_by","rank_user","rank_user href","show_movies","show_movies 2","show_movies href","rank_newbie","rank_newbie href"
",  5th place match (Group 1)","2016-07-10 08:00","World Grand Prix 2016","https://women.volleybox.net/tr/women-world-grand-prix-2016-o3268/matches","Indoor Stadium Huamark, Bangkok","https://women.volleybox.net/tr/indoor-stadium-huamark-a408/matches","Tayland","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/thailand-china-c3414","8 yıl önce önce  tarafından eklendi","przemek16","https://women.volleybox.net/tr/user/przemek16","1","","","",""
",  Group B","2016-08-06 07:35","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/china-netherlands-c31754","5 yıl önce önce  tarafından eklendi","","","1","1","http://www.fivb.org/vis_web/volley/WOG2016/WOG2016_p2-002.pdf","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group B","2016-08-08 05:30","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/china-italy-c31757","5 yıl önce önce  tarafından eklendi","","","1","","","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group B","2016-08-10 05:30","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/china-puerto-rico-c31760","5 yıl önce önce  tarafından eklendi","","","","","","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group B","2016-08-12 05:30","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/china-serbia-c31763","5 yıl önce önce  tarafından eklendi","","","1","1","http://www.fivb.org/vis_web/volley/WOG2016/WOG2016_p2-019.pdf","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group B","2016-08-14 13:05","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/usa-china-c31768","5 yıl önce önce  tarafından eklendi","","","1","1","http://www.fivb.org/vis_web/volley/WOG2016/WOG2016_p2-028.pdf","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  quarterfinal","2016-08-16 18:15","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/brazil-china-c31772","5 yıl önce önce  tarafından eklendi","","","1","1","http://www.fivb.org/vis_web/volley/WOG2016/WOG2016_p2-031.pdf","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  semi-final","2016-08-18 18:15","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/china-netherlands-c31774","5 yıl önce önce  tarafından eklendi","","","","1","http://www.fivb.org/vis_web/volley/WOG2016/WOG2016_p2-035.pdf","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  final","2016-08-21 02:15","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/china-serbia-c15628","6 yıl önce önce  tarafından eklendi","Ronan Caroff","https://women.volleybox.net/tr/user/halvard","2","1","http://www.fivb.org/vis_web/volley/WOG2016/WOG2016_p2-038.pdf","",""
",  Group B","2016-09-14 13:00","AVC Cup 2016","https://women.volleybox.net/tr/women-avc-cup-2016-o4298/matches","Vinh Yen Gymnasium, Vinh Phúc","https://women.volleybox.net/tr/vinh-yen-gymnasium-a2215/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","Güney Kore","https://women.volleybox.net/tr/china-south-korea-c32768","5 yıl önce önce  tarafından eklendi","","","","","","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group B","2016-09-15 14:00","AVC Cup 2016","https://women.volleybox.net/tr/women-avc-cup-2016-o4298/matches","Vinh Yen Gymnasium, Vinh Phúc","https://women.volleybox.net/tr/vinh-yen-gymnasium-a2215/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/china-japan-c32770","5 yıl önce önce  tarafından eklendi","","","","","","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group B","2016-09-16 14:00","AVC Cup 2016","https://women.volleybox.net/tr/women-avc-cup-2016-o4298/matches","Vinh Yen Gymnasium, Vinh Phúc","https://women.volleybox.net/tr/vinh-yen-gymnasium-a2215/matches","Kazakistan","https://women.volleybox.net/tr/kazakhstan-t934/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/kazakhstan-china-c32772","5 yıl önce önce  tarafından eklendi","","","","","","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  quarterfinal","2016-09-18 10:30","AVC Cup 2016","https://women.volleybox.net/tr/women-avc-cup-2016-o4298/matches","Vinh Yen Gymnasium, Vinh Phúc","https://women.volleybox.net/tr/vinh-yen-gymnasium-a2215/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/chinese-taipei-t2546/matches","https://volleybox.net/media/img/light-px.png","Çin Taipei","https://women.volleybox.net/tr/china-chinese-taipei-c32774","5 yıl önce önce  tarafından eklendi","","","","","","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  semi-final","2016-09-19 14:00","AVC Cup 2016","https://women.volleybox.net/tr/women-avc-cup-2016-o4298/matches","Vinh Yen Gymnasium, Vinh Phúc","https://women.volleybox.net/tr/vinh-yen-gymnasium-a2215/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/china-thailand-c32779","5 yıl önce önce  tarafından eklendi","","","","","","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  final","2016-09-20 16:30","AVC Cup 2016","https://women.volleybox.net/tr/women-avc-cup-2016-o4298/matches","Vinh Yen Gymnasium, Vinh Phúc","https://women.volleybox.net/tr/vinh-yen-gymnasium-a2215/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/kazakhstan-t934/matches","https://volleybox.net/media/img/light-px.png","Kazakistan","https://women.volleybox.net/tr/china-kazakhstan-c32784","5 yıl önce önce  tarafından eklendi","","","","","","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
