"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies","show_movies href","show_movies 2","show_movies 3","connected_by","rank_user","rank_user href"
",  3rd round - Group A","2022-07-04 02:00","Voleybol Milletler Ligi 2022","https://women.volleybox.net/tr/women-volleyball-nations-league-2022-o19798/matches","Chief Jim Starlight Centre, Calgary","https://women.volleybox.net/tr/chief-jim-starlight-centre-a1457/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","Kanada","https://women.volleybox.net/tr/netherlands-canada-c100403","67","","","2","","3 yıl önce önce  tarafından eklendi","atilberk","https://women.volleybox.net/tr/user/atilberk"
",  Group A","2022-09-23 21:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","GelreDome, Arnhem","https://women.volleybox.net/tr/gelredome-a2236/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/kenya-t937/matches","https://volleybox.net/media/img/light-px.png","Kenya","https://women.volleybox.net/tr/netherlands-kenya-c111060","137","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256540287","2","3","3 yıl önce önce  tarafından eklendi","Adrian HS","https://women.volleybox.net/tr/user/AdrianHS"
",  Group A","2022-09-25 17:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","GelreDome, Arnhem","https://women.volleybox.net/tr/gelredome-a2236/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/cameroon-t739/matches","https://volleybox.net/media/img/light-px.png","Kamerun","https://women.volleybox.net/tr/netherlands-cameroon-c113214","141","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256540393","2","3","3 yıl önce önce  tarafından eklendi","I…Y",""
",  Group A","2022-09-28 21:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","GelreDome, Arnhem","https://women.volleybox.net/tr/gelredome-a2236/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/netherlands-puerto-rico-c113219","137","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256541284","1","2","3 yıl önce önce  tarafından eklendi","I…Y",""
",  Group A","2022-09-30 21:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","GelreDome, Arnhem","https://women.volleybox.net/tr/gelredome-a2236/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","Belçika","https://women.volleybox.net/tr/netherlands-belgium-c113222","140","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256542165","1","5","3 yıl önce önce  tarafından eklendi","I…Y",""
",  Group A","2022-10-02 17:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","GelreDome, Arnhem","https://women.volleybox.net/tr/gelredome-a2236/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/netherlands-italy-c113225","142","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256542372","2","2","3 yıl önce önce  tarafından eklendi","I…Y",""
",  Group E","2022-10-04 21:15","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","Topsporthal Hall, Rotterdam","https://women.volleybox.net/tr/topsporthal-hall-a303/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/netherlands-argentina-c132313","99","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256542820","1","1","2 yıl önce önce  tarafından eklendi","dfondatto","https://women.volleybox.net/tr/user/dfondatto"
",  Group E","2022-10-06 21:00","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","Ahoy, Rotterdam","https://women.volleybox.net/tr/ahoy-a302/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/china-netherlands-c132627","92","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256543381","2","1","2 yıl önce önce  tarafından eklendi","panbajt","https://women.volleybox.net/tr/user/panbajt"
",  Group E","2022-10-07 21:15","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","Ahoy, Rotterdam","https://women.volleybox.net/tr/ahoy-a302/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/brazil-netherlands-c132630","105","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256543676","1","","2 yıl önce önce  tarafından eklendi","panbajt","https://women.volleybox.net/tr/user/panbajt"
",  Group E","2022-10-09 16:30","Dünya Şampiyonası 2022","https://women.volleybox.net/tr/women-world-championships-2022-o21410/matches","Ahoy, Rotterdam","https://women.volleybox.net/tr/ahoy-a302/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/japan-netherlands-c132636","108","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256543830","2","1","2 yıl önce önce  tarafından eklendi","panbajt","https://women.volleybox.net/tr/user/panbajt"
