"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","connected_by","rank_admin","rank_admin href","show_movies","rank_user","rank_user href","show_predictions","show_movies 2","show_movies href"
",  Group N","2018-06-07 11:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Jiangmen Sports Hall, Jiangmen","https://women.volleybox.net/tr/jiangmen-sports-hall-a1057/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/brazil-russia-c10135","7 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","","","",""
",  Group S","2018-06-12 18:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","PalaSele, Eboli","https://women.volleybox.net/tr/palasele-a1046/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","Belçika","https://women.volleybox.net/tr/brazil-belgium-c10209","7 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","","","",""
",  Group S","2018-06-13 18:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","PalaSele, Eboli","https://women.volleybox.net/tr/palasele-a1046/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/brazil-thailand-c10211","7 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","","","",""
",  Group S","2018-06-14 21:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","PalaSele, Eboli","https://women.volleybox.net/tr/palasele-a1046/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/italy-brazil-c10214","7 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","","","",""
",  Final Round - Group A","2018-06-28 14:15","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/brazil-netherlands-c10251","6 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","","","",""
",  Final Round - Group A","2018-06-29 15:30","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/china-brazil-c10252","6 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","","","","","",""
",  semi-final","2018-06-30 10:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/brazil-turkey-c10256","6 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","1","","","","",""
",  3rd place match","2018-07-01 10:00","Voleybol Milletler Ligi 2018","https://women.volleybox.net/tr/women-volleyball-nations-league-2018-o5943/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/brazil-china-c10258","6 yıl önce önce  tarafından eklendi","Volleybox","https://women.volleybox.net/tr/user/Volleybox","1","","","","",""
",  Group C","2018-07-08 19:00","Pan American Cup 2018","https://women.volleybox.net/tr/women-pan-american-cup-2018-o5649/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/img/light-px.png","Meksika","https://women.volleybox.net/tr/brazil-mexico-c10268","6 yıl önce önce  tarafından eklendi","","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","","",""
",  Group C","2018-07-09 21:00","Pan American Cup 2018","https://women.volleybox.net/tr/women-pan-american-cup-2018-o5649/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","Kolombiya","https://women.volleybox.net/tr/brazil-colombia-c10272","6 yıl önce önce  tarafından eklendi","","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","","",""
",  Group C","2018-07-10 23:00","Pan American Cup 2018","https://women.volleybox.net/tr/women-pan-american-cup-2018-o5649/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/brazil-argentina-c10286","6 yıl önce önce  tarafından eklendi","","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","","",""
",  semi-final","2018-07-13 21:00","Pan American Cup 2018","https://women.volleybox.net/tr/women-pan-american-cup-2018-o5649/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/brazil-dominican-republic-c10321","6 yıl önce önce  tarafından eklendi","","","1","","","","",""
",  3rd place match","2018-07-14 17:00","Pan American Cup 2018","https://women.volleybox.net/tr/women-pan-american-cup-2018-o5649/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Kanada","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/canada-brazil-c10318","6 yıl önce önce  tarafından eklendi","","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","","",""
",  final - 1st match","2018-08-12 17:00","International Cup 2018","https://women.volleybox.net/tr/women-international-cup-2018-o9868/matches","Ginásio Nilson Nelson, Brasilia","https://women.volleybox.net/tr/ginasio-nilson-nelson-a52/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/brazil-usa-c97553","3 yıl önce önce  tarafından eklendi","","","","Marc1025","https://women.volleybox.net/tr/user/Marc1025","","",""
",  final - 2nd match","2018-08-15 02:00","International Cup 2018","https://women.volleybox.net/tr/women-international-cup-2018-o9868/matches","Ginásio Centro Olímpico, Uberaba","https://women.volleybox.net/tr/ginasio-centro-olimpico-a712/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/brazil-usa-c97554","3 yıl önce önce  tarafından eklendi","","","","Marc1025","https://women.volleybox.net/tr/user/Marc1025","","",""
",  final - 4th match","2018-08-17 02:30","International Cup 2018","https://women.volleybox.net/tr/women-international-cup-2018-o9868/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/brazil-usa-c97556","3 yıl önce önce  tarafından eklendi","","","","Marc1025","https://women.volleybox.net/tr/user/Marc1025","","",""
",  final - 3rd match","2018-08-17 03:00","International Cup 2018","https://women.volleybox.net/tr/women-international-cup-2018-o9868/matches","Ginásio Centro Olímpico, Uberaba","https://women.volleybox.net/tr/ginasio-centro-olimpico-a712/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/brazil-usa-c97555","3 yıl önce önce  tarafından eklendi","","","","Marc1025","https://women.volleybox.net/tr/user/Marc1025","","",""
",  3rd place match","2018-09-09 15:30","Montreux Volley Masters 2018","https://women.volleybox.net/tr/women-montreux-volley-masters-2018-o4288/matches","Pierrier Sports Hall, Montreux","https://women.volleybox.net/tr/pierrier-sports-hall-a96/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/turkey-brazil-c11014","6 yıl önce önce  tarafından eklendi","","","","","","","",""
",  Group D","2018-09-29 07:40","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Hamamatsu Arena, Hamamatsu","https://women.volleybox.net/tr/hamamatsu-arena-a260/matches","Porto Riko","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/puerto-rico-brazil-c9735","7 yıl önce önce  tarafından eklendi","","","2","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","11","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256121105"
",  Group D","2018-09-30 07:40","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Hamamatsu Arena, Hamamatsu","https://women.volleybox.net/tr/hamamatsu-arena-a260/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/brazil-dominican-republic-c9747","7 yıl önce önce  tarafından eklendi","","","1","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","11","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256121219"
",  Group D","2018-10-01 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Hamamatsu Arena, Hamamatsu","https://women.volleybox.net/tr/hamamatsu-arena-a260/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/serbia-brazil-c9761","7 yıl önce önce  tarafından eklendi","","","1","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","8","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256121557"
",  Group D","2018-10-03 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Hamamatsu Arena, Hamamatsu","https://women.volleybox.net/tr/hamamatsu-arena-a260/matches","Kenya","https://women.volleybox.net/tr/kenya-t937/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/kenya-brazil-c9783","7 yıl önce önce  tarafından eklendi","","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","9","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256122122"
",  Group D","2018-10-04 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Hamamatsu Arena, Hamamatsu","https://women.volleybox.net/tr/hamamatsu-arena-a260/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/kazakhstan-t934/matches","https://volleybox.net/media/img/light-px.png","Kazakistan","https://women.volleybox.net/tr/brazil-kazakhstan-c9795","7 yıl önce önce  tarafından eklendi","","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","8","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256122389"
",  Group E","2018-10-07 07:25","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Nagoya City Gymnasium, Nagoya City Aichi","https://women.volleybox.net/tr/nagoya-city-gymnasium-a269/matches","Almanya","https://women.volleybox.net/tr/germany-t853/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/germany-brazil-c11133","6 yıl önce önce  tarafından eklendi","","","1","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","8","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256122695"
",  Group E","2018-10-08 07:25","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Nagoya City Gymnasium, Nagoya City Aichi","https://women.volleybox.net/tr/nagoya-city-gymnasium-a269/matches","Meksika","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/mexico-brazil-c11141","6 yıl önce önce  tarafından eklendi","","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","8","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256122814"
",  Group E","2018-10-10 07:25","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Nagoya City Gymnasium, Nagoya City Aichi","https://women.volleybox.net/tr/nagoya-city-gymnasium-a269/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/netherlands-brazil-c11149","6 yıl önce önce  tarafından eklendi","","","","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","11","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256123259"
",  Group E","2018-10-11 13:20","Dünya Şampiyonası 2018","https://women.volleybox.net/tr/women-world-championships-2018-o4072/matches","Nagoya City Gymnasium, Nagoya City Aichi","https://women.volleybox.net/tr/nagoya-city-gymnasium-a269/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/japan-brazil-c11161","6 yıl önce önce  tarafından eklendi","","","1","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","11","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256123740"
