"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies","show_movies href","show_movies 2","show_movies 3","connected_by","rank_moderator","rank_moderator href"
",  Week Three","2023-07-01 04:30","Voleybol Milletler Ligi 2023","https://women.volleybox.net/tr/women-volleyball-nations-league-2023-o25385/matches","West Suwon Chilbo Gymnasium, Suwon","https://women.volleybox.net/tr/west-suwon-chilbo-gymnasium-a6087/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/serbia-dominican-republic-c170977","126","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256575003","1","2","2 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Group A","2023-07-04 22:30","Orta Amerika ve Karayip Oyunları 2023","https://women.volleybox.net/tr/women-central-american-and-caribbean-games-2023-o25638/matches","Palacio de los Deportes Carlos El Famoso Hernández, San Salvador","https://women.volleybox.net/tr/palacio-de-los-deportes-carlos-el-famoso-hernandez-a6388/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/costa-rica-t778/matches","https://volleybox.net/media/img/light-px.png","Kosta Rika","https://women.volleybox.net/tr/dominican-republic-costa-rica-c178200","","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Group A","2023-07-06 02:00","Orta Amerika ve Karayip Oyunları 2023","https://women.volleybox.net/tr/women-central-american-and-caribbean-games-2023-o25638/matches","Palacio de los Deportes Carlos El Famoso Hernández, San Salvador","https://women.volleybox.net/tr/palacio-de-los-deportes-carlos-el-famoso-hernandez-a6388/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/img/light-px.png","Meksika","https://women.volleybox.net/tr/dominican-republic-mexico-c178202","","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Group A","2023-07-07 02:00","Orta Amerika ve Karayip Oyunları 2023","https://women.volleybox.net/tr/women-central-american-and-caribbean-games-2023-o25638/matches","Palacio de los Deportes Carlos El Famoso Hernández, San Salvador","https://women.volleybox.net/tr/palacio-de-los-deportes-carlos-el-famoso-hernandez-a6388/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/dominican-republic-puerto-rico-c178204","","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  semi-final","2023-07-08 02:00","Orta Amerika ve Karayip Oyunları 2023","https://women.volleybox.net/tr/women-central-american-and-caribbean-games-2023-o25638/matches","Palacio de los Deportes Carlos El Famoso Hernández, San Salvador","https://women.volleybox.net/tr/palacio-de-los-deportes-carlos-el-famoso-hernandez-a6388/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/cuba-t787/matches","https://volleybox.net/media/img/light-px.png","Küba","https://women.volleybox.net/tr/dominican-republic-cuba-c178942","","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  final","2023-07-09 00:30","Orta Amerika ve Karayip Oyunları 2023","https://women.volleybox.net/tr/women-central-american-and-caribbean-games-2023-o25638/matches","Palacio de los Deportes Carlos El Famoso Hernández, San Salvador","https://women.volleybox.net/tr/palacio-de-los-deportes-carlos-el-famoso-hernandez-a6388/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/dominican-republic-puerto-rico-c178970","","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Group B","2023-08-08 02:00","Pan American Cup 2023","https://women.volleybox.net/tr/women-pan-american-cup-2023-o23287/matches","Auditorio Juan Pachín Vicéns, Ponce","https://women.volleybox.net/tr/auditorio-juan-pachin-vicens-a6448/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/chile-t757/matches","https://volleybox.net/media/img/light-px.png","Şili","https://women.volleybox.net/tr/dominican-republic-chile-c182845","47","","","1","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Group B","2023-08-09 03:00","Pan American Cup 2023","https://women.volleybox.net/tr/women-pan-american-cup-2023-o23287/matches","Auditorio Juan Pachín Vicéns, Ponce","https://women.volleybox.net/tr/auditorio-juan-pachin-vicens-a6448/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/dominican-republic-argentina-c182864","49","","","1","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Group B","2023-08-10 03:00","Pan American Cup 2023","https://women.volleybox.net/tr/women-pan-american-cup-2023-o23287/matches","Auditorio Juan Pachín Vicéns, Ponce","https://women.volleybox.net/tr/auditorio-juan-pachin-vicens-a6448/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/img/light-px.png","Meksika","https://women.volleybox.net/tr/dominican-republic-mexico-c182857","53","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Group B","2023-08-11 03:00","Pan American Cup 2023","https://women.volleybox.net/tr/women-pan-american-cup-2023-o23287/matches","Auditorio Juan Pachín Vicéns, Ponce","https://women.volleybox.net/tr/auditorio-juan-pachin-vicens-a6448/matches","Porto Riko","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/puerto-rico-dominican-republic-c182873","51","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  semi-final","2023-08-13 03:00","Pan American Cup 2023","https://women.volleybox.net/tr/women-pan-american-cup-2023-o23287/matches","Auditorio Juan Pachín Vicéns, Ponce","https://women.volleybox.net/tr/auditorio-juan-pachin-vicens-a6448/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/puerto-rico-dominican-republic-c186473","28","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  3rd place match","2023-08-13 23:00","Pan American Cup 2023","https://women.volleybox.net/tr/women-pan-american-cup-2023-o23287/matches","Auditorio Juan Pachín Vicéns, Ponce","https://women.volleybox.net/tr/auditorio-juan-pachin-vicens-a6448/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/usa-dominican-republic-c186787","21","","","","","1 yıl önce önce  tarafından eklendi","",""
",  Round Robin","2023-08-21 02:00","NORCECA Pan American Cup Final Six 2023","https://women.volleybox.net/tr/women-norceca-pan-american-cup-final-six-2023-o30977/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/img/light-px.png","Meksika","https://women.volleybox.net/tr/dominican-republic-mexico-c185516","34","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Round Robin","2023-08-22 02:00","NORCECA Pan American Cup Final Six 2023","https://women.volleybox.net/tr/women-norceca-pan-american-cup-final-six-2023-o30977/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/cuba-t787/matches","https://volleybox.net/media/img/light-px.png","Küba","https://women.volleybox.net/tr/dominican-republic-cuba-c185519","32","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Round Robin","2023-08-24 21:00","NORCECA Pan American Cup Final Six 2023","https://women.volleybox.net/tr/women-norceca-pan-american-cup-final-six-2023-o30977/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","Kanada","https://women.volleybox.net/tr/dominican-republic-canada-c185525","34","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Round Robin","2023-08-25 04:00","NORCECA Pan American Cup Final Six 2023","https://women.volleybox.net/tr/women-norceca-pan-american-cup-final-six-2023-o30977/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/dominican-republic-usa-c185528","33","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Round Robin","2023-08-25 18:00","NORCECA Pan American Cup Final Six 2023","https://women.volleybox.net/tr/women-norceca-pan-american-cup-final-six-2023-o30977/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/dominican-republic-puerto-rico-c185522","34","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  semi-final","2023-08-26 03:00","NORCECA Pan American Cup Final Six 2023","https://women.volleybox.net/tr/women-norceca-pan-american-cup-final-six-2023-o30977/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/cuba-t787/matches","https://volleybox.net/media/img/light-px.png","Küba","https://women.volleybox.net/tr/dominican-republic-cuba-c189426","12","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  final","2023-08-27 02:00","NORCECA Pan American Cup Final Six 2023","https://women.volleybox.net/tr/women-norceca-pan-american-cup-final-six-2023-o30977/matches","Palacio del Voleibol Prof. Ricardo G. Arias, Santo Domingo","https://women.volleybox.net/tr/palacio-del-voleibol-prof-ricardo-g-arias-a136/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/dominican-republic-usa-c189456","20","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Group B","2023-08-30","NORCECA Şampiyonası 2023","https://women.volleybox.net/tr/women-norceca-championships-2023-o23288/matches","PEPS Amphitheatre Desjardins Universite Laval, Quebec","https://women.volleybox.net/tr/peps-amphitheatre-desjardins-universite-laval-a5194/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/cuba-t787/matches","https://volleybox.net/media/img/light-px.png","Küba","https://women.volleybox.net/tr/dominican-republic-cuba-c186343","31","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Group B","2023-08-31","NORCECA Şampiyonası 2023","https://women.volleybox.net/tr/women-norceca-championships-2023-o23288/matches","PEPS Amphitheatre Desjardins Universite Laval, Quebec","https://women.volleybox.net/tr/peps-amphitheatre-desjardins-universite-laval-a5194/matches","Kosta Rika","https://women.volleybox.net/tr/costa-rica-t778/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/costa-rica-dominican-republic-c186345","32","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Group B","2023-09-01 02:30","NORCECA Şampiyonası 2023","https://women.volleybox.net/tr/women-norceca-championships-2023-o23288/matches","PEPS Amphitheatre Desjardins Universite Laval, Quebec","https://women.volleybox.net/tr/peps-amphitheatre-desjardins-universite-laval-a5194/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/usa-dominican-republic-c186347","32","","","1","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Playoff 3-6","2023-09-02 02:30","NORCECA Şampiyonası 2023","https://women.volleybox.net/tr/women-norceca-championships-2023-o23288/matches","PEPS Amphitheatre Desjardins Universite Laval, Quebec","https://women.volleybox.net/tr/peps-amphitheatre-desjardins-universite-laval-a5194/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/img/light-px.png","Meksika","https://women.volleybox.net/tr/dominican-republic-mexico-c190019","26","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  semi-final","2023-09-03 02:30","NORCECA Şampiyonası 2023","https://women.volleybox.net/tr/women-norceca-championships-2023-o23288/matches","PEPS Amphitheatre Desjardins Universite Laval, Quebec","https://women.volleybox.net/tr/peps-amphitheatre-desjardins-universite-laval-a5194/matches","Kanada","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/canada-dominican-republic-c190115","20","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  final","2023-09-03 23:30","NORCECA Şampiyonası 2023","https://women.volleybox.net/tr/women-norceca-championships-2023-o23288/matches","PEPS Amphitheatre Desjardins Universite Laval, Quebec","https://women.volleybox.net/tr/peps-amphitheatre-desjardins-universite-laval-a5194/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/usa-dominican-republic-c190203","18","","","","","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid"
",  Group B","2023-10-22 02:30","Pan Amerikan Oyunları 2023","https://women.volleybox.net/tr/women-pan-american-games-2023-o23282/matches","Arena Parque O'Higgins, Santiago","https://women.volleybox.net/tr/arena-parque-ohiggins-a6773/matches","Şili","https://women.volleybox.net/tr/chile-t757/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/chile-dominican-republic-c197038","","1","https://wrs-panam2023-resources.s3.us-west-2.amazonaws.com/santiago/reports/VVOWTEAM6-------------GP02000200--.C83_1_0.pdf","","","1 yıl önce önce  tarafından eklendi","",""
",  Group B","2023-10-22 23:30","Pan Amerikan Oyunları 2023","https://women.volleybox.net/tr/women-pan-american-games-2023-o23282/matches","Arena Parque O'Higgins, Santiago","https://women.volleybox.net/tr/arena-parque-ohiggins-a6773/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/img/light-px.png","Meksika","https://women.volleybox.net/tr/dominican-republic-mexico-c197041","","1","https://wrs-panam2023-resources.s3.us-west-2.amazonaws.com/santiago/reports/VVOWTEAM6-------------GP02000300--.C83_1_0.pdf","","","1 yıl önce önce  tarafından eklendi","",""
",  Group B","2023-10-23 23:30","Pan Amerikan Oyunları 2023","https://women.volleybox.net/tr/women-pan-american-games-2023-o23282/matches","Arena Parque O'Higgins, Santiago","https://women.volleybox.net/tr/arena-parque-ohiggins-a6773/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","Kolombiya","https://women.volleybox.net/tr/dominican-republic-colombia-c197045","","1","https://wrs-panam2023-resources.s3.us-west-2.amazonaws.com/santiago/reports/VVOWTEAM6-------------GP02000500--.C83_1_0.pdf","","","1 yıl önce önce  tarafından eklendi","",""
",  Group A","2023-10-25 02:00","Pan Amerikan Oyunları 2023","https://women.volleybox.net/tr/women-pan-american-games-2023-o23282/matches","Arena Parque O'Higgins, Santiago","https://women.volleybox.net/tr/arena-parque-ohiggins-a6773/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/dominican-republic-brazil-c206176","","","","1","","1 yıl önce önce  tarafından eklendi","",""
