"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies","show_movies href","show_movies 2","show_movies 3","connected_by","rank_moderator","rank_moderator href","rank_newbie","rank_newbie href"
",  Week Three","2023-07-02 16:30","Voleybol Milletler Ligi 2023","https://women.volleybox.net/tr/women-volleyball-nations-league-2023-o25385/matches","Indoor Stadium Huamark, Bangkok","https://women.volleybox.net/tr/indoor-stadium-huamark-a408/matches","Tayland","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/thailand-brazil-c170988","132","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256575809","1","2","2 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid","",""
",  quarterfinal","2023-07-13 18:30","Voleybol Milletler Ligi 2023","https://women.volleybox.net/tr/women-volleyball-nations-league-2023-o25385/matches","College Park Center, Arlington","https://women.volleybox.net/tr/college-park-center-a5396/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/china-brazil-c178649","116","1","https://women.volleybox.net/tr/frame/match_report/0/45851","1","2","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid","",""
",  Group A","2023-07-30 15:00","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Chengdu University Gymnasium, Chengdu","https://women.volleybox.net/tr/chengdu-university-gymnasium-a6466/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/poland-brazil-c183504","","1","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-07-30~2023-07-30~224206683~DT_PDF~C73~VVOWTEAM6-------------GPA-000100--~~~6~P~.pdf","","","1 yıl önce önce  tarafından eklendi","","","",""
",  Group A","2023-08-01 15:00","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Xihua University Gymnasium, Chengdu","https://women.volleybox.net/tr/xihua-university-gymnasium-a6468/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/chinese-taipei-t2546/matches","https://volleybox.net/media/img/light-px.png","Çin Taipei","https://women.volleybox.net/tr/brazil-chinese-taipei-c183514","","1","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-08-01~2023-08-01~212723912~DT_PDF~C73~VVOWTEAM6-------------GPA-000300--~~~1~P~.pdf","","","1 yıl önce önce  tarafından eklendi","","","",""
",  quarterfinal","2023-08-03 12:30","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Xipu Campus Gymnasium, Chengdu","https://women.volleybox.net/tr/xipu-campus-gymnasium-a6464/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/hong-kong-t895/matches","https://volleybox.net/media/img/light-px.png","Hong Kong","https://women.volleybox.net/tr/brazil-hong-kong-c183756","","1","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-08-03~2023-08-03~185750787~DT_PDF~C73~VVOWTEAM6-------------QFNL000100--~~~1~P~.pdf","","","1 yıl önce önce  tarafından eklendi","","","",""
",  semi-final","2023-08-04 12:30","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Xipu Campus Gymnasium, Chengdu","https://women.volleybox.net/tr/xipu-campus-gymnasium-a6464/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/brazil-japan-c184059","","1","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-08-04~2023-08-04~195350448~DT_PDF~C73~VVOWTEAM6-------------SFNL000100--~~~1~P~.pdf","","","1 yıl önce önce  tarafından eklendi","","","",""
",  3rd place match","2023-08-06 12:00","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Xipu Campus Gymnasium, Chengdu","https://women.volleybox.net/tr/xipu-campus-gymnasium-a6464/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/brazil-poland-c184476","","1","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-08-06~2023-08-06~190736980~DT_PDF~C73~VVOWTEAM6-------------FNL-000200--~~~1~P~.pdf","","","1 yıl önce önce  tarafından eklendi","","","",""
",  Round Robin","2023-08-20 02:30","Güney Amerika Şampiyonası 2023","https://women.volleybox.net/tr/women-south-american-championships-2023-o30253/matches","Ginásio Geraldo Magalhães - Geraldão, Recife","https://women.volleybox.net/tr/ginasio-geraldo-magalhaes-geraldao-a847/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/chile-t757/matches","https://volleybox.net/media/img/light-px.png","Şili","https://women.volleybox.net/tr/brazil-chile-c181401","","","","1","","1 yıl önce önce  tarafından eklendi","","","marianacohen","https://women.volleybox.net/tr/user/marianacohen"
",  Round Robin","2023-08-21 00:30","Güney Amerika Şampiyonası 2023","https://women.volleybox.net/tr/women-south-american-championships-2023-o30253/matches","Ginásio Geraldo Magalhães - Geraldão, Recife","https://women.volleybox.net/tr/ginasio-geraldo-magalhaes-geraldao-a847/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/brazil-argentina-c181403","","","","1","","1 yıl önce önce  tarafından eklendi","","","marianacohen","https://women.volleybox.net/tr/user/marianacohen"
",  Round Robin","2023-08-23 02:30","Güney Amerika Şampiyonası 2023","https://women.volleybox.net/tr/women-south-american-championships-2023-o30253/matches","Ginásio Geraldo Magalhães - Geraldão, Recife","https://women.volleybox.net/tr/ginasio-geraldo-magalhaes-geraldao-a847/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/peru-t1108/matches","https://volleybox.net/media/img/light-px.png","Peru","https://women.volleybox.net/tr/brazil-peru-c181407","","","","1","","1 yıl önce önce  tarafından eklendi","","","marianacohen","https://women.volleybox.net/tr/user/marianacohen"
",  Round Robin","2023-08-24 02:30","Güney Amerika Şampiyonası 2023","https://women.volleybox.net/tr/women-south-american-championships-2023-o30253/matches","Ginásio Geraldo Magalhães - Geraldão, Recife","https://women.volleybox.net/tr/ginasio-geraldo-magalhaes-geraldao-a847/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","Kolombiya","https://women.volleybox.net/tr/brazil-colombia-c181409","","","","1","1","1 yıl önce önce  tarafından eklendi","","","marianacohen","https://women.volleybox.net/tr/user/marianacohen"
",  Group 2","2023-09-16 13:00","Dünya Kupası 2023","https://women.volleybox.net/tr/women-fivb-world-cup-2023-o40052/matches","Yoyogi National Gymnasium, Shibuya Tokyo","https://women.volleybox.net/tr/yoyogi-national-gymnasium-a283/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/brazil-argentina-c297638","","","","","","1 ay önce önce  tarafından eklendi","","","",""
",  Group 2","2023-09-17 16:00","Dünya Kupası 2023","https://women.volleybox.net/tr/women-fivb-world-cup-2023-o40052/matches","Yoyogi National Gymnasium, Shibuya Tokyo","https://women.volleybox.net/tr/yoyogi-national-gymnasium-a283/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/peru-t1108/matches","https://volleybox.net/media/img/light-px.png","Peru","https://women.volleybox.net/tr/brazil-peru-c297647","","","","","","1 ay önce önce  tarafından eklendi","","","",""
",  Group 2","2023-09-19 16:00","Dünya Kupası 2023","https://women.volleybox.net/tr/women-fivb-world-cup-2023-o40052/matches","Yoyogi National Gymnasium, Shibuya Tokyo","https://women.volleybox.net/tr/yoyogi-national-gymnasium-a283/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/bulgaria-t730/matches","https://volleybox.net/media/img/light-px.png","Bulgaristan","https://women.volleybox.net/tr/brazil-bulgaria-c297651","","","","","","1 ay önce önce  tarafından eklendi","","","",""
",  Group A","2023-10-21 16:30","Pan Amerikan Oyunları 2023","https://women.volleybox.net/tr/women-pan-american-games-2023-o23282/matches","Arena Parque O'Higgins, Santiago","https://women.volleybox.net/tr/arena-parque-ohiggins-a6773/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/cuba-t787/matches","https://volleybox.net/media/img/light-px.png","Küba","https://women.volleybox.net/tr/brazil-cuba-c197035","","1","https://wrs-panam2023-resources.s3.us-west-2.amazonaws.com/santiago/reports/VVOWTEAM6-------------GP01000100--.C83_1_0.pdf","2","2","1 yıl önce önce  tarafından eklendi","","","marianacohen","https://women.volleybox.net/tr/user/marianacohen"
",  Group A","2023-10-22 19:30","Pan Amerikan Oyunları 2023","https://women.volleybox.net/tr/women-pan-american-games-2023-o23282/matches","Arena Parque O'Higgins, Santiago","https://women.volleybox.net/tr/arena-parque-ohiggins-a6773/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/brazil-argentina-c197040","","1","https://wrs-panam2023-resources.s3.us-west-2.amazonaws.com/santiago/reports/VVOWTEAM6-------------GP01000400--.C83_1_0.pdf","1","1","1 yıl önce önce  tarafından eklendi","","","marianacohen","https://women.volleybox.net/tr/user/marianacohen"
",  Group A","2023-10-23 16:30","Pan Amerikan Oyunları 2023","https://women.volleybox.net/tr/women-pan-american-games-2023-o23282/matches","Arena Parque O'Higgins, Santiago","https://women.volleybox.net/tr/arena-parque-ohiggins-a6773/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/brazil-puerto-rico-c197043","","1","https://wrs-panam2023-resources.s3.us-west-2.amazonaws.com/santiago/reports/VVOWTEAM6-------------GP01000500--.C83_1_0.pdf","1","","1 yıl önce önce  tarafından eklendi","","","marianacohen","https://women.volleybox.net/tr/user/marianacohen"
",  Group A","2023-10-25 02:00","Pan Amerikan Oyunları 2023","https://women.volleybox.net/tr/women-pan-american-games-2023-o23282/matches","Arena Parque O'Higgins, Santiago","https://women.volleybox.net/tr/arena-parque-ohiggins-a6773/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/dominican-republic-brazil-c206176","","","","1","","1 yıl önce önce  tarafından eklendi","","","GONÇALVES","https://women.volleybox.net/tr/user/Ruanna"
