"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","connected_by","rank_user","show_predictions","show_movies","show_movies href","show_movies 2","rank_editor","rank_editor href"
",  round robin - 9th round","2021-06-08 22:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/italy-usa-c70083","4 yıl önce önce  tarafından eklendi","S…k","56","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256312389","","",""
",  round robin - 10th round","2021-06-12 16:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","Belçika","https://women.volleybox.net/tr/usa-belgium-c70088","4 yıl önce önce  tarafından eklendi","S…k","59","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256313582","","",""
",  round robin - 11th round","2021-06-13 13:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/usa-japan-c70094","4 yıl önce önce  tarafından eklendi","S…k","56","1","https://usavolleyball.org/wp-content/uploads/2021/06/6-13-21-vnl-USAW-vs-JPN-Match-report.pdf","","",""
",  round robin - 12nd round","2021-06-14 22:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/usa-turkey-c70108","4 yıl önce önce  tarafından eklendi","S…k","58","1","https://usavolleyball.org/wp-content/uploads/2021/06/6-14-21-vnl-USAW-vs-TUR-Match-report.pdf","","",""
",  round robin - 13rd round","2021-06-18 19:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/poland-usa-c70116","4 yıl önce önce  tarafından eklendi","S…k","57","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256314197","","",""
",  round robin - 14th round","2021-06-19 13:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/usa-russia-c70120","4 yıl önce önce  tarafından eklendi","S…k","55","1","https://usavolleyball.org/wp-content/uploads/2021/06/6-19-21-WVNL-USAvRUS.pdf","1","",""
",  round robin - 15th round","2021-06-20 13:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/china-usa-c70130","4 yıl önce önce  tarafından eklendi","S…k","55","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256314329","","",""
",  semi-final","2021-06-24 20:30","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/usa-turkey-c74982","3 yıl önce önce  tarafından eklendi","S…k","56","1","https://usavolleyball.org/wp-content/uploads/2021/06/6-24-21-vnl-USAW-vs-TUR-Match-report.pdf","3","",""
",  final","2021-06-25 20:30","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/brazil-usa-c75208","3 yıl önce önce  tarafından eklendi","S…k","50","","","2","",""
",  Group B","2021-07-25 05:05","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/usa-argentina-c40154","4 yıl önce önce  tarafından eklendi","","72","1","https://olympics.com/tokyo-2020/olympic-games/en/results/volleyball/result-women-gpb-000200-.htm","1","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group B","2021-07-27 05:05","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/china-usa-c40167","4 yıl önce önce  tarafından eklendi","","76","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256318521","2","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group B","2021-07-29 15:45","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/usa-turkey-c40171","4 yıl önce önce  tarafından eklendi","","72","1","https://olympics.com/tokyo-2020/olympic-games/resOG2020-/pdf/OG2020-/VVO/OG2020-_VVO_C73_VVOWTEAM6-------------GPB-000900--.pdf","3","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group B","2021-07-31 05:05","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/usa-russia-c40172","4 yıl önce önce  tarafından eklendi","","75","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256319349","1","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group B","2021-08-02 05:05","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/usa-italy-c40175","4 yıl önce önce  tarafından eklendi","","74","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256319801","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  quarterfinal","2021-08-04 07:00","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/dominican-republic-usa-c80010","3 yıl önce önce  tarafından eklendi","","54","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256319987","","swissvolleyfan","https://women.volleybox.net/tr/user/swissvolleyfan"
",  semi-final","2021-08-06 07:00","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/serbia-usa-c80058","3 yıl önce önce  tarafından eklendi","","45","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256320320","1","swissvolleyfan","https://women.volleybox.net/tr/user/swissvolleyfan"
",  final","2021-08-08 07:30","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/brazil-usa-c80103","3 yıl önce önce  tarafından eklendi","S…k","41","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256321067","1","",""
",  Group A","2021-08-26 22:00","NORCECA Şampiyonası 2021","https://women.volleybox.net/tr/women-norceca-championships-2021-o21588/matches","Arena Astros, Guadalajara","https://women.volleybox.net/tr/arena-astros-a3744/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/usa-puerto-rico-c81942","3 yıl önce önce  tarafından eklendi","","","1","http://norceca.net/2021%20Events/NORCECA%20Continetals%20Champ/Women-Guadalajara%20Mexico/Stats/P2%20MATCH%201.pdf","1","",""
",  Group A","2021-08-28 01:30","NORCECA Şampiyonası 2021","https://women.volleybox.net/tr/women-norceca-championships-2021-o21588/matches","Arena Astros, Guadalajara","https://women.volleybox.net/tr/arena-astros-a3744/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","Kanada","https://women.volleybox.net/tr/usa-canada-c81946","3 yıl önce önce  tarafından eklendi","","","1","https://www.norceca.net/2021%20Events/NORCECA%20Continetals%20Champ/Women-Guadalajara%20Mexico/Stats/WNOR2021%20-%20Match%205%20-%20P-3%20(Match%20players%20ranking).pdf","1","",""
",  quarterfinal","2021-08-30 01:30","NORCECA Şampiyonası 2021","https://women.volleybox.net/tr/women-norceca-championships-2021-o21588/matches","Arena Astros, Guadalajara","https://women.volleybox.net/tr/arena-astros-a3744/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/costa-rica-t778/matches","https://volleybox.net/media/img/light-px.png","Kosta Rika","https://women.volleybox.net/tr/usa-costa-rica-c82249","3 yıl önce önce  tarafından eklendi","","","","","2","",""
",  semi-final","2021-08-31 04:00","NORCECA Şampiyonası 2021","https://women.volleybox.net/tr/women-norceca-championships-2021-o21588/matches","Arena Astros, Guadalajara","https://women.volleybox.net/tr/arena-astros-a3744/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/dominican-republic-usa-c82343","3 yıl önce önce  tarafından eklendi","","","1","https://www.norceca.net/2021%20Events/NORCECA%20Continetals%20Champ/Women-Guadalajara%20Mexico/Stats/WNOR2021%20-%20Match%2014%20-%20P-3%20(Match%20players%20ranking).pdf","","",""
",  3rd place match","2021-09-01 01:30","NORCECA Şampiyonası 2021","https://women.volleybox.net/tr/women-norceca-championships-2021-o21588/matches","Arena Astros, Guadalajara","https://women.volleybox.net/tr/arena-astros-a3744/matches","Kanada","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/canada-usa-c82389","3 yıl önce önce  tarafından eklendi","","","","","","",""
