"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","connected_by","rank_newbie","rank_newbie href"
",  Group A","2014-09-25 16:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","PalaLottomatica, Rome","https://women.volleybox.net/tr/palalottomatica-a240/matches","Arjantin","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/argentina-italy-c32029","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group A","2014-09-27 16:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","PalaLottomatica, Rome","https://women.volleybox.net/tr/palalottomatica-a240/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/germany-t853/matches","https://volleybox.net/media/img/light-px.png","Almanya","https://women.volleybox.net/tr/italy-germany-c32032","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group A","2014-09-28 16:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","PalaLottomatica, Rome","https://women.volleybox.net/tr/palalottomatica-a240/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/italy-dominican-republic-c32035","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group E","2014-10-01 16:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","PalaFlorio, Bari","https://women.volleybox.net/tr/palaflorio-a199/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/azerbaijan-t682/matches","https://volleybox.net/media/img/light-px.png","Azerbaycan","https://women.volleybox.net/tr/italy-azerbaijan-c32083","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group E","2014-10-02 16:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","PalaFlorio, Bari","https://women.volleybox.net/tr/palaflorio-a199/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","Belçika","https://women.volleybox.net/tr/italy-belgium-c32087","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group E","2014-10-04 16:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","PalaFlorio, Bari","https://women.volleybox.net/tr/palaflorio-a199/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/italy-japan-c32091","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group E","2014-10-05 16:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","PalaFlorio, Bari","https://women.volleybox.net/tr/palaflorio-a199/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/italy-china-c32095","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group G","2014-10-08 16:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","Unipol Forum, Milan","https://women.volleybox.net/tr/unipol-forum-a222/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/italy-usa-c32014","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group G","2014-10-10 16:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","Unipol Forum, Milan","https://women.volleybox.net/tr/unipol-forum-a222/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/italy-russia-c32016","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  semi-final","2014-10-11 16:45","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","Unipol Forum, Milan","https://women.volleybox.net/tr/unipol-forum-a222/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/italy-china-c32018","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  3rd place match","2014-10-12 13:30","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","Unipol Forum, Milan","https://women.volleybox.net/tr/unipol-forum-a222/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/italy-brazil-c574","9 yıl önce önce  tarafından eklendi","",""
