"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","connected_by","rank_user","show_predictions","show_movies 2","show_movies href"
",  Group Q","2019-06-20 16:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","TVF Ziraat Bankkart Voleybol Salonu, Ankara","https://women.volleybox.net/tr/tvf-ziraat-bankkart-voleybol-salonu-a546/matches","Belçika","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/upload/teams/nt_flag_Belgium.png","3 : 2","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","İtalya","https://women.volleybox.net/tr/belgium-italy-c16023","6 yıl önce önce  tarafından eklendi","S…k","18","",""
",  Group A1","2019-07-04 15:30","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","0 : 3","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/upload/teams/nt_flag_Turkey.png","Türkiye","https://women.volleybox.net/tr/italy-turkey-c16484","5 yıl önce önce  tarafından eklendi","S…k","21","",""
",  Group A1","2019-07-05 09:30","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/upload/teams/nt_flag_China.png","3 : 1","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","İtalya","https://women.volleybox.net/tr/china-italy-c16485","5 yıl önce önce  tarafından eklendi","S…k","21","",""
",  Group D","2019-07-05 21:00","FISU Dünya Üniversite Oyunları 2019","https://women.volleybox.net/tr/women-fisu-world-university-games-2019-o8878/matches","PalaSele, Eboli","https://women.volleybox.net/tr/palasele-a1046/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/upload/teams/nt_flag_United_States.png","0 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","İtalya","https://women.volleybox.net/tr/usa-italy-c16613","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  Group D","2019-07-06 21:00","FISU Dünya Üniversite Oyunları 2019","https://women.volleybox.net/tr/women-fisu-world-university-games-2019-o8878/matches","PalaSele, Eboli","https://women.volleybox.net/tr/palasele-a1046/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","1 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/upload/teams/nt_flag_Japan.png","Japonya","https://women.volleybox.net/tr/italy-japan-c16629","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  Group D","2019-07-07 18:30","FISU Dünya Üniversite Oyunları 2019","https://women.volleybox.net/tr/women-fisu-world-university-games-2019-o8878/matches","PalaSele, Eboli","https://women.volleybox.net/tr/palasele-a1046/matches","İsviçre","https://women.volleybox.net/tr/switzerland-t1201/matches","https://volleybox.net/media/upload/teams/nt_flag_Switzerland.png","0 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","İtalya","https://women.volleybox.net/tr/switzerland-italy-c16641","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  quarterfinal","2019-07-09 18:30","FISU Dünya Üniversite Oyunları 2019","https://women.volleybox.net/tr/women-fisu-world-university-games-2019-o8878/matches","PalaCoscioni, Nocera","https://women.volleybox.net/tr/palacoscioni-a1368/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/upload/teams/nt_flag_Brazil.png","0 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","İtalya","https://women.volleybox.net/tr/brazil-italy-c16701","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  semi-final","2019-07-10 21:00","FISU Dünya Üniversite Oyunları 2019","https://women.volleybox.net/tr/women-fisu-world-university-games-2019-o8878/matches","PalaSele, Eboli","https://women.volleybox.net/tr/palasele-a1046/matches","Macaristan","https://women.volleybox.net/tr/hungary-t898/matches","https://volleybox.net/media/upload/teams/nt_flag_Hungary.png","0 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","İtalya","https://women.volleybox.net/tr/hungary-italy-c16719","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  final","2019-07-12 21:30","FISU Dünya Üniversite Oyunları 2019","https://women.volleybox.net/tr/women-fisu-world-university-games-2019-o8878/matches","PalaSele, Eboli","https://women.volleybox.net/tr/palasele-a1046/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/upload/teams/nt_flag_Russian_Federation.png","3 : 1","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","İtalya","https://women.volleybox.net/tr/russia-italy-c16812","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  1st round","2019-08-15 21:00","Gloria Cup 2018/19","https://women.volleybox.net/tr/women-gloria-cup-2018-19-o9834/matches","Gloria Sport Arena, Antalya","https://women.volleybox.net/tr/gloria-sport-arena-a1321/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/upload/teams/nt_flag_Serbia.png","3 : 0","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","İtalya","https://women.volleybox.net/tr/serbia-italy-c18663","5 yıl önce önce  tarafından eklendi","","","",""
",  2nd round","2019-08-16 21:00","Gloria Cup 2018/19","https://women.volleybox.net/tr/women-gloria-cup-2018-19-o9834/matches","Gloria Sport Arena, Antalya","https://women.volleybox.net/tr/gloria-sport-arena-a1321/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/upload/teams/nt_flag_Turkey.png","3 : 0","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","İtalya","https://women.volleybox.net/tr/turkey-italy-c18661","5 yıl önce önce  tarafından eklendi","","","",""
",  3rd round","2019-08-17 19:00","Gloria Cup 2018/19","https://women.volleybox.net/tr/women-gloria-cup-2018-19-o9834/matches","Gloria Sport Arena, Antalya","https://women.volleybox.net/tr/gloria-sport-arena-a1321/matches","Hırvatistan","https://women.volleybox.net/tr/croatia-t784/matches","https://volleybox.net/media/upload/teams/nt_flag_Croatia.png","3 : 0","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","İtalya","https://women.volleybox.net/tr/croatia-italy-c18662","5 yıl önce önce  tarafından eklendi","","","",""
",  Group B","2019-08-23 19:30","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","Atlas Arena, Łódź","https://women.volleybox.net/tr/atlas-arena-a327/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","3 : 0","https://women.volleybox.net/tr/portugal-t1117/matches","https://volleybox.net/media/upload/teams/nt_flag_Portugal.png","Portekiz","https://women.volleybox.net/tr/italy-portugal-c14167","6 yıl önce önce  tarafından eklendi","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=32152"
",  Group B","2019-08-25 22:30","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","Atlas Arena, Łódź","https://women.volleybox.net/tr/atlas-arena-a327/matches","Ukrayna","https://women.volleybox.net/tr/ukraine-t1246/matches","https://volleybox.net/media/upload/teams/nt_flag_Ukraine.png","0 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","İtalya","https://women.volleybox.net/tr/ukraine-italy-c14173","6 yıl önce önce  tarafından eklendi","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=32157"
",  Group B","2019-08-26 20:00","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","Atlas Arena, Łódź","https://women.volleybox.net/tr/atlas-arena-a327/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/upload/teams/nt_flag_Italy.png","3 : 0","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/upload/teams/nt_flag_Belgium.png","Belçika","https://women.volleybox.net/tr/italy-belgium-c14174","6 yıl önce önce  tarafından eklendi","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=32158"
",  Group B","2019-08-27 21:30","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","Atlas Arena, Łódź","https://women.volleybox.net/tr/atlas-arena-a327/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/slovenia-t1174/matches","https://volleybox.net/media/img/light-px.png","Slovenya","https://women.volleybox.net/tr/italy-slovenia-c14177","6 yıl önce önce  tarafından eklendi","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=32161"
",  Group B","2019-08-29 21:30","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","Atlas Arena, Łódź","https://women.volleybox.net/tr/atlas-arena-a327/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/poland-italy-c14181","6 yıl önce önce  tarafından eklendi","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=32165"
",  1/8 round","2019-09-01 19:00","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","Zimný štadión Ondreja Nepelu, Bratislava","https://women.volleybox.net/tr/zimny-stadion-ondreja-nepelu-a9323/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/slovakia-t1171/matches","https://volleybox.net/media/img/light-px.png","Slovakya","https://women.volleybox.net/tr/italy-slovakia-c19196","5 yıl önce önce  tarafından eklendi","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=36910"
",  quarterfinal","2019-09-04 19:00","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","Atlas Arena, Łódź","https://women.volleybox.net/tr/atlas-arena-a327/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/italy-russia-c19286","5 yıl önce önce  tarafından eklendi","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=36916"
",  semi-final","2019-09-07 18:00","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","TVF Ziraat Bankkart Voleybol Salonu, Ankara","https://women.volleybox.net/tr/tvf-ziraat-bankkart-voleybol-salonu-a546/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/serbia-italy-c19434","5 yıl önce önce  tarafından eklendi","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=36920"
",  3rd place match","2019-09-08 18:00","Avrupa Şampiyonası 2019","https://women.volleybox.net/tr/women-european-championships-2019-o5975/matches","TVF Ziraat Bankkart Voleybol Salonu, Ankara","https://women.volleybox.net/tr/tvf-ziraat-bankkart-voleybol-salonu-a546/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/italy-poland-c19581","5 yıl önce önce  tarafından eklendi","","","1","https://www.cev.eu/Competition-Area/MatchStatistics.aspx?ID=36922"
