"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","connected_by","rank_newbie","rank_newbie href"
",  Final Round","2014-08-22 08:20","World Grand Prix 2014","https://women.volleybox.net/tr/women-world-grand-prix-2014-o413/matches","Ariake Coliseum, Koto Ward Tokyo","https://women.volleybox.net/tr/ariake-coliseum-a3358/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/turkey-russia-c31567","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Final Round","2014-08-23 11:00","World Grand Prix 2014","https://women.volleybox.net/tr/women-world-grand-prix-2014-o413/matches","Ariake Coliseum, Koto Ward Tokyo","https://women.volleybox.net/tr/ariake-coliseum-a3358/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/russia-brazil-c31571","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Final Round","2014-08-24 08:20","World Grand Prix 2014","https://women.volleybox.net/tr/women-world-grand-prix-2014-o413/matches","Ariake Coliseum, Koto Ward Tokyo","https://women.volleybox.net/tr/ariake-coliseum-a3358/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/china-russia-c31573","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group C","2014-09-23 13:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","AGSM Forum Pala Olimpia, Verona","https://women.volleybox.net/tr/agsm-forum-pala-olimpia-a253/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/russia-thailand-c32052","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group C","2014-09-24 13:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","AGSM Forum Pala Olimpia, Verona","https://women.volleybox.net/tr/agsm-forum-pala-olimpia-a253/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/img/light-px.png","Meksika","https://women.volleybox.net/tr/russia-mexico-c32055","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group C","2014-09-25 13:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","AGSM Forum Pala Olimpia, Verona","https://women.volleybox.net/tr/agsm-forum-pala-olimpia-a253/matches","Kazakistan","https://women.volleybox.net/tr/kazakhstan-t934/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/kazakhstan-russia-c32058","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group C","2014-09-27 13:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","AGSM Forum Pala Olimpia, Verona","https://women.volleybox.net/tr/agsm-forum-pala-olimpia-a253/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/russia-netherlands-c32061","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group C","2014-09-28 16:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","AGSM Forum Pala Olimpia, Verona","https://women.volleybox.net/tr/agsm-forum-pala-olimpia-a253/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/usa-russia-c32065","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group F","2014-10-01 16:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","PalaPanini, Modena","https://women.volleybox.net/tr/palapanini-a224/matches","Bulgaristan","https://women.volleybox.net/tr/bulgaria-t730/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/bulgaria-russia-c32100","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group F","2014-10-02 13:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","PalaPanini, Modena","https://women.volleybox.net/tr/palapanini-a224/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/turkey-russia-c32102","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group F","2014-10-04 16:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","AGSM Forum Pala Olimpia, Verona","https://women.volleybox.net/tr/agsm-forum-pala-olimpia-a253/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/brazil-russia-c32107","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group F","2014-10-05 13:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","AGSM Forum Pala Olimpia, Verona","https://women.volleybox.net/tr/agsm-forum-pala-olimpia-a253/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/serbia-russia-c32109","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group G","2014-10-09 16:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","Unipol Forum, Milan","https://women.volleybox.net/tr/unipol-forum-a222/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/usa-russia-c337","10 yıl önce önce  tarafından eklendi","",""
",  Group G","2014-10-10 16:00","Dünya Şampiyonası 2014","https://women.volleybox.net/tr/women-world-championships-2014-o370/matches","Unipol Forum, Milan","https://women.volleybox.net/tr/unipol-forum-a222/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/italy-russia-c32016","5 yıl önce önce  tarafından eklendi","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
