"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","connected_by","rank_user","show_predictions","show_movies","show_movies href","show_movies 2","rank_editor","rank_editor href"
",  round robin - 9th round","2021-06-08 20:30","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Belçika","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/belgium-serbia-c70084","4 yıl önce önce  tarafından eklendi","S…k","56","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256312382","1","",""
",  round robin - 10th round","2021-06-12 19:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Kanada","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/canada-serbia-c70091","4 yıl önce önce  tarafından eklendi","S…k","57","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256313621","","",""
",  round robin - 11th round","2021-06-13 19:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/south-korea-serbia-c70098","4 yıl önce önce  tarafından eklendi","S…k","58","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256313791","1","",""
",  round robin - 12nd round","2021-06-14 13:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Rusya","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/russia-serbia-c70102","4 yıl önce önce  tarafından eklendi","S…k","59","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256313831","1","",""
",  round robin - 13rd round","2021-06-18 11:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Almanya","https://women.volleybox.net/tr/germany-t853/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/germany-serbia-c70111","4 yıl önce önce  tarafından eklendi","S…k","58","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256314143","","",""
",  round robin - 14th round","2021-06-19 11:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/dominican-republic-serbia-c70119","4 yıl önce önce  tarafından eklendi","S…k","55","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256314228","1","",""
",  round robin - 15th round","2021-06-20 16:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/japan-serbia-c70132","4 yıl önce önce  tarafından eklendi","S…k","54","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256314344","","",""
",  Group A","2021-07-25 08:20","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/serbia-dominican-republic-c40155","4 yıl önce önce  tarafından eklendi","","72","1","https://women.volleybox.net/tr/frame/match_report/0/8938","1","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group A","2021-07-27 08:40","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/japan-serbia-c39812","4 yıl önce önce  tarafından eklendi","","78","1","https://www.ossrb.org/images/Vesti/21/tk11.jpg","1","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group A","2021-07-29 08:20","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/kenya-t937/matches","https://volleybox.net/media/img/light-px.png","Kenya","https://women.volleybox.net/tr/serbia-kenya-c40160","4 yıl önce önce  tarafından eklendi","","73","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256318826","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group A","2021-07-31 10:25","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/serbia-brazil-c40162","4 yıl önce önce  tarafından eklendi","","72","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256319393","2","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group A","2021-08-02 03:00","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","Güney Kore","https://women.volleybox.net/tr/serbia-south-korea-c40163","4 yıl önce önce  tarafından eklendi","","74","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256319789","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  quarterfinal","2021-08-04 11:00","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/serbia-italy-c80011","3 yıl önce önce  tarafından eklendi","","55","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256320001","1","swissvolleyfan","https://women.volleybox.net/tr/user/swissvolleyfan"
",  semi-final","2021-08-06 07:00","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/serbia-usa-c80058","3 yıl önce önce  tarafından eklendi","","45","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256320320","1","swissvolleyfan","https://women.volleybox.net/tr/user/swissvolleyfan"
",  3rd place match","2021-08-08 03:00","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/south-korea-serbia-c80102","3 yıl önce önce  tarafından eklendi","S…k","40","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256321062","1","",""
",  Group A","2021-08-19 18:00","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","Aleksandar Nikolić Hala, Belgrade","https://women.volleybox.net/tr/aleksandar-nikolic-hala-a368/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/bosnia-and-herzegovina-t718/matches","https://volleybox.net/media/img/light-px.png","Bosna Hersek","https://women.volleybox.net/tr/serbia-bosnia-and-herzegovina-c75787","3 yıl önce önce  tarafından eklendi","Sudo","46","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46291","1","",""
",  Group A","2021-08-21 22:00","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","Aleksandar Nikolić Hala, Belgrade","https://women.volleybox.net/tr/aleksandar-nikolic-hala-a368/matches","Fransa","https://women.volleybox.net/tr/france-t838/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/france-serbia-c75791","3 yıl önce önce  tarafından eklendi","Sudo","44","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46295","1","",""
",  Group A","2021-08-22 21:00","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","Aleksandar Nikolić Hala, Belgrade","https://women.volleybox.net/tr/aleksandar-nikolic-hala-a368/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","Belçika","https://women.volleybox.net/tr/serbia-belgium-c75793","3 yıl önce önce  tarafından eklendi","Sudo","47","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46297","1","",""
",  Group A","2021-08-24 21:00","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","Aleksandar Nikolić Hala, Belgrade","https://women.volleybox.net/tr/aleksandar-nikolic-hala-a368/matches","Azerbaycan","https://women.volleybox.net/tr/azerbaijan-t682/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/azerbaijan-serbia-c75797","3 yıl önce önce  tarafından eklendi","Sudo","47","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46301","1","",""
",  Group A","2021-08-25 21:00","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","Aleksandar Nikolić Hala, Belgrade","https://women.volleybox.net/tr/aleksandar-nikolic-hala-a368/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/serbia-russia-c75799","3 yıl önce önce  tarafından eklendi","Sudo","39","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46303","1","",""
",  1/8 round","2021-08-29 21:00","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","Štark Arena, Belgrade","https://women.volleybox.net/tr/stark-arena-a367/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/hungary-t898/matches","https://volleybox.net/media/img/light-px.png","Macaristan","https://women.volleybox.net/tr/serbia-hungary-c82129","3 yıl önce önce  tarafından eklendi","","43","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46413","1","Jean Franco Chou","https://women.volleybox.net/tr/user/JeanFrancoChou"
",  quarterfinal","2021-09-01 21:00","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","Štark Arena, Belgrade","https://women.volleybox.net/tr/stark-arena-a367/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/france-t838/matches","https://volleybox.net/media/img/light-px.png","Fransa","https://women.volleybox.net/tr/serbia-france-c82394","3 yıl önce önce  tarafından eklendi","","44","1","https://www-old.cev.eu/Competition-Area/MatchPage.aspx?mID=46423&ID=1248&CID=7892&PID=1993","1","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  semi-final","2021-09-03 18:00","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","Štark Arena, Belgrade","https://women.volleybox.net/tr/stark-arena-a367/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/turkey-serbia-c82507","3 yıl önce önce  tarafından eklendi","","48","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46425","2","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  final","2021-09-04 21:00","Avrupa Şampiyonası 2021","https://women.volleybox.net/tr/women-european-championships-2021-o12790/matches","Štark Arena, Belgrade","https://women.volleybox.net/tr/stark-arena-a367/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/serbia-italy-c82643","3 yıl önce önce  tarafından eklendi","Anderson Antunes","40","1","https://www-old.cev.eu/Competition-Area/MatchStatistics.aspx?ID=46428","1","",""
