"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies","connected_by","rank_user","rank_user href","show_movies 2","show_movies href"
",  Group O","2019-06-13 04:40","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Musashino Forest Sports Plaza, Chofu City Tokyo","https://women.volleybox.net/tr/musashino-forest-sports-plaza-a1211/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/brazil-serbia-c16011","18","","6 yıl önce önce  tarafından eklendi","S…k","","",""
",  Group Q","2019-06-18 16:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","TVF Ziraat Bankkart Voleybol Salonu, Ankara","https://women.volleybox.net/tr/tvf-ziraat-bankkart-voleybol-salonu-a546/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/brazil-italy-c16019","21","1","6 yıl önce önce  tarafından eklendi","S…k","","",""
",  Group Q","2019-06-19 11:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","TVF Ziraat Bankkart Voleybol Salonu, Ankara","https://women.volleybox.net/tr/tvf-ziraat-bankkart-voleybol-salonu-a546/matches","Belçika","https://women.volleybox.net/tr/belgium-t700/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/belgium-brazil-c16021","18","","6 yıl önce önce  tarafından eklendi","S…k","","",""
",  Group Q","2019-06-20 13:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","TVF Ziraat Bankkart Voleybol Salonu, Ankara","https://women.volleybox.net/tr/tvf-ziraat-bankkart-voleybol-salonu-a546/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/turkey-brazil-c16024","18","","6 yıl önce önce  tarafından eklendi","S…k","","",""
",  Group B1","2019-07-04 11:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","Polonya","https://women.volleybox.net/tr/brazil-poland-c16487","21","","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  Group B1","2019-07-05 05:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/usa-brazil-c16488","21","","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  Group B","2019-07-05 21:00","FISU Dünya Üniversite Oyunları 2019","https://women.volleybox.net/tr/women-fisu-world-university-games-2019-o8878/matches","PalaCoscioni, Nocera","https://women.volleybox.net/tr/palacoscioni-a1368/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/brazil-china-c16612","","","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  semi-final","2019-07-06 10:00","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/brazil-turkey-c16664","9","1","5 yıl önce önce  tarafından eklendi","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256213020"
",  Group B","2019-07-06 21:00","FISU Dünya Üniversite Oyunları 2019","https://women.volleybox.net/tr/women-fisu-world-university-games-2019-o8878/matches","PalaTedeschi, Benevento","https://women.volleybox.net/tr/palatedeschi-a1369/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/germany-t853/matches","https://volleybox.net/media/img/light-px.png","Almanya","https://women.volleybox.net/tr/brazil-germany-c16628","","","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  final","2019-07-07 09:30","Voleybol Milletler Ligi 2019","https://women.volleybox.net/tr/women-volleyball-nations-league-2019-o8361/matches","Nanjing Olympic Sports Centre Gimnasium, Nanjing","https://women.volleybox.net/tr/nanjing-olympic-sports-centre-gimnasium-a777/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/brazil-usa-c16670","13","2","5 yıl önce önce  tarafından eklendi","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256213120"
",  Group B","2019-07-07 18:30","FISU Dünya Üniversite Oyunları 2019","https://women.volleybox.net/tr/women-fisu-world-university-games-2019-o8878/matches","PalaTedeschi, Benevento","https://women.volleybox.net/tr/palatedeschi-a1369/matches","Ukrayna","https://women.volleybox.net/tr/ukraine-t1246/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/ukraine-brazil-c16640","","","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  quarterfinal","2019-07-09 18:30","FISU Dünya Üniversite Oyunları 2019","https://women.volleybox.net/tr/women-fisu-world-university-games-2019-o8878/matches","PalaCoscioni, Nocera","https://women.volleybox.net/tr/palacoscioni-a1368/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/brazil-italy-c16701","","","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  5-8 places","2019-07-10 15:30","FISU Dünya Üniversite Oyunları 2019","https://women.volleybox.net/tr/women-fisu-world-university-games-2019-o8878/matches","PalaSele, Eboli","https://women.volleybox.net/tr/palasele-a1046/matches","Kanada","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/canada-brazil-c16714","","","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  5th place match","2019-07-11 15:30","FISU Dünya Üniversite Oyunları 2019","https://women.volleybox.net/tr/women-fisu-world-university-games-2019-o8878/matches","PalaCoscioni, Nocera","https://women.volleybox.net/tr/palacoscioni-a1368/matches","Almanya","https://women.volleybox.net/tr/germany-t853/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/germany-brazil-c16807","","","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  Group B","2019-08-07 21:00","Pan Amerikan Oyunları 2019","https://women.volleybox.net/tr/women-pan-american-games-2019-o5647/matches","Polideportivo del Callao, Callao","https://women.volleybox.net/tr/polideportivo-del-callao-a1625/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/brazil-puerto-rico-c16707","21","","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","",""
",  Group B","2019-08-08 11:00","Pan Amerikan Oyunları 2019","https://women.volleybox.net/tr/women-pan-american-games-2019-o5647/matches","Polideportivo del Callao, Callao","https://women.volleybox.net/tr/polideportivo-del-callao-a1625/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/brazil-argentina-c16708","24","","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","",""
",  Group B","2019-08-09 21:00","Pan Amerikan Oyunları 2019","https://women.volleybox.net/tr/women-pan-american-games-2019-o5647/matches","Polideportivo del Callao, Callao","https://women.volleybox.net/tr/polideportivo-del-callao-a1625/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/brazil-usa-c16709","24","","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","",""
",  semi-final","2019-08-10 19:30","Pan Amerikan Oyunları 2019","https://women.volleybox.net/tr/women-pan-american-games-2019-o5647/matches","Polideportivo del Callao, Callao","https://women.volleybox.net/tr/polideportivo-del-callao-a1625/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","Kolombiya","https://women.volleybox.net/tr/brazil-colombia-c18580","17","1","5 yıl önce önce  tarafından eklendi","Anderson Antunes","https://women.volleybox.net/tr/user/Anderson-Antunes","1",""
",  3rd place match","2019-08-11 17:00","Pan Amerikan Oyunları 2019","https://women.volleybox.net/tr/women-pan-american-games-2019-o5647/matches","Polideportivo del Callao, Callao","https://women.volleybox.net/tr/polideportivo-del-callao-a1625/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/brazil-argentina-c18639","10","1","5 yıl önce önce  tarafından eklendi","","","",""
",  final - 1st match","2019-08-18 06:00","International Cup 2019","https://women.volleybox.net/tr/women-international-cup-2019-o9867/matches","Arena Suzano, Suzano","https://women.volleybox.net/tr/arena-suzano-a1086/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/brazil-argentina-c18855","","2","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","",""
",  final - 2nd match","2019-08-20 17:30","International Cup 2019","https://women.volleybox.net/tr/women-international-cup-2019-o9867/matches","Arena Suzano, Suzano","https://women.volleybox.net/tr/arena-suzano-a1086/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/brazil-argentina-c18856","","1","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","",""
",  Group A","2019-08-28 23:00","Güney Amerika Şampiyonası 2019","https://women.volleybox.net/tr/women-south-american-championships-2019-o8959/matches","Coliseo Qhapaq Ñan, Cajamarca","https://women.volleybox.net/tr/coliseo-qhapaq-nan-a1600/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/ecuador-t808/matches","https://volleybox.net/media/img/light-px.png","Ekvador","https://women.volleybox.net/tr/brazil-ecuador-c19118","","","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  Group A","2019-08-29 18:00","Güney Amerika Şampiyonası 2019","https://women.volleybox.net/tr/women-south-american-championships-2019-o8959/matches","Coliseo Qhapaq Ñan, Cajamarca","https://women.volleybox.net/tr/coliseo-qhapaq-nan-a1600/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/venezuela-t1267/matches","https://volleybox.net/media/img/light-px.png","Venezuela","https://women.volleybox.net/tr/brazil-venezuela-c19120","","","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  Group A","2019-08-30 18:00","Güney Amerika Şampiyonası 2019","https://women.volleybox.net/tr/women-south-american-championships-2019-o8959/matches","Coliseo Qhapaq Ñan, Cajamarca","https://women.volleybox.net/tr/coliseo-qhapaq-nan-a1600/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/brazil-argentina-c19122","","","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  semi-final","2019-08-31 21:00","Güney Amerika Şampiyonası 2019","https://women.volleybox.net/tr/women-south-american-championships-2019-o8959/matches","Coliseo Qhapaq Ñan, Cajamarca","https://women.volleybox.net/tr/coliseo-qhapaq-nan-a1600/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/peru-t1108/matches","https://volleybox.net/media/img/light-px.png","Peru","https://women.volleybox.net/tr/brazil-peru-c19229","","","5 yıl önce önce  tarafından eklendi","S…k","","",""
",  final","2019-09-01 14:00","Güney Amerika Şampiyonası 2019","https://women.volleybox.net/tr/women-south-american-championships-2019-o8959/matches","Coliseo Qhapaq Ñan, Cajamarca","https://women.volleybox.net/tr/coliseo-qhapaq-nan-a1600/matches","Kolombiya","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/colombia-brazil-c19233","","","5 yıl önce önce  tarafından eklendi","","","",""
",  Round Robin","2019-09-14 11:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Hamamatsu Arena, Hamamatsu","https://women.volleybox.net/tr/hamamatsu-arena-a260/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/serbia-brazil-c19523","25","","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256224921"
",  Round Robin","2019-09-15 11:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Hamamatsu Arena, Hamamatsu","https://women.volleybox.net/tr/hamamatsu-arena-a260/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/brazil-argentina-c19526","26","1","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256225054"
",  Round Robin","2019-09-16 11:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Hamamatsu Arena, Hamamatsu","https://women.volleybox.net/tr/hamamatsu-arena-a260/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/netherlands-brazil-c19529","25","","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256225167"
",  Round Robin","2019-09-18 12:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Hamamatsu Arena, Hamamatsu","https://women.volleybox.net/tr/hamamatsu-arena-a260/matches","Kenya","https://women.volleybox.net/tr/kenya-t937/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/kenya-brazil-c19532","27","","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256225623"
",  Round Robin","2019-09-19 12:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Hamamatsu Arena, Hamamatsu","https://women.volleybox.net/tr/hamamatsu-arena-a260/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/brazil-usa-c19656","25","1","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256225847"
",  Round Robin","2019-09-22 09:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/china-brazil-c19534","26","1","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256226327"
",  Round Robin","2019-09-23 06:30","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/dominican-republic-brazil-c19536","26","1","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256226377"
",  Round Robin","2019-09-24 13:20","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Hokkaido Sports Center, Sapporo","https://women.volleybox.net/tr/hokkaido-sports-center-a277/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/japan-brazil-c19541","25","1","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256226706"
",  Round Robin","2019-09-27 08:00","Dünya Kupası 2019","https://women.volleybox.net/tr/women-fivb-world-cup-2019-o8362/matches","Asue Arena Osaka, Minatoku Ward Osaka","https://women.volleybox.net/tr/asue-arena-osaka-a274/matches","Kamerun","https://women.volleybox.net/tr/cameroon-t739/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/cameroon-brazil-c19561","28","","5 yıl önce önce  tarafından eklendi","Airton Neto","https://women.volleybox.net/tr/user/airton13","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256227145"
