"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies","show_movies href","show_movies 2","show_movies 3","connected_by","rank_user","rank_user href","show_movies 4"
",  Week Two","2024-05-29 14:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Macau Forum, Macau","https://women.volleybox.net/tr/macau-forum-a107/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/netherlands-china-c215166","128","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256664766.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240529%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240529T180822Z&X-Amz-SignedHeaders=host&X-Amz-Signature=d0fd324f542d6a4b6d19209c75989becd232aab34639812d7ee44e8d5d48b070","2","","1 yıl önce önce  tarafından eklendi","I…Y","",""
",  Week Two","2024-05-30 14:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Macau Forum, Macau","https://women.volleybox.net/tr/macau-forum-a107/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/brazil-netherlands-c215171","124","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256665106.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240530%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240530T192240Z&X-Amz-SignedHeaders=host&X-Amz-Signature=d418f01326903aa72a8dffb42c0f0bc6dbdb7b36533a73863acd8a7dd73d38d2","1","3","1 yıl önce önce  tarafından eklendi","I…Y","","1"
",  Week Two","2024-05-31 11:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Macau Forum, Macau","https://women.volleybox.net/tr/macau-forum-a107/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/netherlands-dominican-republic-c215176","122","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256665535.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240531%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240531T212115Z&X-Amz-SignedHeaders=host&X-Amz-Signature=e41891d84a9d9fbed167dd7efcd8410a684282552337cc3e967cd3533336e765","1","2","1 yıl önce önce  tarafından eklendi","I…Y","",""
",  Week Two","2024-06-02 07:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Macau Forum, Macau","https://women.volleybox.net/tr/macau-forum-a107/matches","Fransa","https://women.volleybox.net/tr/france-t838/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/france-netherlands-c215187","125","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256666316.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240602%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240602T072711Z&X-Amz-SignedHeaders=host&X-Amz-Signature=895404332b06484deb4874a6dbaa4c86757902d24a9c45787c75aef0973b83eb","1","","1 yıl önce önce  tarafından eklendi","I…Y","",""
",  Week Three","2024-06-12 09:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Marine Messe Fukuoka, Fukuoka","https://women.volleybox.net/tr/marine-messe-fukuoka-a259/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/netherlands-serbia-c228318","123","","","1","1","1 yıl önce önce  tarafından eklendi","-Jeffrey-","https://women.volleybox.net/tr/user/-Jeffrey-",""
",  Week Three","2024-06-13 06:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Marine Messe Fukuoka, Fukuoka","https://women.volleybox.net/tr/marine-messe-fukuoka-a259/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/netherlands-usa-c228322","121","","","1","1","1 yıl önce önce  tarafından eklendi","-Jeffrey-","https://women.volleybox.net/tr/user/-Jeffrey-",""
",  Week Three","2024-06-14 09:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Marine Messe Fukuoka, Fukuoka","https://women.volleybox.net/tr/marine-messe-fukuoka-a259/matches","Kanada","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/canada-netherlands-c228351","115","","","1","1","1 yıl önce önce  tarafından eklendi","-Jeffrey-","https://women.volleybox.net/tr/user/-Jeffrey-","1"
",  Week Three","2024-06-16 05:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Marine Messe Fukuoka, Fukuoka","https://women.volleybox.net/tr/marine-messe-fukuoka-a259/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","Güney Kore","https://women.volleybox.net/tr/netherlands-south-korea-c228344","124","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/19047/#boxscore","1","1","1 yıl önce önce  tarafından eklendi","-Jeffrey-","https://women.volleybox.net/tr/user/-Jeffrey-","1"
",  Round Robin","2024-07-11 05:00","USA Volleyball Cup 2024","https://women.volleybox.net/tr/women-usa-volleyball-cup-2024-o33839/matches","Walter Pyramid, Long Beach","https://women.volleybox.net/tr/walter-pyramid-a435/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/usa-netherlands-c230061","","","","","","1 yıl önce önce  tarafından eklendi","","",""
",  Round Robin","2024-07-13 05:00","USA Volleyball Cup 2024","https://women.volleybox.net/tr/women-usa-volleyball-cup-2024-o33839/matches","Walter Pyramid, Long Beach","https://women.volleybox.net/tr/walter-pyramid-a435/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/usa-netherlands-c230062","","","","","","1 yıl önce önce  tarafından eklendi","","",""
",  Round Robin","2024-07-15 02:00","USA Volleyball Cup 2024","https://women.volleybox.net/tr/women-usa-volleyball-cup-2024-o33839/matches","Walter Pyramid, Long Beach","https://women.volleybox.net/tr/walter-pyramid-a435/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/usa-netherlands-c230063","","","","","","1 yıl önce önce  tarafından eklendi","","",""
",  Group C","2024-07-29 10:00","Olimpiyat Oyunları 2024","https://women.volleybox.net/tr/women-the-olympics-2024-o30223/matches","Arena Paris Sud, Paris","https://women.volleybox.net/tr/arena-paris-sud-a7767/matches","Türkiye","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/turkey-netherlands-c236698","96","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-olympic-games-paris-2024/schedule/19089/","1","1","11 ay önce önce  tarafından eklendi","","","1"
",  Group C","2024-08-01 18:00","Olimpiyat Oyunları 2024","https://women.volleybox.net/tr/women-the-olympics-2024-o30223/matches","Arena Paris Sud, Paris","https://women.volleybox.net/tr/arena-paris-sud-a7767/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/italy-netherlands-c236706","95","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-olympic-games-paris-2024/schedule/19097/","1","2","11 ay önce önce  tarafından eklendi","","",""
",  Group C","2024-08-03 10:00","Olimpiyat Oyunları 2024","https://women.volleybox.net/tr/women-the-olympics-2024-o30223/matches","Arena Paris Sud, Paris","https://women.volleybox.net/tr/arena-paris-sud-a7767/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/netherlands-dominican-republic-c236708","100","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-olympic-games-paris-2024/schedule/19099/","1","1","11 ay önce önce  tarafından eklendi","","",""
