"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies","show_movies href","show_movies 2","show_movies 3","connected_by","rank_user","show_movies 4","rank_user href"
",  Week Two","2024-05-28 14:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Macau Forum, Macau","https://women.volleybox.net/tr/macau-forum-a107/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/brazil-japan-c215163","132","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256664620.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240528%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240528T183614Z&X-Amz-SignedHeaders=host&X-Amz-Signature=660dd9a18f6c53e38a73135eab5b2de33f3d727865debcf98b0f4b4a734df3a0","2","","1 yıl önce önce  tarafından eklendi","I…Y","",""
",  Week Two","2024-05-30 11:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Macau Forum, Macau","https://women.volleybox.net/tr/macau-forum-a107/matches","Fransa","https://women.volleybox.net/tr/france-t838/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/france-japan-c215170","125","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256664952.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240530%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240530T100109Z&X-Amz-SignedHeaders=host&X-Amz-Signature=a3f691a2c381de8f51ac06921c1f342f18b4acfdfa3a9743a4fbedf866302d69","1","1","1 yıl önce önce  tarafından eklendi","I…Y","",""
",  Week Two","2024-05-31 14:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Macau Forum, Macau","https://women.volleybox.net/tr/macau-forum-a107/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/japan-china-c215177","122","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256665683.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240531%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240531T212204Z&X-Amz-SignedHeaders=host&X-Amz-Signature=b36db57722c027a42547a4baedcf862eb347452209fce1ebd61dd191517e6817","1","2","1 yıl önce önce  tarafından eklendi","I…Y","",""
",  Week Two","2024-06-01 11:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Macau Forum, Macau","https://women.volleybox.net/tr/macau-forum-a107/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/dominican-republic-japan-c215182","119","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256666022.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240601%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240601T181944Z&X-Amz-SignedHeaders=host&X-Amz-Signature=b052aba8d571a37fa2a10a46f9117eb83eb6f3e51064976e8bbb762496f796b4","1","2","1 yıl önce önce  tarafından eklendi","I…Y","1",""
",  Week Three","2024-06-12 13:20","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Marine Messe Fukuoka, Fukuoka","https://women.volleybox.net/tr/marine-messe-fukuoka-a259/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/south-korea-japan-c228320","125","","","1","1","1 yıl önce önce  tarafından eklendi","-Jeffrey-","","https://women.volleybox.net/tr/user/-Jeffrey-"
",  Week Three","2024-06-13 13:20","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Marine Messe Fukuoka, Fukuoka","https://women.volleybox.net/tr/marine-messe-fukuoka-a259/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","Kanada","https://women.volleybox.net/tr/japan-canada-c228327","127","","","1","","1 yıl önce önce  tarafından eklendi","-Jeffrey-","","https://women.volleybox.net/tr/user/-Jeffrey-"
",  Week Three","2024-06-15 13:20","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Marine Messe Fukuoka, Fukuoka","https://women.volleybox.net/tr/marine-messe-fukuoka-a259/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/japan-serbia-c228347","121","","","1","1","1 yıl önce önce  tarafından eklendi","-Jeffrey-","","https://women.volleybox.net/tr/user/-Jeffrey-"
",  Week Three","2024-06-16 12:45","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Marine Messe Fukuoka, Fukuoka","https://women.volleybox.net/tr/marine-messe-fukuoka-a259/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/japan-usa-c228342","122","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/19049/#boxscore","1","1","1 yıl önce önce  tarafından eklendi","-Jeffrey-","","https://women.volleybox.net/tr/user/-Jeffrey-"
",  quarterfinal","2024-06-20 13:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Indoor Stadium Huamark, Bangkok","https://women.volleybox.net/tr/indoor-stadium-huamark-a408/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/china-japan-c236066","54","","","1","1","11 ay önce önce  tarafından eklendi","dfondatto","","https://women.volleybox.net/tr/user/dfondatto"
",  semi-final","2024-06-22 16:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Indoor Stadium Huamark, Bangkok","https://women.volleybox.net/tr/indoor-stadium-huamark-a408/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/brazil-japan-c236152","78","","","1","","11 ay önce önce  tarafından eklendi","dfondatto","","https://women.volleybox.net/tr/user/dfondatto"
",  final","2024-06-23 16:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Indoor Stadium Huamark, Bangkok","https://women.volleybox.net/tr/indoor-stadium-huamark-a408/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/italy-japan-c236339","61","","","1","2","11 ay önce önce  tarafından eklendi","dfondatto","","https://women.volleybox.net/tr/user/dfondatto"
",  Group B","2024-07-28 14:00","Olimpiyat Oyunları 2024","https://women.volleybox.net/tr/women-the-olympics-2024-o30223/matches","Arena Paris Sud, Paris","https://women.volleybox.net/tr/arena-paris-sud-a7767/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/poland-japan-c236697","92","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-olympic-games-paris-2024/schedule/19088/","1","1","11 ay önce önce  tarafından eklendi","","",""
",  Group B","2024-08-01 14:00","Olimpiyat Oyunları 2024","https://women.volleybox.net/tr/women-the-olympics-2024-o30223/matches","Arena Paris Sud, Paris","https://women.volleybox.net/tr/arena-paris-sud-a7767/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/brazil-japan-c236705","96","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-olympic-games-paris-2024/schedule/19096/","2","1","11 ay önce önce  tarafından eklendi","","",""
",  Group B","2024-08-03 14:00","Olimpiyat Oyunları 2024","https://women.volleybox.net/tr/women-the-olympics-2024-o30223/matches","Arena Paris Sud, Paris","https://women.volleybox.net/tr/arena-paris-sud-a7767/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/kenya-t937/matches","https://volleybox.net/media/img/light-px.png","Kenya","https://women.volleybox.net/tr/japan-kenya-c236709","101","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-olympic-games-paris-2024/schedule/19100/","1","1","11 ay önce önce  tarafından eklendi","","",""
