"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","score","tooltip_item href 2","guest","btn-add-review href","connected_by","rank_user","show_predictions","show_movies","show_movies href","show_movies 2","rank_editor","rank_editor href"
",  round robin - 15th round","2021-06-20 22:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","3 : 1","https://women.volleybox.net/tr/turkey-t1231/matches","Türkiye","https://women.volleybox.net/tr/brazil-turkey-c70136","4 yıl önce önce  tarafından eklendi","S…k","55","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256314371","1","",""
",  semi-final","2021-06-24 17:00","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","3 : 1","https://women.volleybox.net/tr/japan-t928/matches","Japonya","https://women.volleybox.net/tr/brazil-japan-c74981","3 yıl önce önce  tarafından eklendi","S…k","56","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256314839","3","",""
",  final","2021-06-25 20:30","Voleybol Milletler Ligi 2021","https://women.volleybox.net/tr/women-volleyball-nations-league-2021-o18228/matches","RDS Stadium, Rimini","https://women.volleybox.net/tr/rds-stadium-a3221/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","1 : 3","https://women.volleybox.net/tr/usa-t1255/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/brazil-usa-c75208","3 yıl önce önce  tarafından eklendi","S…k","50","","","2","",""
",  Group A","2021-07-25 15:45","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","3 : 0","https://women.volleybox.net/tr/south-korea-t946/matches","Güney Kore","https://women.volleybox.net/tr/brazil-south-korea-c40156","4 yıl önce önce  tarafından eklendi","","73","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256318390","3","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group A","2021-07-27 13:40","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","3 : 2","https://women.volleybox.net/tr/dominican-republic-t805/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/brazil-dominican-republic-c40157","4 yıl önce önce  tarafından eklendi","","76","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256318581","3","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group A","2021-07-29 13:40","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","0 : 3","https://women.volleybox.net/tr/brazil-t724/matches","Brezilya","https://women.volleybox.net/tr/japan-brazil-c39809","4 yıl önce önce  tarafından eklendi","","74","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256318915","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group A","2021-07-31 10:25","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","1 : 3","https://women.volleybox.net/tr/brazil-t724/matches","Brezilya","https://women.volleybox.net/tr/serbia-brazil-c40162","4 yıl önce önce  tarafından eklendi","","72","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256319393","2","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group A","2021-08-02 15:45","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","3 : 0","https://women.volleybox.net/tr/kenya-t937/matches","Kenya","https://women.volleybox.net/tr/brazil-kenya-c40164","4 yıl önce önce  tarafından eklendi","","75","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256319886","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  quarterfinal","2021-08-04 15:30","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","3 : 1","https://women.volleybox.net/tr/russia-t1129/matches","Rusya","https://women.volleybox.net/tr/brazil-russia-c80012","3 yıl önce önce  tarafından eklendi","","56","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256320052","4","swissvolleyfan","https://women.volleybox.net/tr/user/swissvolleyfan"
",  semi-final","2021-08-06 15:00","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","3 : 0","https://women.volleybox.net/tr/south-korea-t946/matches","Güney Kore","https://women.volleybox.net/tr/brazil-south-korea-c80059","3 yıl önce önce  tarafından eklendi","","45","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256320549","3","swissvolleyfan","https://women.volleybox.net/tr/user/swissvolleyfan"
",  final","2021-08-08 07:30","Olimpiyat Oyunları 2021","https://women.volleybox.net/tr/women-the-olympics-2021-o8363/matches","Ariake Arena, Tokyo","https://women.volleybox.net/tr/ariake-arena-a280/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","0 : 3","https://women.volleybox.net/tr/usa-t1255/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/brazil-usa-c80103","3 yıl önce önce  tarafından eklendi","S…k","41","1","http://www.fivb.org/vis2009/getdocument.asmx?no=256321067","1","",""
",  Round Robin","2021-09-16 01:45","Güney Amerika Şampiyonası 2021","https://women.volleybox.net/tr/women-south-american-championships-2021-o20180/matches","Coliseo Luis Fernando Castellanos, Barrancabermeja","https://women.volleybox.net/tr/coliseo-luis-fernando-castellanos-a2297/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","3 : 0","https://women.volleybox.net/tr/peru-t1108/matches","Peru","https://women.volleybox.net/tr/brazil-peru-c82630","3 yıl önce önce  tarafından eklendi","","29","","","3","Jean Franco Chou","https://women.volleybox.net/tr/user/JeanFrancoChou"
",  Round Robin","2021-09-17 01:45","Güney Amerika Şampiyonası 2021","https://women.volleybox.net/tr/women-south-american-championships-2021-o20180/matches","Coliseo Luis Fernando Castellanos, Barrancabermeja","https://women.volleybox.net/tr/coliseo-luis-fernando-castellanos-a2297/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","3 : 1","https://women.volleybox.net/tr/argentina-t667/matches","Arjantin","https://women.volleybox.net/tr/brazil-argentina-c82632","3 yıl önce önce  tarafından eklendi","","31","","","2","Jean Franco Chou","https://women.volleybox.net/tr/user/JeanFrancoChou"
",  Round Robin","2021-09-18 01:30","Güney Amerika Şampiyonası 2021","https://women.volleybox.net/tr/women-south-american-championships-2021-o20180/matches","Coliseo Luis Fernando Castellanos, Barrancabermeja","https://women.volleybox.net/tr/coliseo-luis-fernando-castellanos-a2297/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","3 : 0","https://women.volleybox.net/tr/chile-t757/matches","Şili","https://women.volleybox.net/tr/brazil-chile-c82634","3 yıl önce önce  tarafından eklendi","","30","","","1","Jean Franco Chou","https://women.volleybox.net/tr/user/JeanFrancoChou"
",  Round Robin","2021-09-20 03:30","Güney Amerika Şampiyonası 2021","https://women.volleybox.net/tr/women-south-american-championships-2021-o20180/matches","Coliseo Luis Fernando Castellanos, Barrancabermeja","https://women.volleybox.net/tr/coliseo-luis-fernando-castellanos-a2297/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","1 : 3","https://women.volleybox.net/tr/colombia-t763/matches","Kolombiya","https://women.volleybox.net/tr/brazil-colombia-c82639","3 yıl önce önce  tarafından eklendi","","30","","","4","Jean Franco Chou","https://women.volleybox.net/tr/user/JeanFrancoChou"
