"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies","show_movies href","show_movies 2","show_movies 3","connected_by","rank_user","rank_user href"
",  Week Two","2024-06-01 00:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","College Park Center, Arlington","https://women.volleybox.net/tr/college-park-center-a5396/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","Kanada","https://women.volleybox.net/tr/serbia-canada-c215179","119","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256665934.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240601%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240601T061941Z&X-Amz-SignedHeaders=host&X-Amz-Signature=9e2a6a6cc0a732eef2dfa6b0815146d974cca267ae2db638149bf1924cfee8a8","1","1","1 yıl önce önce  tarafından eklendi","I…Y",""
",  Week Two","2024-06-02 04:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","College Park Center, Arlington","https://women.volleybox.net/tr/college-park-center-a5396/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/bulgaria-t730/matches","https://volleybox.net/media/img/light-px.png","Bulgaristan","https://women.volleybox.net/tr/serbia-bulgaria-c215186","124","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256666309.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240602%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240602T072507Z&X-Amz-SignedHeaders=host&X-Amz-Signature=38b0e7ad0b15dab957a43ce782323a6397677a0f7a53aa392ec884855e1fee66","1","","1 yıl önce önce  tarafından eklendi","I…Y",""
",  Week Three","2024-06-12 09:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Marine Messe Fukuoka, Fukuoka","https://women.volleybox.net/tr/marine-messe-fukuoka-a259/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/netherlands-serbia-c228318","123","","","1","1","1 yıl önce önce  tarafından eklendi","-Jeffrey-","https://women.volleybox.net/tr/user/-Jeffrey-"
",  Week Three","2024-06-14 06:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Marine Messe Fukuoka, Fukuoka","https://women.volleybox.net/tr/marine-messe-fukuoka-a259/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/france-t838/matches","https://volleybox.net/media/img/light-px.png","Fransa","https://women.volleybox.net/tr/serbia-france-c228332","121","","","1","1","1 yıl önce önce  tarafından eklendi","-Jeffrey-","https://women.volleybox.net/tr/user/-Jeffrey-"
",  Week Three","2024-06-15 13:20","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Marine Messe Fukuoka, Fukuoka","https://women.volleybox.net/tr/marine-messe-fukuoka-a259/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/japan-serbia-c228347","121","","","1","1","1 yıl önce önce  tarafından eklendi","-Jeffrey-","https://women.volleybox.net/tr/user/-Jeffrey-"
",  Week Three","2024-06-16 09:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Marine Messe Fukuoka, Fukuoka","https://women.volleybox.net/tr/marine-messe-fukuoka-a259/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/italy-serbia-c228343","120","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/19048/#boxscore","1","1","1 yıl önce önce  tarafından eklendi","-Jeffrey-","https://women.volleybox.net/tr/user/-Jeffrey-"
",","2024-07-09 20:00","dostluk maçı 2023/24","https://women.volleybox.net/tr/women-friendly-match-2023-24-o31265/matches","Palazzo Wanny, Florence","https://women.volleybox.net/tr/palazzo-wanny-a4147/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/italy-serbia-c238581","","","","","","11 ay önce önce  tarafından eklendi","",""
",  Friendly","2024-07-16 17:00","Memoriał Agaty Mróz-Olszewskiej 2023/24","https://women.volleybox.net/tr/women-memorial-agaty-mroz-olszewskiej-2023-24-o34896/matches","MOSiR Hall, Mielec","https://women.volleybox.net/tr/mosir-hall-a329/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/france-t838/matches","https://volleybox.net/media/img/light-px.png","Fransa","https://women.volleybox.net/tr/serbia-france-c236656","","","","","","11 ay önce önce  tarafından eklendi","RYSICEteam","https://women.volleybox.net/tr/user/RYSICEteam"
",  Friendly","2024-07-18 17:00","Memoriał Agaty Mróz-Olszewskiej 2023/24","https://women.volleybox.net/tr/women-memorial-agaty-mroz-olszewskiej-2023-24-o34896/matches","MOSiR Hall, Mielec","https://women.volleybox.net/tr/mosir-hall-a329/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/dominican-republic-serbia-c236658","","","","","","11 ay önce önce  tarafından eklendi","RYSICEteam","https://women.volleybox.net/tr/user/RYSICEteam"
",  Friendly","2024-07-19 19:30","Memoriał Agaty Mróz-Olszewskiej 2023/24","https://women.volleybox.net/tr/women-memorial-agaty-mroz-olszewskiej-2023-24-o34896/matches","MOSiR Hall, Mielec","https://women.volleybox.net/tr/mosir-hall-a329/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/poland-serbia-c236654","","","","1","1","11 ay önce önce  tarafından eklendi","RYSICEteam","https://women.volleybox.net/tr/user/RYSICEteam"
",  Group A","2024-07-29 22:00","Olimpiyat Oyunları 2024","https://women.volleybox.net/tr/women-the-olympics-2024-o30223/matches","Arena Paris Sud, Paris","https://women.volleybox.net/tr/arena-paris-sud-a7767/matches","Fransa","https://women.volleybox.net/tr/france-t838/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/france-serbia-c236701","95","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-olympic-games-paris-2024/schedule/19092/","1","1","11 ay önce önce  tarafından eklendi","",""
",  Group A","2024-07-31 18:00","Olimpiyat Oyunları 2024","https://women.volleybox.net/tr/women-the-olympics-2024-o30223/matches","Arena Paris Sud, Paris","https://women.volleybox.net/tr/arena-paris-sud-a7767/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/usa-serbia-c236702","94","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-olympic-games-paris-2024/schedule/19093/","1","1","11 ay önce önce  tarafından eklendi","",""
",  Group A","2024-08-04 18:00","Olimpiyat Oyunları 2024","https://women.volleybox.net/tr/women-the-olympics-2024-o30223/matches","Arena Paris Sud, Paris","https://women.volleybox.net/tr/arena-paris-sud-a7767/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/china-serbia-c236712","101","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-olympic-games-paris-2024/schedule/19103/","1","3","11 ay önce önce  tarafından eklendi","",""
",  quarterfinal","2024-08-06 22:00","Olimpiyat Oyunları 2024","https://women.volleybox.net/tr/women-the-olympics-2024-o30223/matches","Arena Paris Sud, Paris","https://women.volleybox.net/tr/arena-paris-sud-a7767/matches","İtalya","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/italy-serbia-c244010","82","1","https://en.volleyballworld.com/volleyball/competitions/volleyball-olympic-games-paris-2024/schedule/19106/","1","1","10 ay önce önce  tarafından eklendi","RYSICEteam","https://women.volleybox.net/tr/user/RYSICEteam"
