"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies","show_movies href","show_movies 2","show_movies 3","connected_by","rank_moderator","rank_moderator href","rank_editor","rank_editor href"
",  quarterfinal","2023-07-13 03:30","Voleybol Milletler Ligi 2023","https://women.volleybox.net/tr/women-volleyball-nations-league-2023-o25385/matches","College Park Center, Arlington","https://women.volleybox.net/tr/college-park-center-a5396/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/usa-japan-c178648","114","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256600406","1","1","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid","",""
",  Group D","2023-07-31 12:30","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Chengdu University Gymnasium, Chengdu","https://women.volleybox.net/tr/chengdu-university-gymnasium-a6466/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/colombia-t763/matches","https://volleybox.net/media/img/light-px.png","Kolombiya","https://women.volleybox.net/tr/japan-colombia-c183508","","1","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-07-31~2023-07-31~184327736~DT_PDF~C73~VVOWTEAM6-------------GPD-000200--~~~2~P~.pdf","","","1 yıl önce önce  tarafından eklendi","","","",""
",  Group D","2023-08-01 15:00","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Xipu Campus Gymnasium, Chengdu","https://women.volleybox.net/tr/xipu-campus-gymnasium-a6464/matches","Çek Cumhuriyeti","https://women.volleybox.net/tr/czech-republic-t793/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/czech-republic-japan-c183511","","1","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-08-01~2023-08-01~213041743~DT_PDF~C73~VVOWTEAM6-------------GPD-000300--~~~1~P~.pdf","","","1 yıl önce önce  tarafından eklendi","","","",""
",  quarterfinal","2023-08-03 15:00","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Xipu Campus Gymnasium, Chengdu","https://women.volleybox.net/tr/xipu-campus-gymnasium-a6464/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/germany-t853/matches","https://volleybox.net/media/img/light-px.png","Almanya","https://women.volleybox.net/tr/japan-germany-c183758","","1","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-08-03~2023-08-03~212032647~DT_PDF~C73~VVOWTEAM6-------------QFNL000300--~~~1~P~.pdf?random=0.12111510086435417","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  semi-final","2023-08-04 12:30","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Xipu Campus Gymnasium, Chengdu","https://women.volleybox.net/tr/xipu-campus-gymnasium-a6464/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/brazil-japan-c184059","","1","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-08-04~2023-08-04~195350448~DT_PDF~C73~VVOWTEAM6-------------SFNL000100--~~~1~P~.pdf","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  final","2023-08-06 15:00","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Xipu Campus Gymnasium, Chengdu","https://women.volleybox.net/tr/xipu-campus-gymnasium-a6464/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/japan-china-c184477","","1","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-08-06~2023-08-06~214820715~DT_PDF~C73~VVOWTEAM6-------------FNL-000100--~~~1~P~.pdf","1","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group B","2023-08-30 08:00","Asya Şampiyonası 2023","https://women.volleybox.net/tr/women-asian-championships-2023-o25267/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","İran","https://women.volleybox.net/tr/iran-t910/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/iran-japan-c187107","","1","https://asianvolleyball.net/new/wp-content/uploads/2023/08/Bulletin_No2_Sr.Women_.pdf","","","1 yıl önce önce  tarafından eklendi","","","",""
",  Group B","2023-09-01 08:00","Asya Şampiyonası 2023","https://women.volleybox.net/tr/women-asian-championships-2023-o25267/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/india-t904/matches","https://volleybox.net/media/img/light-px.png","Hindistan","https://women.volleybox.net/tr/japan-india-c187111","","1","https://asianvolleyball.net/new/wp-content/uploads/2023/09/Bulletin_No4_Sr.Women_.pdf","","","1 yıl önce önce  tarafından eklendi","","","",""
",  Group F","2023-09-03 08:00","Asya Şampiyonası 2023","https://women.volleybox.net/tr/women-asian-championships-2023-o25267/matches","MCC Hall The Mall Korat, Nakhon Ratchasima","https://women.volleybox.net/tr/mcc-hall-the-mall-korat-a1084/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/kazakhstan-t934/matches","https://volleybox.net/media/img/light-px.png","Kazakistan","https://women.volleybox.net/tr/japan-kazakhstan-c190121","","1","https://asianvolleyball.net/new/wp-content/uploads/2023/09/Bulletin_No5_Sr.Women_.pdf","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group F","2023-09-04 08:00","Asya Şampiyonası 2023","https://women.volleybox.net/tr/women-asian-championships-2023-o25267/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/japan-china-c190122","","1","https://asianvolleyball.net/new/wp-content/uploads/2023/09/Bulletin_No6_Sr.Women_.pdf","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  semi-final","2023-09-05 14:00","Asya Şampiyonası 2023","https://women.volleybox.net/tr/women-asian-championships-2023-o25267/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Tayland","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/thailand-japan-c190372","","1","https://asianvolleyball.net/new/wp-content/uploads/2023/09/Bulletin_No7_Sr.Women_.pdf","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  3rd place match","2023-09-06 11:00","Asya Şampiyonası 2023","https://women.volleybox.net/tr/women-asian-championships-2023-o25267/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/vietnam-t1270/matches","https://volleybox.net/media/img/light-px.png","Vietnam","https://women.volleybox.net/tr/japan-vietnam-c190521","","1","https://asianvolleyball.net/new/wp-content/uploads/2023/09/Bulletin_No8_Sr.Women_.pdf","","","1 yıl önce önce  tarafından eklendi","","","",""
",  Group 2","2023-09-16 19:25","Dünya Kupası 2023","https://women.volleybox.net/tr/women-fivb-world-cup-2023-o40052/matches","Yoyogi National Gymnasium, Shibuya Tokyo","https://women.volleybox.net/tr/yoyogi-national-gymnasium-a283/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/peru-t1108/matches","https://volleybox.net/media/img/light-px.png","Peru","https://women.volleybox.net/tr/japan-peru-c297639","","","","","","1 ay önce önce  tarafından eklendi","","","",""
",  Group 2","2023-09-17 19:25","Dünya Kupası 2023","https://women.volleybox.net/tr/women-fivb-world-cup-2023-o40052/matches","Yoyogi National Gymnasium, Shibuya Tokyo","https://women.volleybox.net/tr/yoyogi-national-gymnasium-a283/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","Arjantin","https://women.volleybox.net/tr/japan-argentina-c297648","","","","","","1 ay önce önce  tarafından eklendi","","","",""
",  Group 2","2023-09-19 19:25","Dünya Kupası 2023","https://women.volleybox.net/tr/women-fivb-world-cup-2023-o40052/matches","Yoyogi National Gymnasium, Shibuya Tokyo","https://women.volleybox.net/tr/yoyogi-national-gymnasium-a283/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/japan-puerto-rico-c297652","","","","","","1 ay önce önce  tarafından eklendi","","","",""
",  Group D","2023-09-30 09:30","Asya Oyunları 2023","https://women.volleybox.net/tr/women-asian-games-2023-o24005/matches","Hangzhou Normal University Cangqian Gymnasium, Hangzhou City Zhejiang","https://women.volleybox.net/tr/hangzhou-normal-university-cangqian-gymnasium-a4264/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/hong-kong-t895/matches","https://volleybox.net/media/img/light-px.png","Hong Kong","https://women.volleybox.net/tr/japan-hong-kong-c194286","","1","https://info.hangzhou2022.cn/resAG2022-/pdf/AG2022-/VVO/AG2022-_VVO_C73_VVOWTEAM6-------------GPD-000100--.pdf","","","1 yıl önce önce  tarafından eklendi","","","",""
",  Group D","2023-10-01 14:00","Asya Oyunları 2023","https://women.volleybox.net/tr/women-asian-games-2023-o24005/matches","Hangzhou Normal University Cangqian Gymnasium, Hangzhou City Zhejiang","https://women.volleybox.net/tr/hangzhou-normal-university-cangqian-gymnasium-a4264/matches","Afganistan","https://women.volleybox.net/tr/afghanistan-t643/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/afghanistan-japan-c194292","","1","https://info.hangzhou2022.cn/resAG2022-/pdf/AG2022-/VVO/AG2022-_VVO_C73_VVOWTEAM6-------------GPD-000400--.pdf","1","","1 yıl önce önce  tarafından eklendi","","","",""
",  Group D","2023-10-02 09:30","Asya Oyunları 2023","https://women.volleybox.net/tr/women-asian-games-2023-o24005/matches","Hangzhou Normal University Cangqian Gymnasium, Hangzhou City Zhejiang","https://women.volleybox.net/tr/hangzhou-normal-university-cangqian-gymnasium-a4264/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/kazakhstan-t934/matches","https://volleybox.net/media/img/light-px.png","Kazakistan","https://women.volleybox.net/tr/japan-kazakhstan-c194295","","1","https://info.hangzhou2022.cn/resAG2022-/pdf/AG2022-/VVO/AG2022-_VVO_C73_VVOWTEAM6-------------GPD-000500--.pdf","","","1 yıl önce önce  tarafından eklendi","","","",""
",  Group F","2023-10-04 14:00","Asya Oyunları 2023","https://women.volleybox.net/tr/women-asian-games-2023-o24005/matches","Deqing Sports Center Gymnasium, Deqing","https://women.volleybox.net/tr/deqing-sports-center-gymnasium-a938/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/chinese-taipei-t2546/matches","https://volleybox.net/media/img/light-px.png","Çin Taipei","https://women.volleybox.net/tr/japan-chinese-taipei-c195167","","1","https://info.hangzhou2022.cn/resAG2022-/pdf/AG2022-/VVO/AG2022-_VVO_C73_VVOWTEAM6-------------GPF-000200--.pdf","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group F","2023-10-05 14:00","Asya Oyunları 2023","https://women.volleybox.net/tr/women-asian-games-2023-o24005/matches","Deqing Sports Center Gymnasium, Deqing","https://women.volleybox.net/tr/deqing-sports-center-gymnasium-a938/matches","Tayland","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/thailand-japan-c195172","","1","https://info.hangzhou2022.cn/resAG2022-/pdf/AG2022-/VVO/AG2022-_VVO_C73_VVOWTEAM6-------------GPF-000400--.pdf","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  semi-final","2023-10-06 09:30","Asya Oyunları 2023","https://women.volleybox.net/tr/women-asian-games-2023-o24005/matches","Hangzhou Normal University Cangqian Gymnasium, Hangzhou City Zhejiang","https://women.volleybox.net/tr/hangzhou-normal-university-cangqian-gymnasium-a4264/matches","Vietnam","https://women.volleybox.net/tr/vietnam-t1270/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","Japonya","https://women.volleybox.net/tr/vietnam-japan-c195511","","1","https://info.hangzhou2022.cn/resAG2022-/pdf/AG2022-/VVO/AG2022-_VVO_C73_VVOWTEAM6-------------SFNL000100--.pdf","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  final","2023-10-07 14:30","Asya Oyunları 2023","https://women.volleybox.net/tr/women-asian-games-2023-o24005/matches","Hangzhou Normal University Cangqian Gymnasium, Hangzhou City Zhejiang","https://women.volleybox.net/tr/hangzhou-normal-university-cangqian-gymnasium-a4264/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/japan-china-c195577","","1","https://info.hangzhou2022.cn/resAG2022-/pdf/AG2022-/VVO/AG2022-_VVO_C73_VVOWTEAM6-------------FNL-000100--.pdf","1","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
