"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies href","show_movies 2","show_movies 3","show_movies 4","connected_by","rank_moderator","rank_moderator href","rank_editor","rank_editor href"
",  Week Three","2023-07-02 11:30","Voleybol Milletler Ligi 2023","https://women.volleybox.net/tr/women-volleyball-nations-league-2023-o25385/matches","West Suwon Chilbo Gymnasium, Suwon","https://women.volleybox.net/tr/west-suwon-chilbo-gymnasium-a6087/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/china-usa-c170986","127","https://www.fivb.org/vis2009/getdocument.asmx?no=256575890","1","2","","2 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid","",""
",  quarterfinal","2023-07-13 18:30","Voleybol Milletler Ligi 2023","https://women.volleybox.net/tr/women-volleyball-nations-league-2023-o25385/matches","College Park Center, Arlington","https://women.volleybox.net/tr/college-park-center-a5396/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","Brezilya","https://women.volleybox.net/tr/china-brazil-c178649","116","https://women.volleybox.net/tr/frame/match_report/0/45851","1","2","3","1 yıl önce önce  tarafından eklendi","avid","https://women.volleybox.net/tr/user/avid","",""
",  semi-final","2023-07-16","Voleybol Milletler Ligi 2023","https://women.volleybox.net/tr/women-volleyball-nations-league-2023-o25385/matches","College Park Center, Arlington","https://women.volleybox.net/tr/college-park-center-a5396/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/poland-china-c180640","46","https://www.fivb.org/vis2009/getdocument.asmx?no=256602059","1","1","3","1 yıl önce önce  tarafından eklendi","","","",""
",  final","2023-07-17 01:30","Voleybol Milletler Ligi 2023","https://women.volleybox.net/tr/women-volleyball-nations-league-2023-o25385/matches","College Park Center, Arlington","https://women.volleybox.net/tr/college-park-center-a5396/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/turkey-t1231/matches","https://volleybox.net/media/img/light-px.png","Türkiye","https://women.volleybox.net/tr/china-turkey-c181039","56","https://women.volleybox.net/tr/frame/match_report/0/46215","1","2","6","1 yıl önce önce  tarafından eklendi","","","",""
",  Group B","2023-07-30 15:00","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Xipu Campus Gymnasium, Chengdu","https://women.volleybox.net/tr/xipu-campus-gymnasium-a6464/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/germany-t853/matches","https://volleybox.net/media/img/light-px.png","Almanya","https://women.volleybox.net/tr/china-germany-c183503","","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-07-30~2023-07-30~215611719~DT_PDF~C73~VVOWTEAM6-------------GPB-000100--~~~1~P~.pdf","","","","1 yıl önce önce  tarafından eklendi","","","",""
",  Group B","2023-07-31 15:00","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Chengdu University Gymnasium, Chengdu","https://women.volleybox.net/tr/chengdu-university-gymnasium-a6466/matches","Arjantin","https://women.volleybox.net/tr/argentina-t667/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/argentina-china-c183510","","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-07-31~2023-07-31~213332914~DT_PDF~C73~VVOWTEAM6-------------GPB-000200--~~~3~P~.pdf","","","","1 yıl önce önce  tarafından eklendi","","","",""
",  quarterfinal","2023-08-03 15:00","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Chengdu University Gymnasium, Chengdu","https://women.volleybox.net/tr/chengdu-university-gymnasium-a6466/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/czech-republic-t793/matches","https://volleybox.net/media/img/light-px.png","Çek Cumhuriyeti","https://women.volleybox.net/tr/china-czech-republic-c183759","","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-08-03~2023-08-03~212124491~DT_PDF~C73~VVOWTEAM6-------------QFNL000400--~~~3~P~.pdf","","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  semi-final","2023-08-04 15:00","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Xipu Campus Gymnasium, Chengdu","https://women.volleybox.net/tr/xipu-campus-gymnasium-a6464/matches","Polonya","https://women.volleybox.net/tr/poland-t1114/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/poland-china-c184060","","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-08-04~2023-08-04~215846042~DT_PDF~C73~VVOWTEAM6-------------SFNL000200--~~~1~P~.pdf","","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  final","2023-08-06 15:00","FISU Dünya Üniversite Oyunları 2023","https://women.volleybox.net/tr/women-fisu-world-university-games-2023-o18269/matches","Xipu Campus Gymnasium, Chengdu","https://women.volleybox.net/tr/xipu-campus-gymnasium-a6464/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/japan-china-c184477","","https://pdf.2021chengdu.com/CHENGDU2021/VVO/PDF/CHENGDU2021~2023-08-06~2023-08-06~214820715~DT_PDF~C73~VVOWTEAM6-------------FNL-000100--~~~1~P~.pdf","1","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group D","2023-08-30 08:00","Asya Şampiyonası 2023","https://women.volleybox.net/tr/women-asian-championships-2023-o25267/matches","MCC Hall The Mall Korat, Nakhon Ratchasima","https://women.volleybox.net/tr/mcc-hall-the-mall-korat-a1084/matches","Hong Kong","https://women.volleybox.net/tr/hong-kong-t895/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/hong-kong-china-c187125","","https://asianvolleyball.net/new/wp-content/uploads/2023/08/Bulletin_No2_Sr.Women_.pdf","","","","1 yıl önce önce  tarafından eklendi","","","",""
",  Group D","2023-08-31 11:00","Asya Şampiyonası 2023","https://women.volleybox.net/tr/women-asian-championships-2023-o25267/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Filipinler","https://women.volleybox.net/tr/philippines-t1111/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/philippines-china-c187130","","https://asianvolleyball.net/new/wp-content/uploads/2023/09/Bulletin_No3_Sr.Women_.pdf","","","","1 yıl önce önce  tarafından eklendi","","","",""
",  Group D","2023-09-01 14:00","Asya Şampiyonası 2023","https://women.volleybox.net/tr/women-asian-championships-2023-o25267/matches","MCC Hall The Mall Korat, Nakhon Ratchasima","https://women.volleybox.net/tr/mcc-hall-the-mall-korat-a1084/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/kazakhstan-t934/matches","https://volleybox.net/media/img/light-px.png","Kazakistan","https://women.volleybox.net/tr/china-kazakhstan-c187132","","https://asianvolleyball.net/new/wp-content/uploads/2023/09/Bulletin_No4_Sr.Women_.pdf","","","","1 yıl önce önce  tarafından eklendi","","","",""
",  Group F","2023-09-03 08:00","Asya Şampiyonası 2023","https://women.volleybox.net/tr/women-asian-championships-2023-o25267/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Hindistan","https://women.volleybox.net/tr/india-t904/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/india-china-c190120","","https://asianvolleyball.net/new/wp-content/uploads/2023/09/Bulletin_No5_Sr.Women_.pdf","","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group F","2023-09-04 08:00","Asya Şampiyonası 2023","https://women.volleybox.net/tr/women-asian-championships-2023-o25267/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","2 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/japan-china-c190122","","https://asianvolleyball.net/new/wp-content/uploads/2023/09/Bulletin_No6_Sr.Women_.pdf","","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  semi-final","2023-09-05 11:00","Asya Şampiyonası 2023","https://women.volleybox.net/tr/women-asian-championships-2023-o25267/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Vietnam","https://women.volleybox.net/tr/vietnam-t1270/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/vietnam-china-c190371","","https://asianvolleyball.net/new/wp-content/uploads/2023/09/Bulletin_No7_Sr.Women_.pdf","","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  final","2023-09-06 14:00","Asya Şampiyonası 2023","https://women.volleybox.net/tr/women-asian-championships-2023-o25267/matches","Korat Chatchai Hall, Nakhon Ratchasima","https://women.volleybox.net/tr/korat-chatchai-hall-a1058/matches","Tayland","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/thailand-china-c190520","","https://asianvolleyball.net/new/wp-content/uploads/2023/09/Bulletin_No8_Sr.Women_.pdf","","","","1 yıl önce önce  tarafından eklendi","","","",""
",  Group A","2023-10-01 14:00","Asya Oyunları 2023","https://women.volleybox.net/tr/women-asian-games-2023-o24005/matches","Deqing Sports Center Gymnasium, Deqing","https://women.volleybox.net/tr/deqing-sports-center-gymnasium-a938/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/india-t904/matches","https://volleybox.net/media/img/light-px.png","Hindistan","https://women.volleybox.net/tr/china-india-c194283","","https://info.hangzhou2022.cn/resAG2022-/pdf/AG2022-/VVO/AG2022-_VVO_C73_VVOWTEAM6-------------GPA-000200--.pdf","","","","1 yıl önce önce  tarafından eklendi","","","",""
",  Group A","2023-10-02 14:00","Asya Oyunları 2023","https://women.volleybox.net/tr/women-asian-games-2023-o24005/matches","Deqing Sports Center Gymnasium, Deqing","https://women.volleybox.net/tr/deqing-sports-center-gymnasium-a938/matches","Kuzey Kore","https://women.volleybox.net/tr/north-korea-t943/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/north-korea-china-c194284","","https://info.hangzhou2022.cn/resAG2022-/pdf/AG2022-/VVO/AG2022-_VVO_C73_VVOWTEAM6-------------GPA-000300--.pdf","","","","1 yıl önce önce  tarafından eklendi","","","",""
",  Group E","2023-10-04 14:00","Asya Oyunları 2023","https://women.volleybox.net/tr/women-asian-games-2023-o24005/matches","Hangzhou Normal University Cangqian Gymnasium, Hangzhou City Zhejiang","https://women.volleybox.net/tr/hangzhou-normal-university-cangqian-gymnasium-a4264/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","Güney Kore","https://women.volleybox.net/tr/china-south-korea-c195166","","https://info.hangzhou2022.cn/resAG2022-/pdf/AG2022-/VVO/AG2022-_VVO_C73_VVOWTEAM6-------------GPE-000200--.pdf","","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  Group E","2023-10-05 14:00","Asya Oyunları 2023","https://women.volleybox.net/tr/women-asian-games-2023-o24005/matches","Hangzhou Normal University Cangqian Gymnasium, Hangzhou City Zhejiang","https://women.volleybox.net/tr/hangzhou-normal-university-cangqian-gymnasium-a4264/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/vietnam-t1270/matches","https://volleybox.net/media/img/light-px.png","Vietnam","https://women.volleybox.net/tr/china-vietnam-c195171","","https://info.hangzhou2022.cn/resAG2022-/pdf/AG2022-/VVO/AG2022-_VVO_C73_VVOWTEAM6-------------GPE-000400--.pdf","1","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  semi-final","2023-10-06 14:00","Asya Oyunları 2023","https://women.volleybox.net/tr/women-asian-games-2023-o24005/matches","Hangzhou Normal University Cangqian Gymnasium, Hangzhou City Zhejiang","https://women.volleybox.net/tr/hangzhou-normal-university-cangqian-gymnasium-a4264/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","Tayland","https://women.volleybox.net/tr/china-thailand-c195512","","https://info.hangzhou2022.cn/resAG2022-/pdf/AG2022-/VVO/AG2022-_VVO_C73_VVOWTEAM6-------------SFNL000200--.pdf","","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
",  final","2023-10-07 14:30","Asya Oyunları 2023","https://women.volleybox.net/tr/women-asian-games-2023-o24005/matches","Hangzhou Normal University Cangqian Gymnasium, Hangzhou City Zhejiang","https://women.volleybox.net/tr/hangzhou-normal-university-cangqian-gymnasium-a4264/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/japan-china-c195577","","https://info.hangzhou2022.cn/resAG2022-/pdf/AG2022-/VVO/AG2022-_VVO_C73_VVOWTEAM6-------------FNL-000100--.pdf","1","","","1 yıl önce önce  tarafından eklendi","","","sitenoise","https://women.volleybox.net/tr/user/sitenoise"
